Marke,ParentSKU,ProductName,Revenue_total,MCP_Name,MCP_Type,MCP_Brand,MCP_Color_keys,MCP_Color_labels,MCP_Collection,MCP_Cut,MCP_Surface,MCP_Features,MCP_Gender,MCP_resolved
KEEPERsport,KS10011-091,KEEPERsport Varan6 Challenge NC TW-Hand,130859.79,KEEPERsport Varan6 Champ NC TW-Hand,configurable,KEEPERsport,"black, white","Schwarz, Weiß",KEEPERsport Varan,Innennaht (NC),Trocken,,Herren,true
KEEPERsport,KS10029-091,KEEPERsport Varan7 Champ NC Whiteout TW,121849.15,KEEPERsport Varan7 Champ NC Whiteout,configurable,KEEPERsport,white,Weiß,KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Haltbarkeit, Schutz","Herren, Damen",true
KEEPERsport,KS10021-901,KEEPERsport Varan7 Champ NC Blackout TW,119440.18,KS10021-901,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),Trocken,"Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10030-804,KEEPERsport Torwarthandschuhe Weiß,115077.36,KEEPERsport Varan8 Hero NC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10050-804,KEEPERsport Varan8 Champ Torwarthandsch,112393.64,KEEPERsport Varan8 Champ NC,configurable,KEEPERsport,white,Weiß,KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10021-701,KEEPERsport Varan7 Champ NC TW-Handschu,111435.74,KEEPERsport Varan7 Champ NC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10022-416,KEEPERsport Varan7 Champ NC Aqua TW-Han,110957.49,KEEPERsport Varan7 Champ NC Aqua,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),Nässe / Regen,"Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10028-407,KEEPERsport Varan7 Challenge NC TW-Hand,109994.76,KEEPERsport Varan7 Challenge NC,configurable,KEEPERsport,blue,Blau,KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken","Bequem, Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10021-010,KEEPERsport Varan7 Champ NC TW-Handschu,105231.95,KEEPERsport Varan7 Champ NC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Innennaht (NC),Trocken,"Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10021-066,KEEPERsport Varan7 Champ NC TW-Handschu,104711.72,KEEPERsport Varan7 Champ NC,configurable,KEEPERsport,"red, white","Rot, Weiß",,Innennaht (NC),Trocken,"Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10020-701,KEEPERsport Varan7 Hero NC TW-Handschuh,103224.67,KEEPERsport Varan7 Hero NC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip","Herren, Damen",true
KEEPERsport,KS10021-001,KEEPERsport Varan7 Champ NC Whiteout TW,98398.32,KEEPERsport Varan7 Champ NC Whiteout,configurable,KEEPERsport,white,Weiß,KEEPERsport Varan,Innennaht (NC),Trocken,"Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10025-010,KEEPERsport Varan7 Pro NC TW-Handschuhe,92302.37,KEEPERsport Varan7 Pro NC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle","Herren, Damen",true
KEEPERsport,KS10029-909,KEEPERsport Varan7 Champ NC Blackout TW,89731.01,KEEPERsport Varan7 Champ NC Blackout,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Haltbarkeit, Schutz","Herren, Damen",true
KEEPERsport,KS10025-901,KEEPERsport Varan7 Pro NC Blackout TW-H,87608.71,KEEPERsport Varan7 Pro NC Blackout,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle","Herren, Damen",true
KEEPERsport,KS10027-908,KEEPERsport Varan7 Premier Resist NC,79293.08,KEEPERsport Varan7 Premier Resist NC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Innennaht (NC),"Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10026-010,KEEPERsport Varan7 Premier NC TW-Handsc,77937.73,KEEPERsport Varan7 Premier NC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10052-452,KEEPERsport Varan8 Champ NC AQUA,77148.97,KEEPERsport Varan8 Champ NC AQUA,configurable,KEEPERsport,"white, blue","Weiß, Blau","KEEPERsport Varan, Champ",Innennaht (NC),"Rasen nass, Nässe / Regen",,Herren,true
KEEPERsport,KS10026-701,KEEPERsport Varan7 Premier NC TW-Handsc,76183.09,KEEPERsport Varan7 Premier NC,configurable,KEEPERsport,"red, white","Rot, Weiß",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10025-701,KEEPERsport Varan7 Pro NC TW-Handschuhe,74830.65,KEEPERsport Varan7 Pro NC,configurable,KEEPERsport,"red, white","Rot, Weiß",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle","Herren, Damen",true
KEEPERsport,KS10029-454,KEEPERsport Varan7 Champ NC TW-Handschu,74659.72,,,,,,,,,,,true
KEEPERsport,KS10026-907,KEEPERsport Varan7 Premier NC TW-Handsc,68888.79,KEEPERsport Varan7 Premier NC,configurable,KEEPERsport,"white, green","Weiß, Grün",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10027-563,KEEPERsport Varan7 Premier Resist NC TW,64250.34,KEEPERsport Varan7 Premier Resist NC,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),Kunstrasen / Halle / Bolzplatz,"Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
reusch,R5460965-7435,reusch Attrakt Gold X,64081.06,reusch Attrakt Gold X #KSEdition,configurable,REUSCH,"black, blue","Schwarz, Blau",Reusch Attrakt,Hybrid (Mix),Trocken,,,true
KEEPERsport,KS10030-903,KEEPERsport Varan8 Hero NC,63437.89,KEEPERsport Varan8 Hero NC,configurable,KEEPERsport,black,Schwarz,"KEEPERsport Varan, Hero",Innennaht (NC),"Normaler Rasen, Trocken",,"Herren, Damen",true
KEEPERsport,KS10070-804,KEEPERsport Varan8 Pro NC TW-Handschuhe,63147.54,KEEPERsport Varan8 Pro NC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),Trocken,"Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10021-471,KEEPERsport Varan7 Champ NC TW-Handschu,62329.92,KEEPERsport Varan7 Champ NC,configurable,KEEPERsport,"black, turquoise","Schwarz, Türkis",KEEPERsport Varan,Innennaht (NC),Trocken,"Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10026-066,KEEPERsport Varan7 Premier NC TW-Handsc,61458.51,KEEPERsport Varan7 Premier NC,configurable,KEEPERsport,"red, white","Rot, Weiß",,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10020-066,KEEPERsport Varan7 Hero NC TW-Handschuh,58862.62,MYSTERY Triple Pack BRONZE,configurable,2XU,"red, white","Rot, Weiß",KEEPERsport Varan,Innennaht (NC),,"Bequem, Dämpfung, Grip","Herren, Damen",true
KEEPERsport,KS10025-066,KEEPERsport Varan7 Pro NC TW-Handschuhe,58817.56,KEEPERsport Varan7 Pro NC,configurable,KEEPERsport,"red, white","Rot, Weiß",,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle","Herren, Damen",true
KEEPERsport,KS10020-471,KEEPERsport Varan7 Hero NC TW-Handschuh,58680.99,KEEPERsport Varan7 Hero NC,configurable,KEEPERsport,"black, turquoise","Schwarz, Türkis",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip","Herren, Damen",true
KEEPERsport,KS10040-804,KEEPERsport Varan8 Premier NC Torwartha,58150.12,KEEPERsport Varan8 Premier NC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10028-701,KEEPERsport Varan7 Challenge NC TW-Hand,57771.35,KEEPERsport Varan7 Challenge NC,configurable,KEEPERsport,blue,Blau,KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10060-804,KEEPERsport Varan8 Challenge NC,56961.94,KEEPERsport Varan8 Challenge NC,configurable,KEEPERsport,white,Weiß,KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht",Herren,true
uhlsport,U1011373-001,uhlsport FM Cybertec Ultragrip HN Torwa,55323.07,Uhlsport Cybertec Ultragrip HN,configurable,uhlsport,"white, blue","Weiß, Blau",uhlsport Fangmaschine,Innennaht (NC),"Normaler Rasen, Trocken",,,true
KEEPERsport,KS10050-903,KEEPERsport Varan8 Champ NC Demon Torwa,54512.43,KEEPERsport Varan8 Champ NC,configurable,KEEPERsport,black,Schwarz,"KEEPERsport Varan, Champ",Innennaht (NC),"Normaler Rasen, Trocken",,"Herren, Damen",true
KEEPERsport,KS10025-471,KEEPERsport Varan7 Pro NC TW-Handschuhe,52383.25,KEEPERsport Varan7 Pro NC,configurable,KEEPERsport,turquoise,Türkis,KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle","Herren, Damen",true
KEEPERsport,KS10020-001,KEEPERsport Varan7 Hero NC Blackout TW-,51135.73,KEEPERsport Varan7 Hero NC Blackout,configurable,KEEPERsport,"black, white","Schwarz, Weiß",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Leicht","Herren, Damen",true
KEEPERsport,KS10022-406,KEEPERsport Varan7 Champ NC Aqua TW-Han,50566.14,KEEPERsport Varan7 Champ NC Aqua,configurable,KEEPERsport,blue,Blau,KEEPERsport Varan,"Innennaht (NC), Schmal",Nässe / Regen,"Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
rehab,RH1004-011,rehab Core CG1 NC,48020.68,rehab Core CG1 NC,configurable,rehab goalkeeping,white,Weiß,rehab Core,Innennaht (NC),"Normaler Rasen, Trocken","Bequem, Grip, Halt",Herren,true
uhlsport,U1011375-001,uhlsport FM Cybertec Supergrip+ HN Torw,46261.85,Uhlsport Cybertec Supergrip+ HN,configurable,uhlsport,"white, blue","Weiß, Blau",Uhlsport Supergrip+,Innennaht (NC),"Normaler Rasen, Trocken",,,true
uhlsport,U1011379-001,uhlsport FM Cybertec Absolutgrip HN Tor,44793.57,Uhlsport Cybertec Absolutgrip HN,configurable,uhlsport,"white, blue","Weiß, Blau",Uhlsport Absolutgrip,Innennaht (NC),"Normaler Rasen, Trocken",,,true
KEEPERsport,KS10023-066,KEEPERsport Varan7 Champ Power TW-Hands,44273.15,KEEPERsport Varan7 Champ Power,configurable,KEEPERsport,"red, white","Rot, Weiß",KEEPERsport Varan,Hybrid (Mix),Trocken,"Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Ballkontrolle, Haltbarkeit, Leicht, Elastizität",Herren,true
KEEPERsport,KS10051-804,KEEPERsport Varan8 Champ Power Demon To,44234.0,KEEPERsport Varan8 Champ Power,configurable,KEEPERsport,"black, green","Schwarz, Grün",KEEPERsport Varan,"Innennaht (NC), Hybrid (Mix)","Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10030-423,KEEPERsport Varan8 Hero NC Torwarthands,43934.14,KEEPERsport Varan8 Hero NC,configurable,KEEPERsport,blue,Blau,KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip",Herren,true
KEEPERsport,KS10025-905,KEEPERsport Varan7 Pro NC TW-Handschuhe,43251.76,KEEPERsport Varan7 Pro NC,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle","Herren, Damen",true
KEEPERsport,KS10031-630,KEEPERsport 25years Varan8 Hero Power T,38724.15,KEEPERsport Varan8 Hero Power 25years,configurable,KEEPERsport,"black, white","Schwarz, Weiß",Hero,Hybrid (Mix),"Normaler Rasen, Trocken",,Herren,true
KEEPERsport,KS10024-471,KEEPERsport Varan7 Champ GC TW-Handschu,37887.94,KEEPERsport Varan7 Champ GC,configurable,KEEPERsport,"black, turquoise","Schwarz, Türkis",KEEPERsport Varan,Rollfinger (GC),Trocken,"Bequem, Dämpfung, Grip","Herren, Damen",true
KEEPERsport,KS10023-471,KEEPERsport Varan7 Champ Power TW-Hands,36476.47,KEEPERsport Varan7 Champ Power,configurable,KEEPERsport,"black, turquoise","Schwarz, Türkis",KEEPERsport Varan,Hybrid (Mix),Trocken,"Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Ballkontrolle, Haltbarkeit, Leicht, Elastizität","Herren, Damen",true
KEEPERsport,KS10028-066,KEEPERsport Varan7 Challenge NC TW-Hand,35772.16,KEEPERsport Varan7 Challenge NC,configurable,KEEPERsport,"red, white","Rot, Weiß",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10024-066,KEEPERsport Varan7 Champ GC TW-Handschu,34924.45,KEEPERsport Varan7 Champ GC,configurable,KEEPERsport,"red, white","Rot, Weiß",KEEPERsport Varan,Rollfinger (GC),Trocken,"Bequem, Dämpfung, Grip",Herren,true
KEEPERsport,KS10072-210,KEEPERsport Varan8 Pro NC Resist,33906.97,KEEPERsport Varan8 Pro NC Resist,configurable,KEEPERsport,black,Schwarz,"KEEPERsport Varan, Pro",Innennaht (NC),"Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Bequem, Dämpfung, Halt, Haltbarkeit, Schutz",Herren,true
KEEPERsport,KS10032-108,KEEPERsport Hero Elite NC Dominance Tor,33575.11,KEEPERsport Hero Elite NC,configurable,KEEPERsport,red,Rot,Hero,Innennaht (NC),"Normaler Rasen, Trocken",,,true
KEEPERsport,KS10023-010,KEEPERsport Varan7 Champ Power TW-Hands,32677.47,KEEPERsport Varan7 Champ Power,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Hybrid (Mix),Trocken,"Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Ballkontrolle, Haltbarkeit, Leicht, Elastizität","Herren, Damen",true
KEEPERsport,KS10070-108,KEEPERsport Pro Elite NC,32096.44,KEEPERsport Pro Elite NC,configurable,KEEPERsport,"black, white","Schwarz, Weiß",Pro,Innennaht (NC),"Normaler Rasen, Trocken",,,true
KEEPERsport,KS10001-633,KEEPERsport Varan6 Hero NC Torwarthands,31946.99,KEEPERsport Varan6 Hero NC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,,,,,true
KEEPERsport,KS10082-210,KEEPERsport Varan8 Zone NC Resist Torwa,31930.14,KEEPERsport Varan8 Zone NC Resist,configurable,KEEPERsport,"black, purple","Schwarz, purple",KEEPERsport Varan,Innennaht (NC),"Kunstrasen / Halle / Bolzplatz, Kunstrasen / Hartplatz","Bequem, Dämpfung, Halt, Haltbarkeit, Schutz",Herren,true
KEEPERsport,KS10051-108,KEEPERsport Champ Elite Power,31170.31,KEEPERsport Champ Elite Power,configurable,KEEPERsport,black,Schwarz,Champ,"Innennaht (NC), Hybrid (Mix)","Normaler Rasen, Trocken",,,true
KEEPERsport,KS10050-555,KEEPERsport Varan8 Champ NC Raw Impact,30853.36,KEEPERsport Varan8 Champ NC,configurable,KEEPERsport,green,Grün,"KEEPERsport Varan, Champ",Innennaht (NC),"Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
uhlsport,U1011371-001,uhlsport FM Cybertec Ultragrip SC Torwa,30263.71,Uhlsport Cybertec Ultragrip Skin,configurable,uhlsport,"white, blue","Weiß, Blau",uhlsport Fangmaschine,"Innennaht (NC), Hybrid (Mix)","Normaler Rasen, Trocken",,,true
KEEPERsport,KS10051-903,KEEPERsport Varan8 Champ Power Demon To,29995.5,KEEPERsport Varan8 Champ Power,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),Trocken,,"Herren, Damen",true
KEEPERsport,KS10015-557,KEEPERsport Zone RC Finger Support,29756.89,,,,,,,,,,,true
rehab,RH1014-375,rehab Core CG1 Fingerstability NC,28294.62,rehab Core CG1 Fingerstability NC,configurable,rehab goalkeeping,yellow,Gelb,rehab Core,Innennaht (NC),"Normaler Rasen, Trocken","Bequem, Grip, Halt, Haltbarkeit, fingersave, Leicht",Herren,true
KEEPERsport,KS10071-804,KEEPERsport Torwarthandschuhe Weiß,28202.13,KEEPERsport Varan8 Pro GC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Rollfinger (GC),Trocken,"Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10050-108,KEEPERsport Champ Elite NC,28175.86,KEEPERsport Champ Elite NC,configurable,KEEPERsport,black,Schwarz,Champ,Innennaht (NC),"Normaler Rasen, Trocken",,,true
uhlsport,U1011378-001,uhlsport FM Cybertec Absolutgrip HN Fit,28140.25,Uhlsport Cybertec Absolutgrip HN Fit,configurable,uhlsport,"white, blue","Weiß, Blau",Uhlsport Absolutgrip,Innennaht (NC),"Normaler Rasen, Trocken","Bequem, Dämpfung, Grip, Schutz, Absolutgrip+",,true
KEEPERsport,KS10060-903,KEEPERsport Varan8 Challenge NC Demon T,27840.99,KEEPERsport Varan8 Challenge NC,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken",,"Herren, Damen",true
KEEPERsport,KS10081-755,KEEPERsport Varan8 Zone NC Torwarthands,27451.26,KEEPERsport Varan8 Zone NC,configurable,KEEPERsport,red,Rot,KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Bequem, Dämpfung, Leicht",Herren,true
KEEPERsport,KS10026-471,KEEPERsport Varan7 Premier NC TW-Handsc,26906.18,KEEPERsport Varan7 Premier NC,configurable,KEEPERsport,"black, turquoise","Schwarz, Türkis",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
KEEPERsport,KS10070-903,KEEPERsport Varan8 Pro NC Demon Torwart,26834.21,KEEPERsport Varan8 Pro NC,configurable,KEEPERsport,black,Schwarz,"KEEPERsport Varan, Pro",Innennaht (NC),"Normaler Rasen, Trocken",,"Herren, Damen",true
uhlsport,U1011372-001,uhlsport FM Cybertec Ultragrip Torwarth,26756.56,uhlsport FM Cybertec Ultragrip Fangmaschine Weiß,configurable,uhlsport,white,Weiß,uhlsport Fangmaschine,Innennaht (NC),,"Atmungsaktivität, Bequem, Grip, Leicht, Atmungsaktiv",,true
KEEPERsport,KS10060-108,KEEPERsport Champ Prime NC,26633.49,KEEPERsport Champ Prime NC,configurable,KEEPERsport,black,Schwarz,Champ,Innennaht (NC),"Normaler Rasen, Trocken",,,true
KEEPERsport,KS10002-633,KEEPERsport Varan6 Hero Power TW-Handsc,25670.41,KEEPERsport Varan6 Hero Power,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,,,,,true
KEEPERsport,KS10081-903,KEEPERsport Varan8 Zone NC Demon Torwar,25631.66,KEEPERsport Varan8 Zone NC,configurable,KEEPERsport,"black, green","Schwarz, Grün",KEEPERsport Varan,Innennaht (NC),"Normaler Rasen, Trocken",,"Herren, Damen",true
uhlsport,U101137301-2000,uhlsport FM Cybertec Maignan Ultragrip,25261.95,FM Cybertec Maignan Ultragrip HN #382,configurable,uhlsport,"white, orange","Weiß, Orange",uhlsport Fangmaschine,Hybrid (Mix),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Atmungsaktiv",,true
KEEPERsport,KS10024-010,KEEPERsport Varan7 Champ GC TW-Handschu,24837.39,KEEPERsport Varan7 Champ GC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Rollfinger (GC),Trocken,"Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Leicht","Herren, Damen",true
uhlsport,U1011377-001,uhlsport FM Cybertec Absolutgrip SC Tor,24526.63,Uhlsport Cybertec Absolutgrip Skin,configurable,uhlsport,"white, blue","Weiß, Blau",Uhlsport Absolutgrip,"Innennaht (NC), Hybrid (Mix)","Normaler Rasen, Trocken",,,true
uhlsport,U1011374-001,uhlsport FM Cybertec Supergrip+ Finger,24335.82,Uhlsport Cybertec Supergrip+ Finger Surround,configurable,uhlsport,"white, blue","Weiß, Blau",uhlsport Fangmaschine,"Innennaht (NC), Rollfinger (GC)","Normaler Rasen, Trocken",,,true
KEEPERsport,KS10070-166,KEEPERsport Varan8 Pro NC Torwarthandsc,24209.82,KEEPERsport Varan8 Pro NC,configurable,KEEPERsport,"black, green","Schwarz, Grün",KEEPERsport Varan,Innennaht (NC),"Trocken, Nässe / Regen","Bequem, Dämpfung, Grip, Individuelle Passform, Ballkontrolle","Herren, Damen",true
KEEPERsport,KS10080-804,KEEPERsport Varan8 Zone RC TW-Handschuh,24189.31,KEEPERsport Varan8 Zone RC,configurable,KEEPERsport,white,Weiß,KEEPERsport Varan,Außennaht (RC),"Normaler Rasen, Trocken","Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10020-010,KEEPERsport Varan7 Hero NC TW-Handschuh,23975.96,KS10020-010,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Leicht","Herren, Damen",true
KEEPERsport,KS10007-116,KEEPERsport Varan6 Premier NC TW-Handsc,23375.8,KEEPERsport Varan6 Premier NC,configurable,KEEPERsport,"red, green","Rot, Grün",KEEPERsport Varan,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Ballkontrolle",Herren,true
Puma,P042120-01,PUMA X Ks Future Ultimate Nc Torwarthan,22743.33,PUMA FUTURE Ultimate NC 25years,configurable,PUMA,white,Weiß,PUMA FUTURE,Innennaht (NC),"Normaler Rasen, Trocken",,,true
KEEPERsport,KS10014-413,KEEPERsport Zone RC,22607.91,KEEPERsport Zone RC,configurable,KEEPERsport,"black, blue","Schwarz, Blau",,Außennaht (RC),"Normaler Rasen, Trocken","Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Halt, Ballkontrolle",Herren,true
rehab,RH1006-991,Rehab Extreme CG4 NC Blackout,22382.78,Rehab Extreme CG4 NC Blackout,configurable,rehab goalkeeping,black,Schwarz,rehab Extreme,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Grip, Leicht, Atmungsaktiv",,true
KEEPERsport,KS10028-471,KEEPERsport Varan7 Challenge NC TW-Hand,22130.6,KEEPERsport Varan7 Challenge NC,configurable,KEEPERsport,"black, turquoise","Schwarz, Türkis",,Innennaht (NC),Trocken,"Bequem, Grip, Halt, Ballkontrolle, Leicht",Herren,true
KEEPERsport,KS10071-108,KEEPERsport Pro Elite GC,22118.97,KEEPERsport Pro Elite GC,configurable,KEEPERsport,"black, white","Schwarz, Weiß",Pro,Rollfinger (GC),"Normaler Rasen, Trocken, Nässe / Regen",,,true
KEEPERsport,KS10014-110,KEEPERsport Zone RC,21833.72,,,,,,,,,,,true
adidas,ETSGI6380_000,adidas Tiro Pro Torwarthandschuh Weiss,21487.44,adidas Tiro Pro,configurable,adidas,"black, white","Schwarz, Weiß",adidas Tiro,Innennaht (NC),Trocken,,"Herren, Damen",true
adidas,10371749_JY6300_JY6300,Adidas Predator Pro Hybrid Born for Goal,20939.84,Adidas Predator Pro Hybrid Born for Goals,configurable,adidas,"red, white","Rot, Weiß",adidas Predator,,,"Atmungsaktivität, Dämpfung, Leicht, Atmungsaktiv",,true
rehab,RH1006-001,Rehab Extreme CG4 NC Whiteout,20183.58,Rehab Extreme CG4 NC Whiteout,configurable,rehab goalkeeping,white,Weiß,rehab Extreme,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
KEEPERsport,KS10028-010,KEEPERsport Varan7 Challenge NC TW-Hand,19754.34,KEEPERsport Varan7 Challenge NC,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport Varan,Innennaht (NC),"Trocken, Kunstrasen / Halle / Bolzplatz","Bequem, Grip, Halt, Ballkontrolle, Leicht","Herren, Damen",true
uhlsport,U101137901-2000,uhlsport FM Cybertec Maignan Absolutgri,19594.57,FM Cybertec Maignan Absolutgrip HN #383,configurable,uhlsport,"white, orange","Weiß, Orange",uhlsport Fangmaschine,Innennaht (NC),"Normaler Rasen, Trocken","Bequem, Absolutgrip+, Atmungsaktiv",,true
uhlsport,U101132801-2000,uhlsport Prediction Ultragrip HN Maignan,19000.6,uhlsport Prediction Ultragrip HN Maignan,configurable,uhlsport,"white, blue","Weiß, Blau",,Hybrid (Mix),Trocken,,,true
reusch,ETS5170995_4010,Reusch Attrakt Freegel Fusion TW-Handsc,18970.56,Reusch Attrakt Freegel Fusion,configurable,REUSCH,blue,Blau,,"Innennaht (NC), Hybrid (Mix)",Trocken,"Bequem, Dämpfung, Grip, Ballkontrolle",Herren,true
reusch,ETS5170985_4010,Reusch Attrakt Fusion Guardian TW-Hands,18401.95,Reusch Attrakt Fusion Guardian,configurable,REUSCH,blue,Blau,,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Ballkontrolle",Herren,true
rehab,RH1005-004,rehab Master CG2 NC,18143.71,rehab Master CG2 NC,configurable,rehab goalkeeping,"yellow, black","Gelb, Schwarz",rehab Master,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Bequem, Grip, Größere Ballkontaktfläche, Halt, Haltbarkeit, Leicht",Herren,true
KEEPERsport,KS10070-000,KEEPERsport Pro Elite NC,18041.41,KEEPERsport Pro Elite NC,configurable,KEEPERsport,white,Weiß,Pro,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
