Marke,ParentSKU,ProductName,Revenue_total,MCP_Name,MCP_Type,MCP_Brand,MCP_Color_keys,MCP_Color_labels,MCP_Collection,MCP_Cut,MCP_Surface,MCP_Features,MCP_Gender,MCP_resolved
uhlsport,ETS1000165_01,Uhlsport Eliminator HN Soft SF+ Handsch,747.0,uhlsport Eliminator NC Soft SF+,configurable,uhlsport,"black, green","Schwarz, Grün",,Innennaht (NC),,,Herren,true
Puma,P041649-04,PUMA One Grip 1 Hybrid Pro Rise TW-Hand,741.51,PUMA One Grip 1 Hybrid Pro Rise,configurable,PUMA,"yellow, red","Gelb, Rot","PUMA One, PUMA ONE","Innennaht (NC), Hybrid (Mix)",Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit","Herren, Damen",true
uhlsport,U0131,Uhlsport Pro Comfort Textile Torwarthan,733.35,Uhlsport Fangmaschine Pro Comfort,configurable,uhlsport,black,Schwarz,uhlsport Fangmaschine,Hybrid (Mix),Trocken,,,true
Puma,P041662-10,PUMA FUTURE Rise Grip 5.1 Hybrid Torwar,725.8,PUMA FUTURE Rise Grip 5.1 Hybrid,configurable,PUMA,lightpink,lightpink,PUMA FUTURE,Hybrid (Mix),,"Bequem, Grip, Individuelle Passform, Leicht","Herren, Damen",true
adidas,ETSFS0424_000,adidas X Pro Inflight Torwarthandschuh,724.42,adidas X Pro Inflight,configurable,adidas,black,Schwarz,adidas X,Innennaht (NC),,,"Herren, Damen",true
reusch,R3370807-516,reusch Argos Pro SG,719.12,reusch Argos Pro SG,configurable,REUSCH,,,,,,,,true
HO Soccer,HO511276IT,FIRST SUPERLIGHT Red Gold + KEYRING,716.67,FIRST SUPERLIGHT Red Gold + KEYRING,configurable,HO SOCCER,black,Schwarz,,,,,,true
Elite Sport,EL4004270,Elite Sports Qrtz 4mm Of Es Centrum Tor,715.52,Elite Quartz,configurable,ELITE SPORT,"white, blue","Weiß, Blau",,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
uhlsport,U1012,Uhlsport Speed Up Now Absolutgrip Hands,710.68,Uhlsport Speed Up Now Absolutgrip,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Trocken,,Herren,true
reusch,8FP9927-KEY,reusch Keon yellow (Elana SMU),708.59,,,,,,,,,,,true
HO Soccer,HO510808IT,HO SOCCER SSG Phenomenon NC (green),705.31,HO SOCCER SSG Phenomenon NC (green),configurable,HO SOCCER,green,Grün,,,,,,true
NIKE,NGS3381-644,Nike Grip 3 Torwarthandschuh Rot F644,699.94,Nike Grip 3,configurable,NIKE,red,Rot,,"Außennaht (RC), Hybrid (Mix)",Trocken,"Bequem, Dämpfung, Grip, Ballkontrolle, Schutz, Leicht",Herren,true
HO Soccer,HO0515118IT,Touch Negative DNA III,698.76,Touch Negative DNA III,configurable,HO SOCCER,red,Rot,,Innennaht (NC),,,,true
reusch,P000033-REC,reusch re:ceptor (Mbohli SMU),695.5,reusch re:ceptor Mbohli SMU,configurable,REUSCH,,,,Rollfinger (GC),,,,true
adidas,ETSGK3506_000,adidas X Pro Torwarthandschuh Grau,695.33,adidas X Pro,configurable,adidas,grey,Grau,adidas X,Innennaht (NC),Trocken,"Bequem, Grip, Leicht","Herren, Damen",true
One Glove,NXT-ADVANCE-MONSTERK,NXT Advance Mentality Monster Kids,694.22,NXT Advance Mentality Monster Kids,configurable,One Glove,"black, turquoise","Schwarz, Türkis",,Innennaht (NC),Trocken,,,true
reusch,R3170807-501,reusch Keon SG Elite,692.62,reusch Keon SG Elite,configurable,REUSCH,,,,,,,,true
HO Soccer,HO520086,HO SOCCER Eskudo III Roll Gecko,688.84,HO SOCCER Eskudo III Roll Gecko,configurable,HO SOCCER,green,Grün,,Hybrid (Mix),Trocken,,,true
Elite Sport,EL4004390,Elite Sports Amet 4mm Of Es Centrum Tor,687.89,Elite Sport Amethyst,configurable,ELITE SPORT,black,Schwarz,,"Innennaht (NC), Hybrid (Mix)","Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
adidas,ETSFS0407_000,adidas Predator Precision to Blur Match,685.85,adidas Predator Match,configurable,adidas,"black, green","Schwarz, Grün",adidas Predator,Außennaht (RC),,,"Herren, Damen",true
reusch,R5270810-6016,Attrakt Grip Finger Support,684.99,reusch Attrakt Grip Finger Support,configurable,REUSCH,grey,Grau,Reusch Attrakt,Außennaht (RC),,,,true
NIKE,NGS3884-010,Nike Vapor Grip 3 Torwarthandschuh Schw,680.01,Nike Vapor Grip 3,configurable,NIKE,black,Schwarz,NIKE Vapor,Hybrid (Mix),Trocken,"Bequem, Dämpfung","Herren, Damen",true
uhlsport,U1064,Uhlsport Supergrip Bionik+ Torwarthands,679.17,Uhlsport Supergrip Bionik+,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,Außennaht (RC),Trocken,,Herren,true
Puma,P041470-21,PUMA ONE Grip 1 RC Torwarthandschuh Bla,679.03,PUMA ONE Grip 1 RC,configurable,PUMA,"black, blue","Schwarz, Blau",PUMA One,Außennaht (RC),Trocken,"Atmungsaktivität, Bequem, Grip, Schutz",Herren,true
uhlsport,KSU1122-02,uhlsport Supersoft NC Blackout,668.45,uhlsport Supersoft NC #KsEdition,configurable,uhlsport,black,Schwarz,,Innennaht (NC),Trocken,,,true
uhlsport,U1051-02,Uhlsport Aerored Supergrip Handschuh Gr,668.02,Uhlsport Aerored Supergrip,configurable,uhlsport,"red, grey","Rot, Grau",,Außennaht (RC),Trocken,"Grip, Größere Ballkontaktfläche, Halt, Ballkontrolle, Schutz, Supergrip",Herren,true
Elite Sport,EL9933818,ELITE Neo White NC,667.79,ELITE Neo White NC,configurable,ELITE SPORT,white,Weiß,,Innennaht (NC),Trocken,,,true
NIKE,NGS3884-892,Nike Vapor Grip 3 Torwarthandschuh Oran,665.93,Nike Vapor Grip 3,configurable,NIKE,orange,Orange,NIKE Vapor,Hybrid (Mix),Trocken,"Bequem, Dämpfung","Herren, Damen",true
NIKE,NGS3886-644,Nike Mercurial Touch Elite TW-Handschuh,663.49,Nike Mercurial Touch Elite,configurable,NIKE,red,Rot,"NIKE Mercurial, NIKE Mercurial",Innennaht (NC),Trocken,"Grip, Individuelle Passform, Ballkontrolle, Leicht, ACC-Technologie",Herren,true
reusch,R3870238-296,Reusch Prisma Prime S1 FS TW-Handschuh,662.97,Reusch Prisma Prime S1 FS,configurable,REUSCH,"blue, orange","Blau, Orange",Reusch Prisma,"Innennaht (NC), Außennaht (RC)",Trocken,"Bequem, Dämpfung, Grip, Halt, 3D Thumb Crotch, Rolled Thumb, AirVentSystem, Finger Support",Herren,true
reusch,R3370822-409,reusch Argos SG Finger Support,659.95,reusch Argos SG Finger Support,configurable,REUSCH,,,,,,,,true
HO Soccer,HO0520380,HO Soccer Initial Arena NG,658.63,HO Soccer Initial Arena NG Blue Shadow,configurable,HO SOCCER,"black, blue","Schwarz, Blau",,Innennaht (NC),Trocken,,,true
reusch,ETS5072531_6001,Reusch X-Ray 3 SD Torwarthandschuh Kids,658.62,Reusch X-Ray 3 SD Kids,configurable,REUSCH,"black, grey","Schwarz, Grau",,Innennaht (NC),,"Bequem, Grip, Leicht",,true
uhlsport,U1055-02,Uhlsport Aerored AG NC,658.53,Uhlsport Aerored AG NC,configurable,uhlsport,"red, grey","Rot, Grau",,"Innennaht (NC), Hybrid (Mix)",Trocken,"Dämpfung, Grip, Halt, Leicht, Absolutgrip+",Herren,true
uhlsport,U1145,Uhlsport Supersoft Dynamic Impulse TWH,657.84,Uhlsport Supersoft Dynamic Impulse TWH,configurable,uhlsport,"black, orange","Schwarz, Orange",,Außennaht (RC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Ballkontrolle, Haltbarkeit, Energierückgewinnung",Herren,true
HO Soccer,HO510824IT,HO SOCCER First Superlight NC (green),653.3,HO SOCCER First Superlight NC (green),configurable,HO SOCCER,green,Grün,,,,,,true
uhlsport,U0190,Uhlsport Eliminator Soft Graphit SF Sch,652.57,Uhlsport Eliminator Soft Graphit SF,configurable,uhlsport,,,,Außennaht (RC),Kunstrasen / Halle / Bolzplatz,,,true
Puma,P041483-01,PUMA FUTURE Grip 2.2 Torwarthandschuh O,644.09,PUMA FUTURE Grip 2.2,configurable,PUMA,orange,Orange,"PUMA Future, PUMA FUTURE",Hybrid (Mix),Trocken,"Bequem, Dämpfung, Schutz, Rolled Thumb",,true
erima,ETS7221905_951134,Erima Skinator Hybrid,639.79,Erima Skinator Hybrid,configurable,erima,"black, white","Schwarz, Weiß",Erima Skinator,Hybrid (Mix),"Normaler Rasen, Trocken","Atmungsaktivität, Bequem, Grip, Haltbarkeit",Herren,true
NIKE,NPGS265-100,NIKE GK Premier NC Promo,634.66,NIKE GK Premier NC Promo,configurable,NIKE,"white, orange","Weiß, Orange",,Innennaht (NC),Trocken,,,true
uhlsport,U1221-01,Uhlsport Soft Advanced,631.91,Uhlsport Soft Advanced,configurable,uhlsport,"yellow, grey","Gelb, Grau",,Außennaht (RC),,,,true
reusch,R5670975-4126,Reusch Attrakt Gold X NC Gravity Torwar,630.19,Reusch Attrakt Gold X NC Gravitiy,configurable,REUSCH,blue,Blau,Reusch Attrakt,Innennaht (NC),Normaler Rasen,,,true
reusch,R3370870-701,reusch Argos SG,629.99,reusch Argos SG,configurable,REUSCH,,,,,,,,true
Elite Sport,EL9933771,ELITE Neo Red NC,629.78,Elite Neo Red NC,configurable,ELITE SPORT,red,Rot,,Innennaht (NC),Trocken,,,true
Under Armour,UA1279426-731,Under Armour Desafio Premier TW-Handsch,628.68,Under Armour Desafio Premier,configurable,UNDER ARMOUR,"yellow, black","Gelb, Schwarz",Under Armour Desafio,Außennaht (RC),Trocken,,Herren,true
reusch,P000002-REP,reusch re:puls orange (Abbiati SMU),628.4,,,,,,,,,,,true
adidas,ETSGK3509_000,adidas X LGE Superlativ Torwarthandschu,627.89,adidas X LGE Superlativ,configurable,adidas,"yellow, blue","Gelb, Blau",adidas X,Innennaht (NC),,"Bequem, Grip, Leicht",Herren,true
uhlsport,U1124,Uhlsport Radar Control Soft SF Handschu,625.69,Uhlsport Radar Control Soft SF,configurable,uhlsport,"yellow, blue","Gelb, Blau",,Außennaht (RC),Trocken,"Atmungsaktivität, Dämpfung, Grip, Größere Ballkontaktfläche, Ballkontrolle, Haltbarkeit, Elastizität, Supportframe",Herren,true
NIKE,NCK4794-100,Nike Vapor Grip 3 Promo RS 20cm TW-Hand,622.57,Nike Vapor Grip 3 Promo NC 20cm,configurable,NIKE,"black, white","Schwarz, Weiß",NIKE Vapor,Hybrid (Mix),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Haltbarkeit, Leicht, Schweißableitend, Kühlend","Herren, Damen",true
reusch,ETS3772215_484,Reusch Serathor S1 TW-Handschuh Kids Bl,621.6,Reusch Serathor S1 Kids,configurable,REUSCH,"yellow, blue","Gelb, Blau",,,,,,true
uhlsport,U1121-02,Uhlsport Absolutgrip HN Torwarthandschu,616.03,Uhlsport Absolutgrip NC,configurable,uhlsport,white,Weiß,,Innennaht (NC),Trocken,"Dämpfung, Grip, Größere Ballkontaktfläche, Ballkontrolle, Haltbarkeit, Elastizität",Herren,true
reusch,ETS3870815_290,Reusch Prisma SG Torwarthandschuh Orang,615.58,Reusch Prisma SG,configurable,REUSCH,"blue, orange","Blau, Orange",,,,,Herren,true
NIKE,ETSCW3300_010,Nike Phantom Elite 20cm Promo TW-Handsc,613.46,Nike Phantom Elite 20cm Promo,configurable,NIKE,black,Schwarz,NIKE Phantom,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Grip, Ballkontrolle, Haltbarkeit","Herren, Damen",true
reusch,R5070835-7083,Reusch Attrakt SG Extra,611.58,Reusch Attrakt SG Extra,configurable,REUSCH,"black, orange","Schwarz, Orange",,Außennaht (RC),Trocken,,,true
Elite Sport,EL9930831,Elite Armour Hybrid,609.51,Elite Armour Hybrid,configurable,ELITE SPORT,grey,Grau,,Hybrid (Mix),Trocken,,,true
uhlsport,10373888_1011402_01,uhlsport FM Supersoft HN Torwarthandsch,607.7,Uhlsport Fangmaschine Supersoft HN,configurable,uhlsport,white,Weiß,uhlsport Fangmaschine,,"Normaler Rasen, Trocken","Dämpfung, Haltbarkeit, Atmungsaktiv",,true
HO Soccer,HO520022,PREMIER PHENOMENON NEGATIVE COSMIC LIME,607.56,PREMIER PHENOMENON NEGATIVE COSMIC LIME,configurable,HO SOCCER,green,Grün,HO SOCCER Phenomenon,Innennaht (NC),Trocken,,,true
HO Soccer,HO510651,HO SOCCER Sentinel Kontakt Evolution,605.65,HO SOCCER Sentinel Kontakt Evolution,configurable,HO SOCCER,"yellow, blue","Gelb, Blau",,Hybrid (Mix),Trocken,,,true
Elite Sport,EL4004760,Elite Sports Combat N 4mm Torwarthandsc,604.03,Elite Combat N,configurable,ELITE SPORT,"black, khaki","Schwarz, khaki",,Innennaht (NC),"Normaler Rasen, Trocken","Atmungsaktivität, Dämpfung, Grip, Leicht, Atmungsaktiv",,true
reusch,10372206_5670397_1103,Reusch Attrakt Gold X Strapless Torwart,603.65,Reusch Attrakt Gold X Strapless,configurable,REUSCH,white,Weiß,Reusch Attrakt,"Innennaht (NC), Hybrid (Mix)",,,,true
reusch,P000012-REC,reusch Receptor (Audard SMU without Prin,597.48,,,,,,,,,,,true
uhlsport,KSU1131-01,uhlsport Absolutgrip NC,597.05,uhlsport Absolutgrip NC SMU,configurable,uhlsport,black,Schwarz,,Innennaht (NC),Trocken,,,true
reusch,P000012-WAO,reusch Waorani (Audard SMU),590.4,,,,,,,,,,,true
NIKE,NCK4804-644,Nike Vapor Grip 3 RS Promo Torwarthands,589.35,Nike Vapor Grip 3 NC Promo,configurable,NIKE,"red, black","Rot, Schwarz",NIKE Vapor,"Innennaht (NC), Hybrid (Mix)",Trocken,"Atmungsaktivität, Bequem, Dämpfung, Leicht","Herren, Damen",true
Puma,P041653-02,PUMA One Grip 1 RC TW-Handschuh Kids Ge,588.81,PUMA One Grip 1 RC Kids,configurable,PUMA,"yellow, black","Gelb, Schwarz",PUMA One,"Außennaht (RC), Breit",Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit",,true
Puma,P041469-22,PUMA ONE Grip 1 Hybrid Pro Torwarthands,588.14,PUMA ONE Grip 1 Hybrid Pro,configurable,PUMA,"black, green","Schwarz, Grün",PUMA One,Hybrid (Mix),Trocken,"Bequem, Grip, Schutz",Herren,true
NIKE,NPGS262-060,NIKE GK Vapor Grip 3 NC Promo,587.44,NIKE GK Vapor Grip 3 NC Promo,configurable,NIKE,grey,Grau,,Hybrid (Mix),Trocken,,,true
uhlsport,U1155,Uhlsport Soft HN Comp Torwarthandschuh,586.64,Uhlsport Soft NC Competition,configurable,uhlsport,"blue, green","Blau, Grün",,"Innennaht (NC), Außennaht (RC)",Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit",Herren,true
Puma,10351569_042124_01,PUMA FUTURE Match NC Torwarthandschuhe,585.29,PUMA Future Match NC Unleashed,configurable,PUMA,red,Rot,PUMA FUTURE,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Grip, Leicht, Atmungsaktiv",,true
adidas,ETSFS0422_000,adidas X LGE Inflight Torwarthandschuh,581.07,adidas X LGE,configurable,adidas,"white, gold","Weiß, gold",adidas X,Innennaht (NC),Trocken,,"Herren, Damen",true
adidas,ADY2618,adidas Classic Pro Fingertip,577.12,adidas Classic Pro FT,configurable,adidas,"yellow, black","Gelb, Schwarz",adidas Classic,Rollfinger (GC),Trocken,"Bequem, Grip, Ballkontrolle, Haltbarkeit",Herren,true
One Glove,OG1-CONTRA-B-HYL-SL,OG1 Contra Black Hyla SL,575.88,OG1 Contra Black Hyla SL,configurable,One Glove,black,Schwarz,,Hybrid (Mix),,,,true
reusch,R3170807-701,reusch Keon SG Elite,574.22,reusch Keon SG Elite,configurable,REUSCH,,,,,,,,true
uhlsport,10373883_1011397_01,uhlsport FM Absolutgrip Flex Frame Carb,572.03,Fangmaschine Absolutgrip RC Flex Frame Carbon,configurable,uhlsport,black,Schwarz,"uhlsport Fangmaschine, Uhlsport Absolutgrip",Außennaht (RC),"Normaler Rasen, Trocken","Dämpfung, Leicht, Finger Protection, Atmungsaktiv",,true
reusch,R5170320-4010,reusch FUTSAL GRIP,566.0,reusch FUTSAL GRIP,configurable,REUSCH,"white, blue","Weiß, Blau",,,,,,true
reusch,R5070263-2199,Reusch Attrakt Freegel S1 LTD F2199,560.26,reusch Attrakt Freegel S1 LTD,configurable,REUSCH,"yellow, blue","Gelb, Blau",,Innennaht (NC),Trocken,,,true
reusch,ETS3670900_767,Reusch Re:pulse Deluxe G2 OT Handschuh,557.65,Reusch Re:pulse Deluxe G2 OT,configurable,REUSCH,"black, orange","Schwarz, Orange",,,,,Herren,true
KEEPERsport,KS10013-011,KEEPERsport Varan6 PRO NC Torwarthandsc,556.07,KEEPERsport Varan6 PRO NC,configurable,KEEPERsport,black,Schwarz,KEEPERsport Varan,Innennaht (NC),Trocken,"Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Ballkontrolle",Herren,true
reusch,R5170235-3002,Reusch Attrakt Freegel TW-Handschuh F30,555.52,reusch ATTRAKT FREEGEL SILVER (EM),configurable,REUSCH,red,Rot,,,,,,true
NIKE,NCK4874-430,Nike Premier NO SGT RS Promo TW-Handsch,554.98,Nike Premier NO SGT NC Promo,configurable,NIKE,"blue, green","Blau, Grün",,Innennaht (NC),Trocken,"Bequem, Grip, Größere Ballkontaktfläche, Ballkontrolle, Leicht",Herren,true
HO Soccer,HO510748,HO SOCCER One RC,549.4,HO SOCCER One RC,configurable,HO SOCCER,yellow,Gelb,,Außennaht (RC),Trocken,,,true
HO Soccer,HO0520305,HO Soccer Premier Neo RN Torwarthandsch,546.41,HO SOCCER Premier Neo RN Pink Shadow,configurable,HO SOCCER,"black, lightpink","Schwarz, lightpink",,,,,Herren,true
Erreà,TEA3B0Z39030,Erreà Hub 1.7 calcio A5,538.39,Erreà Hub 1.7 calcio A5,configurable,Errea,"white, green","Weiß, Grün",,Innennaht (NC),Kunstrasen / Halle / Bolzplatz,,,true
reusch,R3770975-484,Reusch Serathor Deluxe G2 TW-Handschuh,533.56,Reusch Serathor Deluxe G2,configurable,REUSCH,"yellow, blue","Gelb, Blau",Reusch Serathor,Außennaht (RC),Trocken,,Herren,true
uhlsport,U1308-01,Uhlsport Powerline Supersoft HN TW-Hand,532.7,Uhlsport Powerline Supersoft HN TW-Hand,configurable,uhlsport,"red, black","Rot, Schwarz",,,,,,true
uhlsport,U1116,Uhlsport Radar Control Supergrip TW-Han,530.12,Uhlsport Radar Control Supergrip,configurable,uhlsport,"yellow, blue","Gelb, Blau",,Außennaht (RC),Trocken,"Dämpfung, Größere Ballkontaktfläche, Ballkontrolle, Haltbarkeit, Elastizität, Supergrip",Herren,true
reusch,R3970193-7040,Reusch Pure Contact X Ray G3,529.08,Reusch Pure Contact X Ray G3,configurable,REUSCH,"yellow, black","Gelb, Schwarz",,Innennaht (NC),Trocken,,,true
reusch,P000031-REB,reusch re:ceptor blue (Gabriel SMU),528.78,,,,,,,,,,,true
HO Soccer,HO510740,HO SOCCER Eskudo Hybrid Roll-Negative,526.93,HO SOCCER Eskudo Hybrid Roll-Negative,configurable,HO SOCCER,"black, green","Schwarz, Grün",,Hybrid (Mix),Trocken,,,true
HO Soccer,HO510755,HO SOCCER Clone Supremo II NC,525.12,HO SOCCER Clone Supremo II NC,configurable,HO SOCCER,green,Grün,HO SOCCER Supremo,Innennaht (NC),Trocken,,,true
uhlsport,ETS1011008_01,Uhlsport Eliminator Unltd Absolutgrip FS,523.23,Uhlsport Eliminator Unltd Absolutgrip FS Lite,configurable,uhlsport,"yellow, white","Gelb, Weiß",,Rollfinger (GC),,,Herren,true
HO Soccer,HO511254IT,HO SOCCER First Seba Frey Edition,520.29,HO SOCCER First Seba Frey Edition,configurable,HO SOCCER,"white, violet","Weiß, Violett",,,,,,true
uhlsport,ETS1011006_01,Uhlsport Eliminator Unlimited SG HN Han,511.17,uhlsport Eliminator Unlimited SG NC,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,Innennaht (NC),,,Herren,true
adidas,ADY2615,adidas Predator Torwarthandschuh Blau,511.1,adidas Predator,configurable,adidas,"black, blue","Schwarz, Blau",adidas Predator,Außennaht (RC),Trocken,"Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Halt, Haltbarkeit, fingersave",Herren,true
NIKE,NGS3377-490,Nike Mercurial Touch Elite Torwarthands,509.79,Nike Mercurial Touch Elite,configurable,NIKE,blue,Blau,,Innennaht (NC),Trocken,"Bequem, Grip, Größere Ballkontaktfläche, Ballkontrolle",Herren,true
JAKO,ETS2553_024,JAKO TW-Handschuh Prestige SuperSoft NC,508.29,JAKO Prestige SuperSoft NC,configurable,Jako,"white, turquoise","Weiß, Türkis",,,,"Atmungsaktivität, Bequem, Dämpfung, Grip, Halt, Schutz","Herren, Damen",true
adidas,AFH7298,adidas Classic Pro FT TW-Handschuh Weis,506.19,adidas Classic Pro FT,configurable,adidas,white,Weiß,adidas Classic,Rollfinger (GC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit, fingertip","Herren, Damen",true
HO Soccer,HO510675,HO SOCCER SSG Supremo NC,505.37,HO SOCCER SSG Supremo Negative Green,configurable,HO SOCCER,,,,Innennaht (NC),Trocken,,,true
uhlsport,U1142,Uhlsport Dyn. Impulse Absolutgrip FS TW,503.59,Uhlsport Dyn. Impulse Absolutgrip FS,configurable,uhlsport,"yellow, orange","Gelb, Orange",,"Außennaht (RC), Rollfinger (GC)",Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit, Elastizität",Herren,true
NIKE,ETSCQ7799_100,Nike Match Shadow Torwarthandschuhe Wei,502.07,Nike Match Shadow,configurable,NIKE,"black, white","Schwarz, Weiß",,"Innennaht (NC), Außennaht (RC)",,"Atmungsaktivität, Bequem, Dämpfung, Grip, Ballkontrolle, Haltbarkeit","Herren, Damen",true
KEEPERsport,KS10009-011,KEEPERsport Varan6 PRO GC Torwarthandsc,492.59,KEEPERsport Varan6 PRO GC,configurable,KEEPERsport,"white, blue","Weiß, Blau",KEEPERsport Varan,Rollfinger (GC),Trocken,"Atmungsaktivität, Bequem, Dämpfung, Schutz",Herren,true
uhlsport,U1077,Uhlsport Soft Resist SF Torwarthandschu,490.48,Uhlsport Soft Resist SF,configurable,uhlsport,"black, orange","Schwarz, Orange",,Außennaht (RC),Kunstrasen / Halle / Bolzplatz,,Herren,true
NIKE,NPGS262-100,NIKE GK Vapor Grip 3 NC Promo,486.64,NIKE GK Vapor Grip 3 NC Promo,configurable,NIKE,"white, orange","Weiß, Orange",NIKE Vapor,Hybrid (Mix),Trocken,,,true
reusch,P000003-REO,reusch re:load orange (Sirigu SMU),471.94,,,,,,,,,,,true
uhlsport,10373885_1011400_01,uhlsport FM Supersoft HN Flex Frame Tor,471.22,Fangmaschine Supersoft HN Flex Frame,configurable,uhlsport,black,Schwarz,uhlsport Fangmaschine,Innennaht (NC),"Normaler Rasen, Trocken","Dämpfung, Finger Protection, Atmungsaktiv",,true
adidas,AFH7301,adidas Classic Pro TW-Handschuh Weiss S,470.3,adidas Classic Pro,configurable,adidas,white,Weiß,adidas Classic,Innennaht (NC),Trocken,"Atmungsaktivität, Bequem, Grip, Haltbarkeit","Herren, Damen",true
Puma,P041649-02,PUMA One Grip 1 Hybrid Pro TW-Handschuh,467.55,PUMA One Grip 1 Hybrid Pro,configurable,PUMA,"yellow, black","Gelb, Schwarz",PUMA One,"Innennaht (NC), Hybrid (Mix)",Trocken,"Atmungsaktivität, Bequem, Dämpfung, Grip, Größere Ballkontaktfläche, Individuelle Passform, Haltbarkeit",,true
HO Soccer,HO510816,HO SOCCER Clone Phenomenon NC (green),466.52,HO SOCCER Clone Phenomenon NC (green),configurable,HO SOCCER,green,Grün,,,,,,true
Erreà,TFA2I1Z07720,Erreà Zero the icon junior giallo,465.53,Erreà Zero The Icon giallo JUNIOR,configurable,Errea,"yellow, black","Gelb, Schwarz",,,,,,true
adidas,ETSFS0410_000,adidas Predator Pro Inflight Hybrid TW-,465.48,adidas Predator Pro Inflight Hybrid,configurable,adidas,"black, gold","Schwarz, gold",adidas Predator,Hybrid (Mix),Trocken,,"Herren, Damen",true
adidas,10383927_KA7795,adidas Pred Gl Pro Hyb Torwarthandschuh,462.98,Adidas Predator Hybrid Ice Cold Precision,configurable,adidas,blue,Blau,adidas Predator,Hybrid (Mix),,,,true
reusch,R3570900-770,reusch Re:ceptor Deluxe G2 Ortho-Tec,462.74,reusch Re.ceptor Prime D1,configurable,REUSCH,,,,,,,,true
reusch,P000012-KEY,reusch Keon yellow (Audard SMU),462.37,reusch Keon yellow Audard SMU,configurable,REUSCH,,,,Innennaht (NC),,,,true
adidas,10383932_JY6305,adidas Pred Gl Pro St Torwarthandschuhe,459.55,Adidas Predator Pro Strap Ice Cold Precision,configurable,adidas,blue,Blau,adidas Predator,Innennaht (NC),,,,true
NIKE,NPGS265-696,NIKE GK Premier NC Promo,458.44,NIKE GK Premier NC Promo,configurable,NIKE,red,Rot,,Innennaht (NC),Trocken,,,true
uhlsport,ETS1000170_01,Uhlsport Eliminator Supersoft Handschuh,457.36,uhlsport Eliminator Supersoft,configurable,uhlsport,"black, blue","Schwarz, Blau",,Außennaht (RC),,,Herren,true
Puma,P041625-01,PUMA FUTURE Grip 19.2 TW-Handschuh Grau,456.21,PUMA FUTURE Grip 19.2,configurable,PUMA,"red, grey","Rot, Grau","PUMA Future, PUMA FUTURE",Hybrid (Mix),Trocken,"Bequem, Grip, Individuelle Passform, Ballkontrolle, Leicht",,true
reusch,R000041-REP,reusch re:pulse (Perquis SMU),453.01,,,,,,,,,,,true
reusch,ETS3770956_494,Reusch Serathor Pro G2 Negative Cut Han,452.8,,,,,,,,,,,true
reusch,R3970089-583,reusch Fit Control Pro G3 Duo Evolution,451.59,reusch Fit Control Pro G3 Duo Evolution,configurable,REUSCH,yellow,Gelb,reusch Fit Control,Hybrid (Mix),Trocken,,,true
HO Soccer,HO510643,HO Soccer Ikarus Roll/Gecko Megagrip Pi,450.73,Nike Free Run+ 3 Running Wmns,configurable,HO SOCCER,pink,Pink,HO Soccer Ikarus,Hybrid (Mix),Trocken,,,true
NIKE,NGS3884-492,Nike Vapor Grip 3 Torwarthandschuh Blau,449.86,Nike Vapor Grip 3,configurable,NIKE,blue,Blau,NIKE Vapor,Hybrid (Mix),Trocken,"Bequem, Dämpfung","Herren, Damen",true
Sells Goalkeeper,SGP1412,Sells Wrap Elite GC Competition,446.0,Sells Wrap Elite GC Competition,configurable,SELLS,"black, white","Schwarz, Weiß",Sells Wrap,Rollfinger (GC),"Trocken, Nässe / Regen",,,true
HO Soccer,HO510844,HO SOCCER One NC Robust (orange),444.71,HO SOCCER One NC Robust (orange),configurable,HO SOCCER,orange,Orange,HO Soccer One,,,,,true
KEEPERsport,KSP10050,KEEPERsport Varan8 Champ NC Promo,443.32,,,,,,,,,,,true
uhlsport,U1120,Uhlsport Radar Control Absolutgrip FS F,435.88,Uhlsport Radar Control Absolutgrip FS,configurable,uhlsport,"yellow, blue","Gelb, Blau",,Hybrid (Mix),Trocken,"Dämpfung, Grip, Größere Ballkontaktfläche, Ballkontrolle, Haltbarkeit, Elastizität",Herren,true
