Marke_Code,Marke,ParentSKU,ProductName,Resolution_hint,Extracted_ID,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2,quarters_json
136,uhlsport,10192603_1011232_001,uhlsport Hyperact Supergrip+ HN TW-Hand,11ts_direct,10192603,2566,161595.07,2257,142242.58,304,19077.84,1,57.08,4,217.57,0,0.0,119,9864.54,116,9198.3,1302,78311.51,720,44868.23,210,13228.52,88,5436.77,6,412.55,0,0.0,0,0.0,1,57.08,0,0.0,0,0.0,2,108.76,1,47.19,0,0.0,1,61.62,0,0.0,0,0.0,"{""2022-Q1"":{""u"":119,""r"":9864.54},""2022-Q2"":{""u"":116,""r"":9198.3},""2022-Q3"":{""u"":1302,""r"":78311.51},""2022-Q4"":{""u"":720,""r"":44868.23},""2023-Q1"":{""u"":210,""r"":13228.52},""2023-Q2"":{""u"":88,""r"":5436.77},""2023-Q3"":{""u"":6,""r"":412.55},""2024-Q2"":{""u"":1,""r"":57.08},""2025-Q1"":{""u"":2,""r"":108.76},""2025-Q2"":{""u"":1,""r"":47.19},""2025-Q4"":{""u"":1,""r"":61.62}}"
122,KEEPERsport,KS10011-091,KEEPERsport Varan6 Challenge NC TW-Hand,dash_pattern,KS10011-091,4317,130859.79,802,25786.1,2306,69413.96,1043,30476.78,151,4749.42,15,433.53,0,0.0,0,0.0,0,0.0,802,25786.1,604,20257.22,404,12068.19,853,24146.44,445,12942.11,310,8721.87,134,3999.27,447,12968.15,152,4787.49,43,1346.47,23,761.82,57,1809.66,28,831.47,14,408.98,1,24.55,"{""2022-Q4"":{""u"":802,""r"":25786.1},""2023-Q1"":{""u"":604,""r"":20257.22},""2023-Q2"":{""u"":404,""r"":12068.19},""2023-Q3"":{""u"":853,""r"":24146.44},""2023-Q4"":{""u"":445,""r"":12942.11},""2024-Q1"":{""u"":310,""r"":8721.87},""2024-Q2"":{""u"":134,""r"":3999.27},""2024-Q3"":{""u"":447,""r"":12968.15},""2024-Q4"":{""u"":152,""r"":4787.49},""2025-Q1"":{""u"":43,""r"":1346.47},""2025-Q2"":{""u"":23,""r"":761.82},""2025-Q3"":{""u"":57,""r"":1809.66},""2025-Q4"":{""u"":28,""r"":831.47},""2026-Q1"":{""u"":14,""r"":408.98},""2026-Q2"":{""u"":1,""r"":24.55}}"
115,adidas,10276773_IQ4033_000,adidas Predator Pro TW-Handschuhe Night,11ts_direct,10276773,1970,128797.84,0,0.0,0,0.0,1587,106046.11,382,22690.64,1,61.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,3582.67,327,21556.93,721,48848.2,499,32058.31,223,14219.09,143,7676.0,15,734.26,1,61.29,1,61.09,0,0.0,"{""2024-Q1"":{""u"":40,""r"":3582.67},""2024-Q2"":{""u"":327,""r"":21556.93},""2024-Q3"":{""u"":721,""r"":48848.2},""2024-Q4"":{""u"":499,""r"":32058.31},""2025-Q1"":{""u"":223,""r"":14219.09},""2025-Q2"":{""u"":143,""r"":7676.0},""2025-Q3"":{""u"":15,""r"":734.26},""2025-Q4"":{""u"":1,""r"":61.29},""2026-Q1"":{""u"":1,""r"":61.09}}"
122,KEEPERsport,KS10029-091,KEEPERsport Varan7 Champ NC Whiteout TW,dash_pattern,KS10029-091,3275,121849.15,0,0.0,391,16963.78,1528,59714.64,1342,44614.45,14,556.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,873.88,153,7040.54,214,9049.36,160,7635.05,123,6129.08,704,26861.51,541,19089.0,505,17357.23,507,15940.47,306,10357.98,24,958.77,10,403.08,4,153.2,"{""2023-Q2"":{""u"":24,""r"":873.88},""2023-Q3"":{""u"":153,""r"":7040.54},""2023-Q4"":{""u"":214,""r"":9049.36},""2024-Q1"":{""u"":160,""r"":7635.05},""2024-Q2"":{""u"":123,""r"":6129.08},""2024-Q3"":{""u"":704,""r"":26861.51},""2024-Q4"":{""u"":541,""r"":19089.0},""2025-Q1"":{""u"":505,""r"":17357.23},""2025-Q2"":{""u"":507,""r"":15940.47},""2025-Q3"":{""u"":306,""r"":10357.98},""2025-Q4"":{""u"":24,""r"":958.77},""2026-Q1"":{""u"":10,""r"":403.08},""2026-Q2"":{""u"":4,""r"":153.2}}"
115,adidas,10348240_JZ3200_JZ3200,adidas Predator Hybrid Torwarthandschuh,11ts_direct,10348240,1656,119711.29,0,0.0,0,0.0,0,0.0,1239,95454.77,417,24256.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,719,62290.37,520,33164.4,375,21953.5,42,2303.02,"{""2025-Q3"":{""u"":719,""r"":62290.37},""2025-Q4"":{""u"":520,""r"":33164.4},""2026-Q1"":{""u"":375,""r"":21953.5},""2026-Q2"":{""u"":42,""r"":2303.02}}"
122,KEEPERsport,KS10021-901,KEEPERsport Varan7 Champ NC Blackout TW,dash_pattern,KS10021-901,2559,119440.18,321,15183.62,2228,103901.22,5,196.66,5,158.68,0,0.0,0,0.0,0,0.0,0,0.0,321,15183.62,500,27280.6,655,29128.14,991,43884.88,82,3607.6,1,39.01,4,157.65,0,0.0,0,0.0,0,0.0,5,158.68,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":321,""r"":15183.62},""2023-Q1"":{""u"":500,""r"":27280.6},""2023-Q2"":{""u"":655,""r"":29128.14},""2023-Q3"":{""u"":991,""r"":43884.88},""2023-Q4"":{""u"":82,""r"":3607.6},""2024-Q1"":{""u"":1,""r"":39.01},""2024-Q2"":{""u"":4,""r"":157.65},""2025-Q2"":{""u"":5,""r"":158.68}}"
136,uhlsport,10292791_1011330_001,uhlsport Prediction Supergrip+ HN TW-Ha,11ts_direct,10292791,1706,118994.69,0,0.0,0,0.0,162,14786.34,1533,103526.71,11,681.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,428.57,75,7427.86,83,6929.91,114,9868.19,225,15847.01,747,50027.62,447,27783.89,11,681.64,0,0.0,"{""2024-Q2"":{""u"":4,""r"":428.57},""2024-Q3"":{""u"":75,""r"":7427.86},""2024-Q4"":{""u"":83,""r"":6929.91},""2025-Q1"":{""u"":114,""r"":9868.19},""2025-Q2"":{""u"":225,""r"":15847.01},""2025-Q3"":{""u"":747,""r"":50027.62},""2025-Q4"":{""u"":447,""r"":27783.89},""2026-Q1"":{""u"":11,""r"":681.64}}"
122,KEEPERsport,KS10030-804,KEEPERsport Torwarthandschuhe Weiß,dash_pattern,KS10030-804,2225,115077.36,0,0.0,0,0.0,729,36198.5,1476,77663.53,20,1215.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,2139.36,371,19377.06,296,14682.08,249,13233.13,424,22023.07,693,36921.97,110,5485.36,20,1215.33,0,0.0,"{""2024-Q2"":{""u"":62,""r"":2139.36},""2024-Q3"":{""u"":371,""r"":19377.06},""2024-Q4"":{""u"":296,""r"":14682.08},""2025-Q1"":{""u"":249,""r"":13233.13},""2025-Q2"":{""u"":424,""r"":22023.07},""2025-Q3"":{""u"":693,""r"":36921.97},""2025-Q4"":{""u"":110,""r"":5485.36},""2026-Q1"":{""u"":20,""r"":1215.33}}"
122,KEEPERsport,KS10050-804,KEEPERsport Varan8 Champ Torwarthandsch,dash_pattern,KS10050-804,2859,112393.64,0,0.0,0,0.0,842,27709.57,1959,82208.76,58,2475.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,131,2717.35,479,16125.26,232,8866.96,324,13998.36,462,19080.76,774,33977.15,399,15152.49,57,2438.12,1,37.19,"{""2024-Q2"":{""u"":131,""r"":2717.35},""2024-Q3"":{""u"":479,""r"":16125.26},""2024-Q4"":{""u"":232,""r"":8866.96},""2025-Q1"":{""u"":324,""r"":13998.36},""2025-Q2"":{""u"":462,""r"":19080.76},""2025-Q3"":{""u"":774,""r"":33977.15},""2025-Q4"":{""u"":399,""r"":15152.49},""2026-Q1"":{""u"":57,""r"":2438.12},""2026-Q2"":{""u"":1,""r"":37.19}}"
115,adidas,10246699_HN3347_000,adidas Predator Pro Torwarthandschuhe N,11ts_direct,10246699,1614,112265.97,0,0.0,1221,88481.99,390,23705.03,3,78.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,121,11305.36,142,10574.24,504,35435.93,454,31166.46,268,16741.57,87,4926.71,34,1976.47,1,60.28,1,20.17,2,58.78,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q1"":{""u"":121,""r"":11305.36},""2023-Q2"":{""u"":142,""r"":10574.24},""2023-Q3"":{""u"":504,""r"":35435.93},""2023-Q4"":{""u"":454,""r"":31166.46},""2024-Q1"":{""u"":268,""r"":16741.57},""2024-Q2"":{""u"":87,""r"":4926.71},""2024-Q3"":{""u"":34,""r"":1976.47},""2024-Q4"":{""u"":1,""r"":60.28},""2025-Q1"":{""u"":1,""r"":20.17},""2025-Q2"":{""u"":2,""r"":58.78}}"
122,KEEPERsport,KS10021-701,KEEPERsport Varan7 Champ NC TW-Handschu,dash_pattern,KS10021-701,2897,111435.74,0,0.0,628,24511.99,2067,79001.47,202,7922.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,181,7407.14,447,17104.85,366,14389.15,214,9540.88,919,35310.02,568,19761.42,131,5206.17,25,1000.01,40,1498.54,6,217.56,0,0.0,0,0.0,"{""2023-Q3"":{""u"":181,""r"":7407.14},""2023-Q4"":{""u"":447,""r"":17104.85},""2024-Q1"":{""u"":366,""r"":14389.15},""2024-Q2"":{""u"":214,""r"":9540.88},""2024-Q3"":{""u"":919,""r"":35310.02},""2024-Q4"":{""u"":568,""r"":19761.42},""2025-Q1"":{""u"":131,""r"":5206.17},""2025-Q2"":{""u"":25,""r"":1000.01},""2025-Q3"":{""u"":40,""r"":1498.54},""2025-Q4"":{""u"":6,""r"":217.56}}"
122,KEEPERsport,KS10022-416,KEEPERsport Varan7 Champ NC Aqua TW-Han,dash_pattern,KS10022-416,2858,110957.49,0,0.0,1494,59485.27,1312,49333.76,45,1849.55,7,288.91,0,0.0,0,0.0,0,0.0,0,0.0,183,7200.09,362,15184.82,404,16716.61,545,20383.75,371,13992.4,256,10060.56,607,22259.33,78,3021.47,10,412.53,8,368.82,13,472.7,14,595.5,7,288.91,0,0.0,"{""2023-Q1"":{""u"":183,""r"":7200.09},""2023-Q2"":{""u"":362,""r"":15184.82},""2023-Q3"":{""u"":404,""r"":16716.61},""2023-Q4"":{""u"":545,""r"":20383.75},""2024-Q1"":{""u"":371,""r"":13992.4},""2024-Q2"":{""u"":256,""r"":10060.56},""2024-Q3"":{""u"":607,""r"":22259.33},""2024-Q4"":{""u"":78,""r"":3021.47},""2025-Q1"":{""u"":10,""r"":412.53},""2025-Q2"":{""u"":8,""r"":368.82},""2025-Q3"":{""u"":13,""r"":472.7},""2025-Q4"":{""u"":14,""r"":595.5},""2026-Q1"":{""u"":7,""r"":288.91}}"
122,KEEPERsport,KS10028-407,KEEPERsport Varan7 Challenge NC TW-Hand,dash_pattern,KS10028-407,6471,109994.76,1220,23733.7,2314,44505.64,2330,34056.07,602,7631.41,5,67.94,0,0.0,0,0.0,840,16106.91,380,7626.79,355,7850.5,331,7322.43,815,14565.56,813,14767.15,538,8811.05,302,5463.83,949,12540.48,541,7240.71,167,2415.35,224,2641.27,154,1876.5,57,698.29,5,67.94,0,0.0,"{""2022-Q3"":{""u"":840,""r"":16106.91},""2022-Q4"":{""u"":380,""r"":7626.79},""2023-Q1"":{""u"":355,""r"":7850.5},""2023-Q2"":{""u"":331,""r"":7322.43},""2023-Q3"":{""u"":815,""r"":14565.56},""2023-Q4"":{""u"":813,""r"":14767.15},""2024-Q1"":{""u"":538,""r"":8811.05},""2024-Q2"":{""u"":302,""r"":5463.83},""2024-Q3"":{""u"":949,""r"":12540.48},""2024-Q4"":{""u"":541,""r"":7240.71},""2025-Q1"":{""u"":167,""r"":2415.35},""2025-Q2"":{""u"":224,""r"":2641.27},""2025-Q3"":{""u"":154,""r"":1876.5},""2025-Q4"":{""u"":57,""r"":698.29},""2026-Q1"":{""u"":5,""r"":67.94}}"
122,KEEPERsport,KS10021-010,KEEPERsport Varan7 Champ NC TW-Handschu,dash_pattern,KS10021-010,2618,105231.95,1507,60572.74,943,37882.73,101,4306.16,59,2206.3,8,264.02,162,5886.86,179,6087.21,526,23207.89,640,25390.78,215,9936.15,312,11918.38,312,11860.13,104,4168.07,29,1255.79,15,609.68,32,1362.49,25,1078.2,32,1206.07,5,173.79,6,223.11,16,603.33,7,236.15,1,27.87,"{""2022-Q1"":{""u"":162,""r"":5886.86},""2022-Q2"":{""u"":179,""r"":6087.21},""2022-Q3"":{""u"":526,""r"":23207.89},""2022-Q4"":{""u"":640,""r"":25390.78},""2023-Q1"":{""u"":215,""r"":9936.15},""2023-Q2"":{""u"":312,""r"":11918.38},""2023-Q3"":{""u"":312,""r"":11860.13},""2023-Q4"":{""u"":104,""r"":4168.07},""2024-Q1"":{""u"":29,""r"":1255.79},""2024-Q2"":{""u"":15,""r"":609.68},""2024-Q3"":{""u"":32,""r"":1362.49},""2024-Q4"":{""u"":25,""r"":1078.2},""2025-Q1"":{""u"":32,""r"":1206.07},""2025-Q2"":{""u"":5,""r"":173.79},""2025-Q3"":{""u"":6,""r"":223.11},""2025-Q4"":{""u"":16,""r"":603.33},""2026-Q1"":{""u"":7,""r"":236.15},""2026-Q2"":{""u"":1,""r"":27.87}}"
122,KEEPERsport,KS10021-066,KEEPERsport Varan7 Champ NC TW-Handschu,dash_pattern,KS10021-066,2513,104711.72,343,13295.49,1958,82602.74,209,8700.42,3,113.07,0,0.0,0,0.0,0,0.0,0,0.0,343,13295.49,504,20697.23,409,17438.57,750,32101.48,295,12365.46,157,6509.96,33,1399.93,16,698.01,3,92.52,0,0.0,3,113.07,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":343,""r"":13295.49},""2023-Q1"":{""u"":504,""r"":20697.23},""2023-Q2"":{""u"":409,""r"":17438.57},""2023-Q3"":{""u"":750,""r"":32101.48},""2023-Q4"":{""u"":295,""r"":12365.46},""2024-Q1"":{""u"":157,""r"":6509.96},""2024-Q2"":{""u"":33,""r"":1399.93},""2024-Q3"":{""u"":16,""r"":698.01},""2024-Q4"":{""u"":3,""r"":92.52},""2025-Q2"":{""u"":3,""r"":113.07}}"
122,KEEPERsport,KS10020-701,KEEPERsport Varan7 Hero NC TW-Handschuh,dash_pattern,KS10020-701,2053,103224.67,0,0.0,691,38250.36,1132,53792.62,228,11080.93,2,100.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,261,16558.34,430,21692.02,188,9912.22,111,5398.35,417,21010.14,416,17471.91,170,8160.25,36,1692.55,19,1085.62,3,142.51,2,100.76,0,0.0,"{""2023-Q3"":{""u"":261,""r"":16558.34},""2023-Q4"":{""u"":430,""r"":21692.02},""2024-Q1"":{""u"":188,""r"":9912.22},""2024-Q2"":{""u"":111,""r"":5398.35},""2024-Q3"":{""u"":417,""r"":21010.14},""2024-Q4"":{""u"":416,""r"":17471.91},""2025-Q1"":{""u"":170,""r"":8160.25},""2025-Q2"":{""u"":36,""r"":1692.55},""2025-Q3"":{""u"":19,""r"":1085.62},""2025-Q4"":{""u"":3,""r"":142.51},""2026-Q1"":{""u"":2,""r"":100.76}}"
115,adidas,10229159_HF9726_000,adidas Predator Pro NC Shadowportal TW-,11ts_direct,10229159,1444,99950.83,1001,70238.29,443,29712.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,155,13077.54,846,57160.75,242,17635.57,197,11861.58,4,215.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":155,""r"":13077.54},""2022-Q4"":{""u"":846,""r"":57160.75},""2023-Q1"":{""u"":242,""r"":17635.57},""2023-Q2"":{""u"":197,""r"":11861.58},""2023-Q3"":{""u"":4,""r"":215.39}}"
122,KEEPERsport,KS10021-001,KEEPERsport Varan7 Champ NC Whiteout TW,dash_pattern,KS10021-001,2171,98398.32,2040,92429.75,113,5317.57,18,651.0,0,0.0,0,0.0,333,16440.2,366,17894.35,1154,49898.74,187,8196.46,38,1864.9,29,1318.85,34,1619.99,12,513.83,3,110.62,5,184.98,8,299.66,2,55.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":333,""r"":16440.2},""2022-Q2"":{""u"":366,""r"":17894.35},""2022-Q3"":{""u"":1154,""r"":49898.74},""2022-Q4"":{""u"":187,""r"":8196.46},""2023-Q1"":{""u"":38,""r"":1864.9},""2023-Q2"":{""u"":29,""r"":1318.85},""2023-Q3"":{""u"":34,""r"":1619.99},""2023-Q4"":{""u"":12,""r"":513.83},""2024-Q1"":{""u"":3,""r"":110.62},""2024-Q2"":{""u"":5,""r"":184.98},""2024-Q3"":{""u"":8,""r"":299.66},""2024-Q4"":{""u"":2,""r"":55.74}}"
122,KEEPERsport,KS10025-010,KEEPERsport Varan7 Pro NC TW-Handschuhe,dash_pattern,KS10025-010,2424,92302.37,2165,82060.62,253,10054.28,6,187.47,0,0.0,0,0.0,204,7622.97,400,14821.39,1269,48353.03,292,11263.23,128,5399.17,45,1824.85,64,2279.57,16,550.69,0,0.0,3,99.87,3,87.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":204,""r"":7622.97},""2022-Q2"":{""u"":400,""r"":14821.39},""2022-Q3"":{""u"":1269,""r"":48353.03},""2022-Q4"":{""u"":292,""r"":11263.23},""2023-Q1"":{""u"":128,""r"":5399.17},""2023-Q2"":{""u"":45,""r"":1824.85},""2023-Q3"":{""u"":64,""r"":2279.57},""2023-Q4"":{""u"":16,""r"":550.69},""2024-Q2"":{""u"":3,""r"":99.87},""2024-Q3"":{""u"":3,""r"":87.6}}"
115,adidas,10263653_IP9174_000,adidas Predator Pro Hybrid Nightstrike,11ts_direct,10263653,1285,92195.45,0,0.0,897,67023.27,384,24918.72,4,253.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,333,27110.45,564,39912.82,333,21476.42,36,2254.03,12,980.56,3,207.71,1,69.7,3,183.76,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q3"":{""u"":333,""r"":27110.45},""2023-Q4"":{""u"":564,""r"":39912.82},""2024-Q1"":{""u"":333,""r"":21476.42},""2024-Q2"":{""u"":36,""r"":2254.03},""2024-Q3"":{""u"":12,""r"":980.56},""2024-Q4"":{""u"":3,""r"":207.71},""2025-Q1"":{""u"":1,""r"":69.7},""2025-Q2"":{""u"":3,""r"":183.76}}"
122,KEEPERsport,KS10029-909,KEEPERsport Varan7 Champ NC Blackout TW,dash_pattern,KS10029-909,1983,89731.01,0,0.0,917,44159.72,1053,45055.38,10,408.7,3,107.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,1069.11,302,17272.62,595,25817.99,223,10341.84,147,7234.5,502,20265.3,181,7213.74,8,331.15,3,116.1,-1,-38.55,0,0.0,3,107.21,0,0.0,"{""2023-Q2"":{""u"":20,""r"":1069.11},""2023-Q3"":{""u"":302,""r"":17272.62},""2023-Q4"":{""u"":595,""r"":25817.99},""2024-Q1"":{""u"":223,""r"":10341.84},""2024-Q2"":{""u"":147,""r"":7234.5},""2024-Q3"":{""u"":502,""r"":20265.3},""2024-Q4"":{""u"":181,""r"":7213.74},""2025-Q1"":{""u"":8,""r"":331.15},""2025-Q2"":{""u"":3,""r"":116.1},""2025-Q3"":{""u"":-1,""r"":-38.55},""2026-Q1"":{""u"":3,""r"":107.21}}"
122,KEEPERsport,KS10025-901,KEEPERsport Varan7 Pro NC Blackout TW-H,dash_pattern,KS10025-901,2577,87608.71,26,1127.78,2011,70065.14,538,16370.7,2,45.09,0,0.0,0,0.0,0,0.0,0,0.0,26,1127.78,251,10998.19,354,12901.28,846,27635.92,560,18529.75,155,5377.45,306,8601.28,61,1861.35,16,530.62,1,24.64,1,20.45,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":26,""r"":1127.78},""2023-Q1"":{""u"":251,""r"":10998.19},""2023-Q2"":{""u"":354,""r"":12901.28},""2023-Q3"":{""u"":846,""r"":27635.92},""2023-Q4"":{""u"":560,""r"":18529.75},""2024-Q1"":{""u"":155,""r"":5377.45},""2024-Q2"":{""u"":306,""r"":8601.28},""2024-Q3"":{""u"":61,""r"":1861.35},""2024-Q4"":{""u"":16,""r"":530.62},""2025-Q1"":{""u"":1,""r"":24.64},""2025-Q2"":{""u"":1,""r"":20.45}}"
115,adidas,10251696_IJ1870_000,adidas Predator Pro Torwarthandschuhe P,11ts_direct,10251696,1324,87527.01,0,0.0,713,50815.69,609,36630.36,2,80.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,65,5872.25,103,7913.83,338,22911.16,207,14118.45,272,17115.12,233,13235.86,98,5878.46,6,400.92,0,0.0,4,176.71,-2,-95.75,0,0.0,0,0.0,0,0.0,"{""2023-Q1"":{""u"":65,""r"":5872.25},""2023-Q2"":{""u"":103,""r"":7913.83},""2023-Q3"":{""u"":338,""r"":22911.16},""2023-Q4"":{""u"":207,""r"":14118.45},""2024-Q1"":{""u"":272,""r"":17115.12},""2024-Q2"":{""u"":233,""r"":13235.86},""2024-Q3"":{""u"":98,""r"":5878.46},""2024-Q4"":{""u"":6,""r"":400.92},""2025-Q2"":{""u"":4,""r"":176.71},""2025-Q3"":{""u"":-2,""r"":-95.75}}"
115,adidas,10228598_HC0616_000,adidas Predator Pro HC Game Data TW-Han,11ts_direct,10228598,1146,82024.02,1080,77499.23,63,4366.44,0,0.0,3,158.35,0,0.0,0,0.0,0,0.0,528,40775.34,552,36723.89,43,3178.85,17,1019.05,1,60.87,2,107.67,0,0.0,0,0.0,0,0.0,0,0.0,1,58.78,2,99.57,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":528,""r"":40775.34},""2022-Q4"":{""u"":552,""r"":36723.89},""2023-Q1"":{""u"":43,""r"":3178.85},""2023-Q2"":{""u"":17,""r"":1019.05},""2023-Q3"":{""u"":1,""r"":60.87},""2023-Q4"":{""u"":2,""r"":107.67},""2025-Q1"":{""u"":1,""r"":58.78},""2025-Q2"":{""u"":2,""r"":99.57}}"
115,adidas,10261836_IA0856_000,adidas Predator Pro Hybrid Torwarthands,11ts_direct,10261836,1102,79644.94,0,0.0,828,62907.03,272,16616.04,2,121.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,287.54,385,31316.92,440,31302.57,237,14607.48,34,1944.05,0,0.0,1,64.51,2,121.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q2"":{""u"":3,""r"":287.54},""2023-Q3"":{""u"":385,""r"":31316.92},""2023-Q4"":{""u"":440,""r"":31302.57},""2024-Q1"":{""u"":237,""r"":14607.48},""2024-Q2"":{""u"":34,""r"":1944.05},""2024-Q4"":{""u"":1,""r"":64.51},""2025-Q1"":{""u"":2,""r"":121.87}}"
122,KEEPERsport,KS10027-908,KEEPERsport Varan7 Premier Resist NC,dash_pattern,KS10027-908,3282,79293.08,0,0.0,697,22731.03,1606,38959.41,833,15274.74,146,2327.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,1954.21,256,8365.64,392,12411.18,305,8739.05,115,4085.75,623,14426.36,563,11708.25,308,5668.51,226,3965.15,144,2822.47,155,2818.61,119,1962.3,27,365.6,"{""2023-Q2"":{""u"":49,""r"":1954.21},""2023-Q3"":{""u"":256,""r"":8365.64},""2023-Q4"":{""u"":392,""r"":12411.18},""2024-Q1"":{""u"":305,""r"":8739.05},""2024-Q2"":{""u"":115,""r"":4085.75},""2024-Q3"":{""u"":623,""r"":14426.36},""2024-Q4"":{""u"":563,""r"":11708.25},""2025-Q1"":{""u"":308,""r"":5668.51},""2025-Q2"":{""u"":226,""r"":3965.15},""2025-Q3"":{""u"":144,""r"":2822.47},""2025-Q4"":{""u"":155,""r"":2818.61},""2026-Q1"":{""u"":119,""r"":1962.3},""2026-Q2"":{""u"":27,""r"":365.6}}"
122,KEEPERsport,KS10026-010,KEEPERsport Varan7 Premier NC TW-Handsc,dash_pattern,KS10026-010,2574,77937.73,2292,70522.04,98,2878.21,77,2071.47,87,2086.63,20,379.38,176,6083.68,451,14541.62,1312,39060.94,353,10835.8,40,1124.67,17,503.43,26,770.79,15,479.32,8,217.28,7,190.89,29,729.72,33,933.58,16,403.7,8,210.38,27,705.18,36,767.37,19,362.9,1,16.48,"{""2022-Q1"":{""u"":176,""r"":6083.68},""2022-Q2"":{""u"":451,""r"":14541.62},""2022-Q3"":{""u"":1312,""r"":39060.94},""2022-Q4"":{""u"":353,""r"":10835.8},""2023-Q1"":{""u"":40,""r"":1124.67},""2023-Q2"":{""u"":17,""r"":503.43},""2023-Q3"":{""u"":26,""r"":770.79},""2023-Q4"":{""u"":15,""r"":479.32},""2024-Q1"":{""u"":8,""r"":217.28},""2024-Q2"":{""u"":7,""r"":190.89},""2024-Q3"":{""u"":29,""r"":729.72},""2024-Q4"":{""u"":33,""r"":933.58},""2025-Q1"":{""u"":16,""r"":403.7},""2025-Q2"":{""u"":8,""r"":210.38},""2025-Q3"":{""u"":27,""r"":705.18},""2025-Q4"":{""u"":36,""r"":767.37},""2026-Q1"":{""u"":19,""r"":362.9},""2026-Q2"":{""u"":1,""r"":16.48}}"
122,KEEPERsport,KS10052-452,KEEPERsport Varan8 Champ NC AQUA,dash_pattern,KS10052-452,1958,77148.97,0,0.0,0,0.0,211,8320.87,1279,50034.74,468,18793.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,211,8320.87,257,9513.1,155,5074.7,462,19691.43,405,15755.51,412,16354.31,56,2439.05,"{""2024-Q4"":{""u"":211,""r"":8320.87},""2025-Q1"":{""u"":257,""r"":9513.1},""2025-Q2"":{""u"":155,""r"":5074.7},""2025-Q3"":{""u"":462,""r"":19691.43},""2025-Q4"":{""u"":405,""r"":15755.51},""2026-Q1"":{""u"":412,""r"":16354.31},""2026-Q2"":{""u"":56,""r"":2439.05}}"
