Marke_Code,Marke,ParentSKU,ProductName,Resolution_hint,Extracted_ID,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2,quarters_json
136,uhlsport,10292812_1011341_001,uhlsport Aquasoft TW-Handschuhe F01,11ts_direct,10292812,44,2062.89,0,0.0,0,0.0,6,336.09,34,1552.56,4,174.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,336.09,4,204.93,3,150.33,17,780.61,10,416.69,4,174.24,0,0.0,"{""2024-Q4"":{""u"":6,""r"":336.09},""2025-Q1"":{""u"":4,""r"":204.93},""2025-Q2"":{""u"":3,""r"":150.33},""2025-Q3"":{""u"":17,""r"":780.61},""2025-Q4"":{""u"":10,""r"":416.69},""2026-Q1"":{""u"":4,""r"":174.24}}"
125,NIKE,10268922_DC1980_102,Nike Mercurial Touch Elite Torwarthands,11ts_direct,10268922,22,2055.65,0,0.0,10,1093.75,11,901.93,1,59.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,455.24,6,638.51,8,694.44,3,207.49,0,0.0,0,0.0,0,0.0,1,59.97,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q3"":{""u"":4,""r"":455.24},""2023-Q4"":{""u"":6,""r"":638.51},""2024-Q1"":{""u"":8,""r"":694.44},""2024-Q2"":{""u"":3,""r"":207.49},""2025-Q2"":{""u"":1,""r"":59.97}}"
115,adidas,10328197_JH3795_JH3795,adidas COPA Pro Pure Victory Torwarthan,11ts_direct,10328197,54,2052.1,0,0.0,0,0.0,0,0.0,54,2052.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,1236.83,20,708.24,3,107.03,0,0.0,0,0.0,0,0.0,"{""2025-Q1"":{""u"":31,""r"":1236.83},""2025-Q2"":{""u"":20,""r"":708.24},""2025-Q3"":{""u"":3,""r"":107.03}}"
122,KEEPERsport,KS10017-633,KEEPERsport Varan6 Premier Resist NC TW,dash_pattern,KS10017-633,65,2047.45,42,1328.19,15,508.29,8,210.97,0,0.0,0,0.0,13,424.23,4,161.58,13,316.22,12,426.16,4,136.34,2,69.51,6,214.77,3,87.67,2,64.59,3,78.39,3,67.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":13,""r"":424.23},""2022-Q2"":{""u"":4,""r"":161.58},""2022-Q3"":{""u"":13,""r"":316.22},""2022-Q4"":{""u"":12,""r"":426.16},""2023-Q1"":{""u"":4,""r"":136.34},""2023-Q2"":{""u"":2,""r"":69.51},""2023-Q3"":{""u"":6,""r"":214.77},""2023-Q4"":{""u"":3,""r"":87.67},""2024-Q1"":{""u"":2,""r"":64.59},""2024-Q2"":{""u"":3,""r"":78.39},""2024-Q3"":{""u"":3,""r"":67.99}}"
115,adidas,10261850_IA0877_000,adidas Predator Match FS Torwarthandsch,11ts_direct,10261850,55,2038.59,0,0.0,53,1992.25,2,46.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,1475.21,15,517.04,1,26.21,1,20.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q3"":{""u"":38,""r"":1475.21},""2023-Q4"":{""u"":15,""r"":517.04},""2024-Q1"":{""u"":1,""r"":26.21},""2024-Q2"":{""u"":1,""r"":20.13}}"
128,Puma,10329969_041948_07,PUMA Torwarthandschuhe Audacity Blau F0,11ts_direct,10329969,28,2035.72,0,0.0,0,0.0,0,0.0,27,1975.72,1,60.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,307.39,20,1447.09,3,221.24,1,60.0,0,0.0,"{""2025-Q2"":{""u"":4,""r"":307.39},""2025-Q3"":{""u"":20,""r"":1447.09},""2025-Q4"":{""u"":3,""r"":221.24},""2026-Q1"":{""u"":1,""r"":60.0}}"
121,HO Soccer,HO510813,HO SOCCER One NC (green),legacy,,93,2034.82,12,403.19,2,65.5,7,160.75,48,950.18,24,455.2,0,0.0,2,67.67,8,274.88,2,60.64,0,0.0,0,0.0,1,32.75,1,32.75,2,48.98,0,0.0,3,67.19,2,44.58,0,0.0,0,0.0,0,0.0,48,950.18,24,455.2,0,0.0,"{""2022-Q2"":{""u"":2,""r"":67.67},""2022-Q3"":{""u"":8,""r"":274.88},""2022-Q4"":{""u"":2,""r"":60.64},""2023-Q3"":{""u"":1,""r"":32.75},""2023-Q4"":{""u"":1,""r"":32.75},""2024-Q1"":{""u"":2,""r"":48.98},""2024-Q3"":{""u"":3,""r"":67.19},""2024-Q4"":{""u"":2,""r"":44.58},""2025-Q4"":{""u"":48,""r"":950.18},""2026-Q1"":{""u"":24,""r"":455.2}}"
121,HO Soccer,HO0520366,HO Soccer Guerrero Pro RN,legacy,,31,2031.88,0,0.0,0,0.0,23,1593.01,6,357.73,2,81.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1078.98,8,514.03,4,230.31,0,0.0,0,0.0,2,127.42,2,81.14,0,0.0,"{""2024-Q3"":{""u"":15,""r"":1078.98},""2024-Q4"":{""u"":8,""r"":514.03},""2025-Q1"":{""u"":4,""r"":230.31},""2025-Q4"":{""u"":2,""r"":127.42},""2026-Q1"":{""u"":2,""r"":81.14}}"
130,reusch,10225486_5270135_6006,Reusch Attrakt Freegel Gold Torwarthand,11ts_direct,10225486,49,2027.29,40,1641.88,7,312.41,0,0.0,2,73.0,0,0.0,0,0.0,0,0.0,0,0.0,40,1641.88,4,185.48,2,85.97,1,40.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,73.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":40,""r"":1641.88},""2023-Q1"":{""u"":4,""r"":185.48},""2023-Q2"":{""u"":2,""r"":85.97},""2023-Q3"":{""u"":1,""r"":40.96},""2025-Q2"":{""u"":2,""r"":73.0}}"
130,reusch,R3570201-445,reusch Re:ceptor Prime S1,legacy,,108,2024.43,105,1973.96,3,50.47,0,0.0,0,0.0,0,0.0,0,0.0,39,752.37,48,889.9,18,331.69,3,50.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q2"":{""u"":39,""r"":752.37},""2022-Q3"":{""u"":48,""r"":889.9},""2022-Q4"":{""u"":18,""r"":331.69},""2023-Q1"":{""u"":3,""r"":50.47}}"
136,uhlsport,U1096,Uhlsport Next Level Supersoft Handschuh,legacy,,67,2024.38,25,763.45,30,981.15,6,140.04,5,116.4,1,23.34,2,49.18,1,34.39,11,326.0,11,353.88,5,171.15,5,179.3,14,475.61,6,155.09,5,113.85,1,26.19,0,0.0,0,0.0,4,93.32,0,0.0,1,23.08,0,0.0,1,23.34,0,0.0,"{""2022-Q1"":{""u"":2,""r"":49.18},""2022-Q2"":{""u"":1,""r"":34.39},""2022-Q3"":{""u"":11,""r"":326.0},""2022-Q4"":{""u"":11,""r"":353.88},""2023-Q1"":{""u"":5,""r"":171.15},""2023-Q2"":{""u"":5,""r"":179.3},""2023-Q3"":{""u"":14,""r"":475.61},""2023-Q4"":{""u"":6,""r"":155.09},""2024-Q1"":{""u"":5,""r"":113.85},""2024-Q2"":{""u"":1,""r"":26.19},""2025-Q1"":{""u"":4,""r"":93.32},""2025-Q3"":{""u"":1,""r"":23.08},""2026-Q1"":{""u"":1,""r"":23.34}}"
125,NIKE,NGS3884-100,Nike Vapor Grip 3 Torwarthandschuh Weis,dash_pattern,NGS3884-100,44,2024.38,38,1772.53,2,84.73,1,38.93,3,128.19,0,0.0,20,873.77,5,266.92,8,380.64,5,251.2,1,49.14,0,0.0,0,0.0,1,35.59,0,0.0,0,0.0,0,0.0,1,38.93,2,89.26,0,0.0,1,38.93,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":20,""r"":873.77},""2022-Q2"":{""u"":5,""r"":266.92},""2022-Q3"":{""u"":8,""r"":380.64},""2022-Q4"":{""u"":5,""r"":251.2},""2023-Q1"":{""u"":1,""r"":49.14},""2023-Q4"":{""u"":1,""r"":35.59},""2024-Q4"":{""u"":1,""r"":38.93},""2025-Q1"":{""u"":2,""r"":89.26},""2025-Q3"":{""u"":1,""r"":38.93}}"
125,NIKE,10252470_DC1980_101,Nike Mercurial Touch Elite Torwarthands,11ts_direct,10252470,21,2020.32,0,0.0,19,1858.9,1,87.47,1,73.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,746.78,1,93.7,10,928.71,1,89.71,1,87.47,0,0.0,0,0.0,0,0.0,1,73.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q1"":{""u"":7,""r"":746.78},""2023-Q2"":{""u"":1,""r"":93.7},""2023-Q3"":{""u"":10,""r"":928.71},""2023-Q4"":{""u"":1,""r"":89.71},""2024-Q1"":{""u"":1,""r"":87.47},""2025-Q1"":{""u"":1,""r"":73.95}}"
130,reusch,10199470_5272725_7700,Reusch Attrakt Infinity Torwarthandschu,11ts_direct,10199470,70,2010.19,70,2010.19,0,0.0,0,0.0,0,0.0,0,0.0,28,790.95,28,805.81,8,216.28,6,197.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":28,""r"":790.95},""2022-Q2"":{""u"":28,""r"":805.81},""2022-Q3"":{""u"":8,""r"":216.28},""2022-Q4"":{""u"":6,""r"":197.15}}"
130,reusch,10199442_5270230_6006,Reusch Attrakt Freegel Silver Finger Sa,11ts_direct,10199442,63,2003.16,23,800.07,40,1203.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,800.07,38,1152.4,2,50.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":23,""r"":800.07},""2023-Q1"":{""u"":38,""r"":1152.4},""2023-Q2"":{""u"":2,""r"":50.69}}"
121,HO Soccer,HO511246UK,HO SOCCER SSG Phenomenon NC Adrian,legacy,,57,1999.56,57,1999.56,0,0.0,0,0.0,0,0.0,0,0.0,36,1283.57,11,372.14,10,343.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":36,""r"":1283.57},""2022-Q2"":{""u"":11,""r"":372.14},""2022-Q3"":{""u"":10,""r"":343.85}}"
130,reusch,R5670984-4126,Reusch Attrakt Gold X Guardian Torwarth,legacy,,21,1993.72,0,0.0,0,0.0,0,0.0,2,184.67,19,1809.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,184.67,19,1809.05,0,0.0,"{""2025-Q4"":{""u"":2,""r"":184.67},""2026-Q1"":{""u"":19,""r"":1809.05}}"
121,HO Soccer,HO520306,HO Soccer Pro Evolution Torwarthandschu,legacy,,62,1992.92,0,0.0,0,0.0,42,1467.47,20,525.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,47.19,9,409.36,1,46.54,31,964.38,1,34.26,5,140.71,14,350.48,0,0.0,0,0.0,0,0.0,"{""2024-Q1"":{""u"":1,""r"":47.19},""2024-Q2"":{""u"":9,""r"":409.36},""2024-Q3"":{""u"":1,""r"":46.54},""2024-Q4"":{""u"":31,""r"":964.38},""2025-Q1"":{""u"":1,""r"":34.26},""2025-Q2"":{""u"":5,""r"":140.71},""2025-Q3"":{""u"":14,""r"":350.48}}"
125,NIKE,10225862_FD0626_810,Nike Promo 22 SGT RS Torwarthandschuhe,11ts_direct,10225862,26,1990.17,9,697.8,14,1113.65,3,178.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,697.8,6,478.24,4,323.53,4,311.88,0,0.0,0,0.0,0,0.0,3,178.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":9,""r"":697.8},""2023-Q1"":{""u"":6,""r"":478.24},""2023-Q2"":{""u"":4,""r"":323.53},""2023-Q3"":{""u"":4,""r"":311.88},""2024-Q3"":{""u"":3,""r"":178.72}}"
130,reusch,10286681_5362065_7707,Reusch Attrakt Duo Torwarthandschuh Kid,11ts_direct,10286681,38,1972.17,0,0.0,31,1592.19,7,379.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,1592.19,4,220.07,2,107.3,0,0.0,1,52.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2023-Q4"":{""u"":31,""r"":1592.19},""2024-Q1"":{""u"":4,""r"":220.07},""2024-Q2"":{""u"":2,""r"":107.3},""2024-Q4"":{""u"":1,""r"":52.61}}"
125,NIKE,10193163_CN5651_101,Nike Grip3 Torwarthandschuh Weiss Schwa,11ts_direct,10193163,57,1972.11,57,1972.11,0,0.0,0,0.0,0,0.0,0,0.0,17,654.75,19,635.66,16,515.69,5,166.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":17,""r"":654.75},""2022-Q2"":{""u"":19,""r"":635.66},""2022-Q3"":{""u"":16,""r"":515.69},""2022-Q4"":{""u"":5,""r"":166.01}}"
118,erima,10295817_7222405_000,Erima Flex-Ray Pro TW-Handschuhe Grau,11ts_direct,10295817,125,1967.47,0,0.0,0,0.0,6,255.48,103,1534.45,16,177.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,88.24,2,90.88,2,76.36,0,0.0,0,0.0,18,345.68,85,1188.77,16,177.54,0,0.0,"{""2024-Q2"":{""u"":2,""r"":88.24},""2024-Q3"":{""u"":2,""r"":90.88},""2024-Q4"":{""u"":2,""r"":76.36},""2025-Q3"":{""u"":18,""r"":345.68},""2025-Q4"":{""u"":85,""r"":1188.77},""2026-Q1"":{""u"":16,""r"":177.54}}"
136,uhlsport,U1011285_001,Uhlsport HyperFlex HN black/yellow,legacy,,24,1955.4,23,1871.37,1,84.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,1789.41,1,81.96,1,84.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q3"":{""u"":22,""r"":1789.41},""2022-Q4"":{""u"":1,""r"":81.96},""2023-Q1"":{""u"":1,""r"":84.03}}"
128,Puma,10351565_042122_01,PUMA FUTURE Pro Hybrid Torwarthandschuh,11ts_direct,10351565,28,1949.74,0,0.0,0,0.0,0,0.0,4,377.84,24,1571.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,377.84,24,1571.9,0,0.0,"{""2025-Q4"":{""u"":4,""r"":377.84},""2026-Q1"":{""u"":24,""r"":1571.9}}"
122,KEEPERsport,KS10004-111,KEEPERsport Varan6 PRO NC Aqua TW-Hands,dash_pattern,KS10004-111,78,1947.4,52,1406.76,24,491.54,2,49.1,0,0.0,0,0.0,16,448.51,3,94.33,13,346.34,20,517.58,5,110.22,2,49.41,16,297.49,1,34.42,0,0.0,0,0.0,2,49.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":16,""r"":448.51},""2022-Q2"":{""u"":3,""r"":94.33},""2022-Q3"":{""u"":13,""r"":346.34},""2022-Q4"":{""u"":20,""r"":517.58},""2023-Q1"":{""u"":5,""r"":110.22},""2023-Q2"":{""u"":2,""r"":49.41},""2023-Q3"":{""u"":16,""r"":297.49},""2023-Q4"":{""u"":1,""r"":34.42},""2024-Q3"":{""u"":2,""r"":49.1}}"
121,HO Soccer,10271458_520279_000,HO Soccer Kontrol Duo TW-Handschuhe Sch,11ts_direct,10271458,30,1942.16,0,0.0,16,1169.17,12,652.55,2,120.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,770.72,6,398.45,0,0.0,1,76.29,5,281.45,6,294.81,1,40.59,0,0.0,1,79.85,0,0.0,0,0.0,0,0.0,"{""2023-Q3"":{""u"":10,""r"":770.72},""2023-Q4"":{""u"":6,""r"":398.45},""2024-Q2"":{""u"":1,""r"":76.29},""2024-Q3"":{""u"":5,""r"":281.45},""2024-Q4"":{""u"":6,""r"":294.81},""2025-Q1"":{""u"":1,""r"":40.59},""2025-Q3"":{""u"":1,""r"":79.85}}"
129,rehab,RH1000-559,Rehab Extreme CG3 NC PaintAttack TW-Han,dash_pattern,RH1000-559,99,1940.3,15,361.04,24,604.61,29,509.17,30,453.18,1,12.3,1,23.96,2,54.18,7,156.97,5,125.93,6,167.48,7,176.84,3,66.87,8,193.42,3,73.3,7,139.05,8,133.93,11,162.89,16,234.46,9,140.85,5,77.87,0,0.0,1,12.3,0,0.0,"{""2022-Q1"":{""u"":1,""r"":23.96},""2022-Q2"":{""u"":2,""r"":54.18},""2022-Q3"":{""u"":7,""r"":156.97},""2022-Q4"":{""u"":5,""r"":125.93},""2023-Q1"":{""u"":6,""r"":167.48},""2023-Q2"":{""u"":7,""r"":176.84},""2023-Q3"":{""u"":3,""r"":66.87},""2023-Q4"":{""u"":8,""r"":193.42},""2024-Q1"":{""u"":3,""r"":73.3},""2024-Q2"":{""u"":7,""r"":139.05},""2024-Q3"":{""u"":8,""r"":133.93},""2024-Q4"":{""u"":11,""r"":162.89},""2025-Q1"":{""u"":16,""r"":234.46},""2025-Q2"":{""u"":9,""r"":140.85},""2025-Q3"":{""u"":5,""r"":77.87},""2026-Q1"":{""u"":1,""r"":12.3}}"
115,adidas,10186457_GV0257_000,adidas X Pro White Spark Torwarthandsch,11ts_direct,10186457,25,1940.15,25,1940.15,0,0.0,0,0.0,0,0.0,0,0.0,17,1324.43,6,462.19,2,153.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":17,""r"":1324.43},""2022-Q2"":{""u"":6,""r"":462.19},""2022-Q3"":{""u"":2,""r"":153.53}}"
136,uhlsport,U1011382K-001,uhlsport FM Cybertec Soft Flex Frame To,legacy,,61,1932.51,0,0.0,0,0.0,0,0.0,39,1244.26,22,688.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,74.39,17,536.13,20,633.74,20,626.02,2,62.23,"{""2025-Q2"":{""u"":2,""r"":74.39},""2025-Q3"":{""u"":17,""r"":536.13},""2025-Q4"":{""u"":20,""r"":633.74},""2026-Q1"":{""u"":20,""r"":626.02},""2026-Q2"":{""u"":2,""r"":62.23}}"
121,HO Soccer,10349523_0520487_000,HO Soccer Krotalus II NG Torwarthandsch,11ts_direct,10349523,70,1932.48,0,0.0,0,0.0,0,0.0,43,1268.1,27,664.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,579.18,25,688.92,27,664.38,0,0.0,"{""2025-Q3"":{""u"":18,""r"":579.18},""2025-Q4"":{""u"":25,""r"":688.92},""2026-Q1"":{""u"":27,""r"":664.38}}"
117,Elite Sport,EL4002530,Elite NEO REVOLUTION II Com BR,legacy,,23,1929.76,0,0.0,0,0.0,0,0.0,23,1929.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,893.95,12,1035.81,0,0.0,0,0.0,0,0.0,"{""2025-Q2"":{""u"":11,""r"":893.95},""2025-Q3"":{""u"":12,""r"":1035.81}}"
121,HO Soccer,HO511281IT1,HO SOCCER SSG Phenomenon NC DANN,legacy,,44,1911.7,24,1227.33,13,461.3,6,194.44,1,28.63,0,0.0,7,352.6,3,152.18,7,351.63,7,370.92,3,104.62,3,116.56,5,169.98,2,70.14,4,129.56,0,0.0,1,35.22,1,29.66,1,28.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":7,""r"":352.6},""2022-Q2"":{""u"":3,""r"":152.18},""2022-Q3"":{""u"":7,""r"":351.63},""2022-Q4"":{""u"":7,""r"":370.92},""2023-Q1"":{""u"":3,""r"":104.62},""2023-Q2"":{""u"":3,""r"":116.56},""2023-Q3"":{""u"":5,""r"":169.98},""2023-Q4"":{""u"":2,""r"":70.14},""2024-Q1"":{""u"":4,""r"":129.56},""2024-Q3"":{""u"":1,""r"":35.22},""2024-Q4"":{""u"":1,""r"":29.66},""2025-Q1"":{""u"":1,""r"":28.63}}"
130,reusch,R5070235-7083,reusch Attrakt Freegel S1,legacy,,59,1911.0,59,1911.0,0,0.0,0,0.0,0,0.0,0,0.0,37,1158.02,9,319.34,13,433.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":37,""r"":1158.02},""2022-Q2"":{""u"":9,""r"":319.34},""2022-Q3"":{""u"":13,""r"":433.64}}"
125,NIKE,10208083_DM4008_010,Nike VG3 Promo TW-Handschuhe Schwarz Ge,11ts_direct,10208083,24,1910.84,23,1832.9,1,77.94,0,0.0,0,0.0,0,0.0,3,269.2,4,304.02,9,715.66,7,544.02,1,77.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":3,""r"":269.2},""2022-Q2"":{""u"":4,""r"":304.02},""2022-Q3"":{""u"":9,""r"":715.66},""2022-Q4"":{""u"":7,""r"":544.02},""2023-Q1"":{""u"":1,""r"":77.94}}"
136,uhlsport,ETS1011169_01,Uhlsport Pure Alliance Supersoft HN TW-,legacy,,58,1909.53,52,1720.35,0,0.0,0,0.0,6,189.18,0,0.0,33,1086.7,14,443.16,5,190.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,35.2,0,0.0,4,123.73,1,30.25,0,0.0,0,0.0,"{""2022-Q1"":{""u"":33,""r"":1086.7},""2022-Q2"":{""u"":14,""r"":443.16},""2022-Q3"":{""u"":5,""r"":190.49},""2025-Q1"":{""u"":1,""r"":35.2},""2025-Q3"":{""u"":4,""r"":123.73},""2025-Q4"":{""u"":1,""r"":30.25}}"
136,uhlsport,10239732_1011274_001,Uhlsport Soft Resist+ HN Flex Frame TW-,11ts_direct,10239732,64,1895.88,14,468.0,44,1303.23,5,104.23,1,20.42,0,0.0,0,0.0,0,0.0,0,0.0,14,468.0,17,517.11,14,441.68,9,241.99,4,102.45,1,22.71,2,46.57,2,34.95,0,0.0,0,0.0,0,0.0,1,20.42,0,0.0,0,0.0,0,0.0,"{""2022-Q4"":{""u"":14,""r"":468.0},""2023-Q1"":{""u"":17,""r"":517.11},""2023-Q2"":{""u"":14,""r"":441.68},""2023-Q3"":{""u"":9,""r"":241.99},""2023-Q4"":{""u"":4,""r"":102.45},""2024-Q1"":{""u"":1,""r"":22.71},""2024-Q2"":{""u"":2,""r"":46.57},""2024-Q3"":{""u"":2,""r"":34.95},""2025-Q3"":{""u"":1,""r"":20.42}}"
128,Puma,ETS041697_001,PUMA ULTRA Chasing Adrenalin Grip 1 RC,legacy,,53,1892.86,51,1824.72,1,32.75,0,0.0,1,35.39,0,0.0,30,1086.59,9,324.53,10,339.56,2,74.04,1,32.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,35.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":30,""r"":1086.59},""2022-Q2"":{""u"":9,""r"":324.53},""2022-Q3"":{""u"":10,""r"":339.56},""2022-Q4"":{""u"":2,""r"":74.04},""2023-Q1"":{""u"":1,""r"":32.75},""2025-Q1"":{""u"":1,""r"":35.39}}"
117,Elite Sport,10207943_EL20007_000,Elite Sport Ignis Torwarthandschuhe Sch,11ts_direct,10207943,32,1885.87,9,593.06,21,1178.89,2,113.92,0,0.0,0,0.0,1,85.64,3,197.21,2,121.54,3,188.67,3,173.47,5,313.43,11,587.49,2,104.5,2,113.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"{""2022-Q1"":{""u"":1,""r"":85.64},""2022-Q2"":{""u"":3,""r"":197.21},""2022-Q3"":{""u"":2,""r"":121.54},""2022-Q4"":{""u"":3,""r"":188.67},""2023-Q1"":{""u"":3,""r"":173.47},""2023-Q2"":{""u"":5,""r"":313.43},""2023-Q3"":{""u"":11,""r"":587.49},""2023-Q4"":{""u"":2,""r"":104.5},""2024-Q1"":{""u"":2,""r"":113.92}}"
128,Puma,P042114-01,PUMA Ultra Ultimate Teaser Hybrid Torwa,legacy,,27,1883.91,0,0.0,0,0.0,0,0.0,18,1302.74,9,581.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,188.32,8,632.02,8,482.4,9,581.17,0,0.0,"{""2025-Q2"":{""u"":2,""r"":188.32},""2025-Q3"":{""u"":8,""r"":632.02},""2025-Q4"":{""u"":8,""r"":482.4},""2026-Q1"":{""u"":9,""r"":581.17}}"
