Marke_Code,Marke,ParentSKU,ProductName,Basisfarbe,Highlight_1,Highlight_2,Farbbezeichnung_Hersteller,Collection,Cut,Material,Technologien,Color_confidence,Resolution_source,Resolution_detail,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2
128,Puma,10248800_41827_005,PUMA ULTRA Grip 1 Hybrid Torwarthandsch,orange,,,ultra orange-blue glimmer,041827,,"55% Polyester, 44% Elastodien, 1% Polyurethan (thermoplastisch)",Atmungsaktivität;Bequem;Dämpfung;Grip;Haltbarkeit,high,11ts_iteminfo,10248800,163,9748.8,0,0.0,86,5668.15,65,3441.97,12,638.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1163.42,6,449.96,34,2203.13,31,1851.64,26,1486.37,17,818.48,16,820.54,6,316.58,6,309.97,4,209.16,1,64.71,1,54.84,0,0.0,0,0.0
125,NIKE,10252458_CN5650_102,Nike Vapor Grip3 Torwarthandschuhe Blas,white,white,blue,white/white/baltic blue,CN5650,Hybrid,"70% Elastodien, 24% Polyester, 5% Nylon",Bequem;Dämpfung;Grip;Schutz;ACC-TECHNOLOGIE,high,11ts_iteminfo,10252458,146,9723.47,0,0.0,138,9268.5,6,339.01,2,115.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,3687.11,45,3243.34,31,1875.42,8,462.63,3,175.08,0,0.0,1,57.34,2,106.59,0,0.0,2,115.96,0,0.0,0,0.0,0,0.0,0,0.0
117,Elite Sport,10271650_EL4001250_000,Elite Sport Nobre TW-Handschuhe Weiss,white,,,white,EL4001190,Innennaht,100% Elastodien,Bequem;Dämpfung;Halt;Haltbarkeit;Leicht;Schutz,high,11ts_iteminfo,10271650,197,9686.66,0,0.0,27,1708.16,58,2969.97,112,5008.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1023.06,13,685.1,11,681.53,11,658.93,24,1137.12,12,492.39,22,1047.94,35,1595.47,51,2202.3,4,162.82,0,0.0,0,0.0
136,uhlsport,10239738_1011281_001,Uhlsport Speed Contact Absolutgrip HN T,blue,black,,marine/schwarz/fluo blau,1011281,Innennaht,"59% Elastodien, 29% Polyester, 7% Nylon",Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10239738,160,9636.54,23,1613.79,133,7839.62,1,45.04,3,138.09,0,0.0,0,0.0,0,0.0,0,0.0,23,1613.79,107,6328.08,22,1306.63,2,98.28,2,106.63,1,45.04,0,0.0,0,0.0,0,0.0,2,97.49,1,40.6,0,0.0,0,0.0,0,0.0,0,0.0
118,erima,E7222005,Erima Skinator Torwarthandschuh Schwarz,black,orange,,"Schwarz, Orange",,Innennaht (NC),,,medium,mcp,erima Skinator Training NC,557,9596.36,453,7932.3,102,1625.34,1,21.0,1,17.72,0,0.0,73,1320.21,74,1387.22,157,2658.07,149,2566.8,72,1128.05,22,352.47,8,144.82,0,0.0,0,0.0,1,21.0,0,0.0,0,0.0,0,0.0,1,17.72,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10271878_5360000_1089,Reusch Pure Contact Freegel Gold X TW-H,white,blue,yellow,white,5360000,Innennaht,"82% Elastodien, 14% Polyester, 4% Polyamid",Bequem;Dämpfung;Grip;Größere Ballkontaktfläche;Individuelle Passform;Leicht,high,11ts_iteminfo,10271878,126,9582.61,0,0.0,36,3211.69,55,4107.98,31,2032.72,4,230.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,671.15,29,2540.54,6,472.34,6,467.87,17,1246.54,26,1921.23,5,352.0,7,450.4,14,917.41,5,312.91,4,230.22,0,0.0
136,uhlsport,10272933_1011309012001_001,uhlsport Supersoft Maignan #344 TW-Hand,white,red,black,weiß/rot/schwarz,1011309012001,,100% Elastodien,Atmungsaktivität;Bequem;Halt;Haltbarkeit;Leicht;Schutz,high,11ts_iteminfo,10272933,228,9576.97,0,0.0,56,2927.39,135,5344.73,35,1215.95,2,88.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,768.33,43,2159.06,63,2675.22,33,1193.36,25,983.7,14,492.45,20,671.22,8,280.89,6,206.5,1,57.34,0,0.0,2,88.9
130,reusch,R5160204-7701,reusch Legacy Silver #KsEd.,red,black,white,"Schwarz, Weiß",,Hybrid (Mix),,,high,mcp+desc,red/black/white,190,9559.83,117,6360.71,52,2419.76,21,779.36,0,0.0,0,0.0,96,5284.35,21,1076.36,0,0.0,0,0.0,0,0.0,1,49.89,41,1930.67,10,439.2,15,559.76,4,146.74,2,72.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,R5160209-1100,reusch Pure Contact Silver #KsEd. white,white,,,Weiß,Reusch Pure Contact,Innennaht (NC),,,high,mcp+desc,white,194,9544.02,115,6038.21,77,3421.79,2,84.02,0,0.0,0,0.0,33,1805.12,19,1063.07,34,1756.51,29,1413.51,39,1751.72,15,666.62,14,613.88,9,389.57,2,84.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,10350018_042065_11,PUMA Future Pro Hybrid Torwarthandschuh,white,,,puma white-glowing red-ultra blue,042065,Hybrid,"77% Polyester, 23% Elastodien",Ballkontrolle;Bequem;Grip;Schutz,high,11ts_iteminfo,10350018,147,9493.87,0,0.0,0,0.0,0,0.0,131,8666.77,16,827.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,5725.43,49,2941.34,16,827.1,0,0.0
136,uhlsport,10291932_1011309022001_002,uhlsport Absolutgrip HN #353 Maignan Sc,orange,black,,orange,1011309022001,Innennaht,"66% Elastodien, 23% Polyester, 7% Nylon",Ballkontrolle;Bequem;Dämpfung;Grip;Schutz,high,11ts_iteminfo,10291932,181,9468.74,0,0.0,0,0.0,179,9370.46,2,98.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,1128.9,29,1791.58,118,5678.95,14,771.03,2,98.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
136,uhlsport,10291910_1011307022024_002,uhlsport Powerline Absolutgrip HN Pro E,blue,green,white,blue,1011307022024,Innennaht,"81% Elastodien, 13% Polyester, 6% Nylon",Atmungsaktivität;Bequem;Dämpfung;Grip;Halt;Haltbarkeit;Schutz,high,11ts_iteminfo,10291910,146,9464.46,0,0.0,0,0.0,127,8121.16,17,1228.62,2,114.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,614.98,64,4214.48,55,3291.7,7,532.9,1,61.45,5,373.57,4,260.7,2,114.68,0,0.0
136,uhlsport,10291913_1011334012024_001,Uhlsport Fire Edition Supersoft HN #364,red,black,,nodata,1011334012024,Hybrid,100% Elastodien,Ballkontrolle;Bequem;Grip;Halt;Schutz,high,11ts_iteminfo,10291913,211,9389.29,0,0.0,0,0.0,54,2816.46,157,6572.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,231.97,50,2584.49,45,2274.36,65,2454.21,44,1710.04,3,134.22,0,0.0,0,0.0
117,Elite Sport,10271637_EL4000120_000,Elite Sport Neo Revolution II TW-Handsc,black,blue,,black/aqua,EL4000180,Hybrid,100% Elastodien,Bequem;Dämpfung;Halt;Haltbarkeit;Leicht;Schutz,high,11ts_iteminfo,10271637,138,9380.34,0,0.0,13,1083.88,58,4111.37,67,4185.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,1083.88,12,1003.48,11,817.15,26,1731.07,9,559.67,13,907.01,25,1515.61,26,1581.94,3,180.53,0,0.0,0,0.0
115,adidas,10228594_HC0610_000,adidas Predator Pro NC Game Data TW-Han,orange,green,green,solred/tmsogr/tmsogr,ZF476,Innennaht,"70% Polyester, 15% Polyurethan (thermoplastisch)",Bequem;Dämpfung;Grip;Leicht,high,11ts_iteminfo,10228594,235,9367.87,212,8417.34,22,920.33,0,0.0,1,30.2,0,0.0,0,0.0,0,0.0,26,1095.89,186,7321.45,21,877.28,1,43.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,30.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,10265048_041858_02,PUMA ULTRA Ultimate Hybrid Torwarthands,blue,white,,ultra blue-puma white,041858,Hybrid,"44% Elastodien, 55% Polyester, 1% Polyurethan (thermoplastisch)",Atmungsaktivität;Bequem;Dämpfung;Grip;Halt;Leicht;Schweißableitend,high,11ts_iteminfo,10265048,140,9350.73,0,0.0,39,3244.12,100,6048.32,1,58.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,352.67,35,2891.45,34,2222.01,31,1737.98,33,1974.63,2,113.7,1,58.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10274965_5470200_4848,Reusch Pure Contact Silver TW-Handschuh,blue,orange,black,premium blue / electric orange / black,5470200,Innennaht,"49% Polyester, 43% Elastodien, 8% Polyamid",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Grip;Halt;Haltbarkeit;Leicht;Schweißableitend,high,11ts_iteminfo,10274965,198,9337.22,0,0.0,0,0.0,148,7151.55,48,2111.12,2,74.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,2148.22,18,877.09,45,2217.6,42,1908.64,19,882.49,7,292.41,16,683.46,6,252.76,2,74.55,0,0.0
130,reusch,10322203_5570200_7707,Reusch Fastgrip Silver TW-Handschuhe 20,black,gold,,black/gold,5570200,Innennaht,"45% Elastodien, 51% Polyester, 4% Polyamid",Bequem;Dämpfung;Grip;Schutz,high,11ts_iteminfo,10322203,193,9318.12,0,0.0,0,0.0,0,0.0,172,8433.58,21,884.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,2551.9,29,1424.14,64,3016.64,32,1440.9,20,847.24,1,37.3
130,reusch,10199520_5270029_7783,Reusch Attrakt Gold X Infinium TW-Hands,black,orange,,black/shocking orange,5270029,,"69% Elastodien, 25% Polyester, 6% Polyamid",Bequem;Dämpfung;Grip;Haltbarkeit;Leicht;Schutz;Stop Water;Stop Wind,high,11ts_iteminfo,10199520,112,9278.91,67,5764.6,43,3407.75,1,53.28,1,53.28,0,0.0,0,0.0,0,0.0,1,84.7,66,5679.9,31,2492.89,2,141.21,6,485.21,4,288.44,0,0.0,0,0.0,0,0.0,1,53.28,1,53.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10274973_5470935_2210,Reusch Attrakt Gold X Freegel TW-Handsc,orange,blue,,hyper orange / electric blue,5470935,,"52% Elastodien, 26% Polyester, 10% Ethylenvinylacetat",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10274973,152,9244.25,0,0.0,4,334.99,104,6352.96,36,2137.8,8,418.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,334.99,15,1082.13,9,573.38,27,1759.42,53,2938.03,10,579.12,8,450.01,8,508.24,10,600.43,8,418.5,0,0.0
130,reusch,10322231_5570974_7075,Reusch Attrakt Gold Glue Print TW-Hands,black,gold,,black/gold/fiery red,5570974,Innennaht,"50% Elastodien, 46% Polyester, 3% Polyurethan (thermoplastisch)",Bequem;Dämpfung;Grip;Schutz,high,11ts_iteminfo,10322231,136,9233.94,0,0.0,0,0.0,0,0.0,133,9069.42,3,164.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,2149.77,32,2244.69,64,4149.93,7,525.03,1,54.84,2,109.68
115,adidas,10369676_KA7797_KA7797,adidas Predator Pro Hybrid Promo Torwar,white,red,,white/lucred/black,UV887,Hybrid,100% Elastodien,Bequem;Dämpfung;Schutz,high,11ts_iteminfo,10369676,93,9217.51,0,0.0,0,0.0,0,0.0,0,0.0,93,9217.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92,9125.3,1,92.21
136,uhlsport,10373882_1011396_01,uhlsport FM Supergrip+ HN Torwarthandsc,white,,,Weiß,uhlsport Fangmaschine,Innennaht (NC),,,medium,mcp,Fangmaschine Supergrip+ HN,122,9173.24,0,0.0,0,0.0,0,0.0,0,0.0,122,9173.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101,7593.5,21,1579.74
130,reusch,10225526_5370015_5556,Reusch Pure Contact Gold X AdaptiveFlex,green,orange,,desert green/shock orng,5370015,Innennaht,"82% Elastodien, 14% Polyester, 4% Polyamid",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit,high,11ts_iteminfo,10225526,127,9140.05,30,2490.82,60,4430.84,23,1399.62,13,769.63,1,49.14,0,0.0,0,0.0,0,0.0,30,2490.82,23,1925.41,11,809.9,10,701.56,16,993.97,11,664.61,4,247.46,6,359.81,2,127.74,4,239.04,3,171.98,3,183.4,3,175.21,1,49.14,0,0.0
130,reusch,10251800_5370029_7783,Reusch Pure Contact Gold X Gore Tex Inf,black,orange,,black / shocking orange,5370029,Innennaht,"63% Elastodien, 30% Polyester, 7% Polyamid",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10251800,108,9092.32,0,0.0,79,6919.01,27,2045.45,2,127.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1422.39,64,5496.62,14,1132.95,2,148.16,3,219.44,8,544.9,0,0.0,0,0.0,2,127.86,0,0.0,0,0.0,0,0.0
130,reusch,R5170135-4010,reusch ATTRAKT FREEGEL GOLD,white,blue,,"Weiß, Blau",,,,,medium,mcp,reusch Attrakt Freegel Gold,218,9090.54,216,9020.05,2,70.49,0,0.0,0,0.0,0,0.0,34,1664.38,26,1149.85,119,4855.36,37,1350.46,2,70.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10274881_5370904_1100,Reusch Legacy Arrow Gold X TW-Handschuh,white,,,white,5370904,Innennaht,"35% Ethylenvinylacetat, 18% Elastodien, 34% Polyester",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10274881,121,9062.94,0,0.0,0,0.0,109,8161.86,10,796.2,2,104.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,935.28,62,4828.82,35,2397.76,3,226.8,0,0.0,3,235.99,4,333.41,1,54.1,1,50.78
130,reusch,10274971_5470975_2211,Reusch Attrakt Gold X Evolution GluePri,orange,blue,black,hyper orange / electric blue / black,5470975,,"52% Elastodien, 26% Polyester, 10% Ethylenvinylacetat",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10274971,126,9055.85,0,0.0,1,94.35,49,3759.66,66,4574.09,10,627.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,94.35,8,690.91,2,170.23,9,773.91,30,2124.61,12,851.92,17,1158.77,18,1220.69,19,1342.71,10,627.75,0,0.0
117,Elite Sport,10271645_EL4001130_000,Elite Sport Nova TW-Handschuhe Schwarz,black,white,,,EL4001130,Hybrid,100% Elastodien,,high,11ts_iteminfo,10271645,173,9034.04,0,0.0,1,61.93,65,3643.85,80,4003.9,27,1324.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,61.93,11,669.51,7,460.13,26,1455.51,21,1058.7,13,678.3,16,780.96,42,2110.43,9,434.21,26,1271.13,1,53.23
130,reusch,R5670990-4414,Reusch Attrakt Freegel Fusion Ortho-Tec,blue,,,Blau,"Reusch Attrakt, Reusch Freegel","Innennaht (NC), Hybrid (Mix)",,,medium,mcp,Reusch Attrakt Freegel Fusion Ortho-Tec,72,9022.22,0,0.0,0,0.0,0,0.0,6,792.11,66,8230.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,792.11,64,8006.95,2,223.16
129,rehab,RH1021-757,Rehab Extreme Hybrid CG3 Torwarthandsch,black,,,"Gelb, Schwarz",rehab Extreme,Hybrid (Mix),,,high,rehab_desc,black,284,9015.82,0,0.0,0,0.0,0,0.0,247,7740.49,37,1275.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,1107.55,112,3614.45,101,3018.49,37,1275.33,0,0.0
115,adidas,10186458_GV0258_000,adidas Predator Pro PC White Spark TW-H,white,grey,red,white/ironmt/solred,adi1680,Innennaht,"91% Polyester, 8% Elastodien, 1% Polyamid",Bequem;Grip;Halt;Leicht,high,11ts_iteminfo,10186458,97,9011.28,97,9011.28,0,0.0,0,0.0,0,0.0,0,0.0,96,8927.29,1,83.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS10004-633,KEEPERsport Varan6 PRO NC Aqua TW-Hands,black,yellow,,Resist,KEEPERsport Varan,,,,high,ks_katalog,FC=633,274,9005.56,274,9005.56,0,0.0,0,0.0,0,0.0,0,0.0,183,5808.28,80,2801.02,11,396.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,10287240_041925_01,PUMA FUTURE Pro SGC TW-Handschuhe Pheno,white,pink,black,puma white-poison pink-puma black,041925,Rollfinger,"50% Polyester, 50% Elastodien",Ballkontrolle;Bequem;Dämpfung;Schutz;Ballkontrolle;Atmungsaktivität;Bequem;Grip,high,11ts_iteminfo,10287240,142,8999.45,0,0.0,0,0.0,142,8999.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,5718.75,29,1808.37,22,1212.96,5,259.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10274878_5470956_7730,Reusch Venomous Gold X TW-Handschuhe Sc,black,red,,black / fiery red,5470956,Hybrid,100% Elastodien,Ballkontrolle;Bequem;Grip;Schutz,high,11ts_iteminfo,10274878,123,8979.49,0,0.0,0,0.0,36,3082.34,87,5897.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,3082.34,31,2156.12,22,1458.29,25,1690.13,9,592.61,0,0.0,0,0.0
128,Puma,10265061_041875_01,PUMA ULTRA Ultimate Energy Hybrid TW-Ha,blue,yellow,pink,ultra blue-yellow alert-luminous pink,041875,Hybrid,100% Polyester,Atmungsaktivität;Bequem;Dämpfung;Halt;Haltbarkeit;Leicht;Schutz,high,11ts_iteminfo,10265061,125,8966.41,0,0.0,45,4021.08,76,4668.36,4,276.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,2603.48,18,1417.6,16,1016.96,30,1723.16,18,1145.77,12,782.47,2,143.86,0,0.0,1,72.09,1,61.02,0,0.0,0,0.0
122,KEEPERsport,KS10001-425,KEEPERsport Varan6 Hero NC Torwarthands,blue,green,,"Aqua, GKSix (Blau)",KEEPERsport Varan,Innennaht (NC),,,high,ks_katalog,FC=425,212,8963.44,163,7370.11,33,1072.91,8,291.38,8,229.04,0,0.0,77,3504.98,47,2122.63,28,1322.75,11,419.75,11,388.37,7,213.74,8,252.95,7,217.85,3,128.0,1,27.32,3,98.25,1,37.81,4,117.88,4,111.16,0,0.0,0,0.0,0,0.0,0,0.0
136,uhlsport,U1011380-001,uhlsport FM Cybertec Supersoft HN Torwa,white,blue,,"Weiß, Blau",,Innennaht (NC),,,medium,mcp,Uhlsport Cybertec Supersoft HN,185,8955.06,0,0.0,0,0.0,0,0.0,145,6943.27,40,2011.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,600.83,82,3989.69,52,2352.75,37,1861.79,3,150.0
125,NIKE,10234535_CN5650_765,Nike Vapor Grip3 Progress Torwarthandsc,yellow,,,yellow strike/white/black,CN5650,Hybrid,"70% Elastodien, 24% Polyester, 5% Nylon",Bequem;Dämpfung;Grip;Schutz;ACC-TECHNOLOGIE,high,11ts_iteminfo,10234535,136,8953.63,100,6756.0,34,2093.65,0,0.0,2,103.98,0,0.0,0,0.0,0,0.0,47,3230.62,53,3525.38,18,1196.87,9,521.38,6,326.26,1,49.14,0,0.0,0,0.0,0,0.0,0,0.0,2,103.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10199446_5270439_1111,Reusch Attrakt Aqua Torwarthandschuhe W,white,blue,,white/aqua blue,5270439,Breit,"58% Elastodien, 30% Polyester, 7% Polyamid",Ballkontrolle;Bequem;Dämpfung;Elastizität;Grip;Halt;Leicht;Schutz,high,11ts_iteminfo,10199446,172,8952.73,161,8399.39,11,553.34,0,0.0,0,0.0,0,0.0,19,969.95,25,1327.29,71,3663.09,46,2439.06,6,306.23,1,41.23,1,57.34,3,148.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10323240_5560908_7435,Reusch Torwarthandschuhe Schwarz,black,blue,,black/deep blue,5560908,,"52% Elasthan, 34% Polyester, 13% Polyurethan (thermoplastisch)",Halt;Ballkontrolle,high,11ts_iteminfo,10323240,115,8941.74,0,0.0,0,0.0,0,0.0,86,6931.33,29,2010.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,5260.67,22,1670.66,25,1762.55,4,247.86
130,reusch,10249980_5370950_3333,Reusch Attrakt Gold X Evolution Cut Fin,red,blue,black,bright red / future blue / black,5370950,,"62% Elastodien, 25% Polyester, 9% Polypropylen",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Elastizität;Leicht;Schutz,high,11ts_iteminfo,10249980,125,8893.05,0,0.0,82,6009.89,42,2819.88,1,63.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,90.62,21,1563.38,60,4355.89,35,2368.86,7,451.02,0,0.0,0,0.0,1,63.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,10189610_041786_002,PUMA ULTRA Grip 1 Hyprid Pro Under the,green,green,,green glare-elektro aqua,041786,,"55% Polyester, 44% Elastodien, 1% Polyurethan (thermoplastisch)",Bequem;Grip;Halt;Leicht,high,11ts_iteminfo,10189610,146,8873.48,108,7006.06,27,1377.1,6,276.87,5,213.45,0,0.0,37,2702.69,15,1018.59,33,2008.59,23,1276.19,8,427.21,5,266.29,9,472.78,5,210.82,2,92.84,2,80.05,1,49.14,1,54.84,2,84.8,3,128.65,0,0.0,0,0.0,0,0.0,0,0.0
117,Elite Sport,10271643_EL4001070_000,Elite Sport Galaxy TW-Handschuhe Schwar,black,white,,,EL4001070,Innennaht,100% Elastodien,,high,11ts_iteminfo,10271643,163,8850.84,0,0.0,10,707.52,56,3168.24,86,4400.95,11,574.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,350.76,5,356.76,9,592.27,5,305.4,29,1634.23,13,636.34,9,530.42,15,734.5,32,1708.99,30,1427.04,11,574.13,0,0.0
125,NIKE,10257091_CN5650_015,Nike Vapor Grip3 Torwarthandschuhe Lumi,grey,yellow,white,gridiron/barely volt/white,CN5650,Hybrid,"70% Elastodien, 24% Polyester, 5% Nylon",Bequem;Dämpfung;Grip;Schutz;ACC-TECHNOLOGIE,high,11ts_iteminfo,10257091,148,8840.98,0,0.0,84,5396.53,62,3340.47,2,103.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,2789.57,45,2606.96,17,1017.98,31,1602.3,7,381.85,7,338.34,0,0.0,0,0.0,0,0.0,2,103.98,0,0.0,0,0.0
136,uhlsport,10291946_1011346_001,uhlsport Supergrip+ Flex Frame Carbon T,black,yellow,,black,1011346,Außennaht,"81% Elastodien, 13% Polyester, 6% Nylon",Atmungsaktivität;Dämpfung;Grip;Haltbarkeit;Schutz,high,11ts_iteminfo,10291946,87,8839.05,0,0.0,0,0.0,30,3300.37,46,4469.03,11,1069.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,327.54,16,1797.3,11,1175.53,13,1386.42,8,786.07,10,970.34,15,1326.2,11,1069.65,0,0.0
136,uhlsport,10291950_1011347_001,uhlsport Absolutgrip Flex Frame Carbon,black,yellow,,black,1011347,,"76% Elastodien, 19% Polyester, 5% Nylon",Atmungsaktivität;Bequem;Dämpfung;Leicht,high,11ts_iteminfo,10291950,153,8798.75,0,0.0,0,0.0,95,5416.96,56,3246.36,2,135.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,152.85,29,1589.97,43,2462.26,21,1211.88,26,1363.41,5,309.04,12,752.71,13,821.2,2,135.43,0,0.0
115,adidas,10327924_JH3793_JH3793,adidas COPA League Celestial Victory To,white,red,,white/lucred/black,KWA39,Innennaht,"80% Polyester, 20% Polyurethan (thermoplastisch)",Bequem;Dämpfung;Leicht,high,11ts_iteminfo,10327924,230,8778.72,0,0.0,0,0.0,2,84.09,218,8328.75,10,365.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,84.09,62,2702.54,49,1830.2,58,2064.17,49,1731.84,10,365.88,0,0.0
