Marke_Code,Marke,ParentSKU,ProductName,Basisfarbe,Highlight_1,Highlight_2,Farbbezeichnung_Hersteller,Collection,Cut,Material,Technologien,Color_confidence,Resolution_source,Resolution_detail,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2
131,Sells Goalkeeper,10273099_SGP202306_000,Sells Profile Aqua Pure TW-Handschuhe W,white,blue,,White/Aqua,SGP202306,,,,high,11ts_iteminfo,10273099,38,3510.94,0,0.0,0,0.0,7,890.99,29,2467.42,2,152.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,255.0,3,403.23,2,232.76,1,108.29,13,1077.22,8,706.67,7,575.24,2,152.53,0,0.0
128,Puma,10350043_042082_01,PUMA Ultra Pro Nc Torwarthandschuhe Bla,blue,,,ultra blue-glowing red,042082,Innennaht,"88% Elastodien, 12% Polyester",Bequem;Dämpfung;Schutz,high,11ts_iteminfo,10350043,61,3508.79,0,0.0,0,0.0,0,0.0,41,2550.59,20,958.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,1817.14,12,733.45,18,858.67,2,99.53
115,adidas,10349570_JN5366_JN5366,adidas Predator Pro Promo Torwarthandsc,orange,white,,signal coral/white/lucid blue,JN5366,,"91% Polyester, 8% Elastodien, 1% Nylon",Haltbarkeit,high,11ts_iteminfo,10349570,44,3498.43,0,0.0,0,0.0,0,0.0,22,1764.38,22,1734.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,124.96,21,1639.42,21,1659.05,1,75.0
125,NIKE,10259304_FB3001_010,Nike Promo Vapor Grip3 RS Torwarthandsc,black,red,blue,black/rush fuchsia/hyper turq/white,FB3001,,"70% Elastodien, 24% Polyester, 5% Nylon",,high,11ts_iteminfo,10259304,52,3495.04,0,0.0,45,2965.22,7,529.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,2965.22,7,529.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
131,Sells Goalkeeper,10233865_SGP202109_000,Sells Wrap Aqua Monsoon Rollfinger TW-H,white,black,blue,white/black/navy/aqua,SGP202109,,100% Elastodien,Atmungsaktivität;Bequem;Dämpfung;Grip;Haltbarkeit,high,11ts_iteminfo,10233865,58,3480.82,41,2508.74,17,972.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,1644.27,14,864.47,15,850.5,1,67.91,1,53.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
115,adidas,10246693_HN3340_000,adidas Predator MTC FS Torwarthandschuh,black,white,pink,black/white/tmshpn,VZ638,Außennaht,100% Polyester,Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Elastizität;Grip;Leicht;Schutz,high,11ts_iteminfo,10246693,86,3460.09,0,0.0,70,2907.41,16,552.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,1064.51,18,776.44,20,774.32,7,292.14,7,241.1,7,245.21,2,66.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
136,uhlsport,U1154,Uhlsport Absolutgrip HN Pro TW-Handschu,blue,orange,,"Blau, Orange",Uhlsport Absolutgrip,"Innennaht (NC), Außennaht (RC)",,,medium,mcp,Uhlsport Absolutgrip NC Pro Kids,123,3459.51,86,2550.44,6,225.41,11,281.6,20,402.06,0,0.0,27,771.13,43,1284.11,15,463.28,1,31.92,3,119.55,0,0.0,0,0.0,3,105.86,0,0.0,5,136.73,6,144.87,0,0.0,14,256.3,3,78.14,3,67.62,0,0.0,0,0.0,0,0.0
125,NIKE,10240058_DV3111_560,Nike Mercurial Touch Elite Torwarthands,purple,pink,white,cave purple/pink blast/white,DV3111,,"71% Elastodien, 13% Nylon, 13% Polyester",Atmungsaktivität;Bequem;Dämpfung;Elastizität;Grip;ACC-TECHNOLOGIE,high,11ts_iteminfo,10240058,37,3459.12,9,883.94,28,2575.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,883.94,10,1089.73,1,81.93,13,1094.05,4,309.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
125,NIKE,10199647_DM4008_100,Nike VG3 Promo TW-Handschuhe Weiss Schw,white,black,red,white/black/bright crimson,DM4008,Hybrid,"70% Elastodien, 16% Nylon, 13% Polyester",Ballkontrolle;Bequem;Grip;Halt;Leicht;Schutz,high,11ts_iteminfo,10199647,40,3452.83,30,2780.33,5,359.42,4,259.8,1,53.28,0,0.0,7,668.08,14,1350.01,6,510.6,3,251.64,2,155.75,0,0.0,2,133.97,1,69.7,0,0.0,0,0.0,3,185.21,1,74.59,0,0.0,0,0.0,1,53.28,0,0.0,0,0.0,0,0.0
121,HO Soccer,10253103_HO052.0192_000,HO Soccer Aerial NC Torwarthandschuhe S,black,,,schwarz,HO052.0192,,"47% Elastodien, Polyester",,high,11ts_iteminfo,10253103,111,3451.27,0,0.0,108,3385.04,3,66.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77,2406.5,20,651.46,10,304.05,1,23.03,2,44.05,1,22.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
136,uhlsport,ETS1011170_001,Uhlsport Pure Alliance Supersoft Handsc,yellow,white,,"Gelb, Weiß",,Außennaht (RC),,,medium,mcp,Uhlsport Pure Alliance Supersoft,121,3425.73,114,3254.6,1,34.39,0,0.0,2,50.33,4,86.41,40,1162.21,44,1231.9,26,729.35,4,131.14,1,34.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,24.14,0,0.0,1,26.19,4,86.41,0,0.0
125,NIKE,10224225_CN5651_548,Nike Grip3 Progress Torwarthandschuhe,blue,white,,light marine/white/blackened blue,CN5651,Hybrid,"56% Elastodien, 34% Polyester, 7% Nylon",Bequem;Grip;Schutz,high,11ts_iteminfo,10224225,89,3421.64,76,2926.69,10,409.96,2,52.38,1,32.61,0,0.0,0,0.0,50,1940.08,16,605.6,10,381.01,3,122.58,3,118.82,0,0.0,4,168.56,2,52.38,0,0.0,0,0.0,0,0.0,0,0.0,1,32.61,0,0.0,0,0.0,0,0.0,0,0.0
136,uhlsport,10207604_1011220_001,Uhlsport Soft HN Comp Classic Torwartha,blue,orange,white,marine/flou orange/weiß,1011220,Innennaht,"44% Elastodien, 35% Polyester, 9% Polyurethan (thermoplastisch)",Atmungsaktivität;Bequem;Schutz,high,11ts_iteminfo,10207604,115,3414.99,78,2391.97,34,953.64,3,69.38,0,0.0,0,0.0,0,0.0,15,468.92,39,1190.0,24,733.05,32,896.09,2,57.55,0,0.0,0,0.0,2,40.26,1,29.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
136,uhlsport,U1160,uhlsport Soft Resist RC,black,orange,,"Schwarz, Orange",,Außennaht (RC),,,medium,mcp,uhlsport Soft Resist RC,189,3414.04,80,1590.22,67,1203.79,18,300.39,24,319.64,0,0.0,15,354.45,5,119.84,23,437.45,37,678.48,21,392.31,18,352.96,9,156.19,19,302.33,4,63.23,10,162.39,2,34.47,2,40.3,13,208.73,8,67.89,3,43.02,0,0.0,0,0.0,0,0.0
456,T1tan,TT202004,KEEPERsport x T1TAN Beast 2.0 TW-Handsc,yellow,black,,"Gelb, Schwarz",,Innennaht (NC),,,medium,mcp,KEEPERsport x T1TAN Beast 2.0,70,3410.17,70,3410.17,0,0.0,0,0.0,0,0.0,0,0.0,67,3253.7,2,103.98,0,0.0,1,52.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
136,uhlsport,10239739_1011282_001,Uhlsport Speed Contact Supersoft TW-Han,blue,black,,marine/schwarz/fluo blau,1011282,Außennaht,"64% Elastodien, 24% Polyester, 7% Nylon",Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10239739,98,3407.7,16,749.34,41,1554.18,39,1062.34,2,41.84,0,0.0,0,0.0,0,0.0,0,0.0,16,749.34,17,712.72,5,168.8,5,209.75,14,462.91,13,408.85,14,352.9,8,189.46,4,111.13,0,0.0,1,20.47,1,21.37,0,0.0,0,0.0,0,0.0
115,adidas,10351718_JN5354_JN5354,adidas Predator Pro Fingersave Torwarth,green,white,,luclem/white/black,KSZ30,,"89% Polyester, 7% Elastodien, 4% Nylon",Bequem,high,11ts_iteminfo,10351718,37,3387.0,0,0.0,0,0.0,0,0.0,36,3317.29,1,69.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,2276.25,13,1041.04,1,69.71,0,0.0
117,Elite Sport,10222929_EL30017_000,Elite Sport Gladiator Torwarthandschuh,white,yellow,red,white,EL30017,,"90% Elastodien, 10% Polyurethan (thermoplastisch)",Bequem;Grip;Halt,high,11ts_iteminfo,10222929,107,3380.7,2,76.73,41,1576.64,63,1696.8,1,30.53,0,0.0,0,0.0,0,0.0,0,0.0,2,76.73,4,200.42,4,170.65,14,501.9,19,703.67,12,366.29,20,499.96,18,476.49,13,354.06,1,30.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10274966_5472100_4848,Reusch Pure Contact Gold TW-Handschuhe,blue,orange,black,premium blue / electric orange / black,5472100,,"53% Elastodien, 40% Polyester, 5% Polyamid",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10274966,81,3378.72,0,0.0,0,0.0,80,3340.68,1,38.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,808.23,11,475.83,19,826.38,32,1230.24,1,38.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,10351300_042118_01,PUMA FUTURE Pro RE-CHARGE Hybrid Torwar,pink,,,lightpink,PUMA FUTURE,Hybrid (Mix),,,medium,mcp,PUMA FUTURE Pro Hybrid RE-CHARGE,49,3375.22,0,0.0,0,0.0,0,0.0,47,3211.36,2,163.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,1656.19,24,1555.17,2,163.86,0,0.0
125,NIKE,10265009_DM4010_015,Nike VG3 RS Promo Torwarthandschuhe Lum,grey,green,white,gridiron/barely volt/white,DM4010,Hybrid,"70% Elastodien, 24% Polyester, 5% Nylon",Atmungsaktivität;Ballkontrolle;Bequem;Grip;Haltbarkeit,high,11ts_iteminfo,10265009,44,3373.94,0,0.0,28,2312.78,12,810.53,4,250.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,456.37,21,1713.21,2,143.2,1,80.7,5,347.3,4,270.96,2,111.57,3,182.0,1,68.63,0,0.0,0,0.0,0,0.0,0,0.0
121,HO Soccer,HO0520368,HO Soccer SSG Kontrol Knit tech,black,orange,,"Schwarz, Orange",,Innennaht (NC),,,medium,mcp,HO Soccer SSG Kontrol Knit NG,67,3361.25,0,0.0,0,0.0,56,2876.42,11,484.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,1341.74,33,1534.68,6,276.51,2,83.94,0,0.0,3,124.38,0,0.0,0,0.0
121,HO Soccer,HO520286,HO Soccer SSG Legend Ergo Gecko Torwart,white,,,Weiß,,Innennaht (NC),,,medium,mcp,HO SSG Legend Ergo Gecko White Skin,73,3344.0,0,0.0,18,896.76,53,2370.72,2,76.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,896.76,17,875.05,11,607.64,4,195.34,21,692.69,0,0.0,0,0.0,1,35.41,1,41.11,0,0.0,0,0.0
117,Elite Sport,10207948_EL20010_000,Elite Sport Black Solo Torwarthandschuh,black,,,black solo,EL20010,Schmal,"90% Elastodien, 10% Polyurethan (thermoplastisch)",Ballkontrolle;Bequem;Halt;Leicht,high,11ts_iteminfo,10207948,62,3333.42,60,3234.22,2,99.2,0,0.0,0,0.0,0,0.0,15,888.81,5,300.79,30,1540.96,10,503.66,2,99.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,ETS5070115_1091,Reusch Attrakt Freegel G3 TW-Handschuh,white,blue,,"Weiß, Blau",,Innennaht (NC),,,medium,mcp,Reusch Attrakt Freegel G3,75,3319.92,75,3319.92,0,0.0,0,0.0,0,0.0,0,0.0,33,1481.02,17,764.07,18,783.77,7,291.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
117,Elite Sport,10222927_EL30022_000,Elite Sport Samurai Torwarthandschuh We,white,red,black,white,EL30022,,"90% Elastodien, 10% Polyurethan (thermoplastisch)",Bequem;Grip;Halt,high,11ts_iteminfo,10222927,72,3319.17,31,1577.41,40,1702.97,1,38.79,0,0.0,0,0.0,4,227.11,8,427.02,10,452.09,9,471.19,4,221.05,7,340.01,14,619.9,15,522.01,1,38.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,10301246_041926_04,PUMA FUTURE Match NC Torwarthandschuhe,blue,orange,,bluemazing-sunset glow-electric peppermint,041926,Innennaht,100% Polyester,Atmungsaktivität;Bequem;Grip;Haltbarkeit;Schutz;Ballkontrolle;Bequem;Grip;Halt;Schutz,high,11ts_iteminfo,10301246,138,3316.4,0,0.0,0,0.0,122,2996.25,16,320.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,1125.06,85,1871.19,13,261.59,3,58.56,0,0.0,0,0.0,0,0.0,0,0.0
117,Elite Sport,10207941_EL20001_000,Elite Sport Neo White Torwarthandschuhe,white,,,neo white,EL20001,Schmal,"90% Elastodien, 10% Polyester",Ballkontrolle;Bequem;Halt;Leicht,high,11ts_iteminfo,10207941,40,3307.62,39,3230.81,1,76.81,0,0.0,0,0.0,0,0.0,9,848.02,8,663.47,21,1636.28,1,83.04,1,76.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
130,reusch,10322252_5572955_2025,Reusch Attrakt Gold TW-Handschuhe Kids,yellow,silver,,safety yellow/silver/black,5572955,Innennaht,"50% Elastodien, 46% Polyester, 3% Polyurethan (thermoplastisch)",AirVentSystem;Atmungsaktivität;Bequem;Grip;Halt;Schutz,high,11ts_iteminfo,10322252,69,3291.68,0,0.0,0,0.0,11,577.96,58,2713.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,577.96,18,844.72,18,859.48,11,453.05,11,556.47,0,0.0,0,0.0
128,Puma,10248798_41819_005,PUMA ULTRA Protect 3 RC Torwarthandschu,orange,,,ultra orange-blue glimmer,41819,,"60% Elastodien, 34% Polyurethan (thermoplastisch), 6% Polyester",Bequem;Halt;Haltbarkeit;Leicht,high,11ts_iteminfo,10248798,102,3290.49,0,0.0,60,1942.53,39,1249.1,2,78.37,1,20.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,166.1,25,805.72,31,970.71,13,409.15,14,416.74,7,211.59,5,211.62,2,78.37,0,0.0,0,0.0,0,0.0,1,20.49,0,0.0
130,reusch,10251771_5372235_3333,Reusch Attrakt Freegel Silver TW-Handsc,red,blue,black,bright red / future blue / black,5372235,,"56% Elastodien, 30% Polyester, 8% Polypropylen",,high,11ts_iteminfo,10251771,109,3282.77,0,0.0,47,1674.27,59,1531.27,3,77.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,937.48,13,474.25,0,0.0,7,262.54,8,284.94,36,861.0,15,385.33,0,0.0,3,77.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
121,HO Soccer,HO520296,HO Soccer First Evolution III TW-Handsc,green,,,Grün,,Innennaht (NC),,,medium,mcp,HO First Evolution III Graffity Creepy Lime,86,3263.52,0,0.0,19,824.55,45,1828.42,22,610.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,824.55,13,565.68,2,98.2,13,561.33,17,603.21,10,285.64,10,273.68,2,51.23,0,0.0,0,0.0,0,0.0
119,gloveglu,RPB70102101,Glove Glu Bare Skinn NC,black,,,Schwarz,,Innennaht (NC),,,medium,mcp,Glove Glu Bare Skinn NC,82,3251.42,44,1813.24,21,833.69,10,369.37,5,180.9,2,54.22,0,0.0,12,509.78,18,751.91,14,551.55,5,223.41,5,200.53,4,166.7,7,243.05,1,37.15,3,124.18,4,147.94,2,60.1,1,36.08,0,0.0,2,59.35,2,85.47,1,27.86,1,26.36
128,Puma,10287241_041926_01,PUMA FUTURE Match NC TW-Handschuhe Phen,white,pink,black,puma white-poison pink-puma black,041926,Innennaht,100% Polyester,Atmungsaktivität;Bequem;Grip;Haltbarkeit;Schutz;Ballkontrolle;Bequem;Grip;Halt;Schutz,high,11ts_iteminfo,10287241,174,3241.06,0,0.0,0,0.0,115,2192.16,53,947.56,6,101.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,146.75,16,374.52,25,499.88,69,1171.01,15,273.5,10,171.36,22,396.2,6,106.5,6,101.34,0,0.0
125,NIKE,10252175_DC1981_101,Nike Mercurial Touch Torwarthandschuhe,white,red,red,white/hot punch/hot punch,DC1981,Innennaht,"79% Elastodien, 17% Polyester, 4% Nylon",Bequem;Halt;Leicht,high,11ts_iteminfo,10252175,67,3223.29,0,0.0,66,3189.71,0,0.0,1,33.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,110.35,26,1358.56,38,1674.68,1,46.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.58,0,0.0,0,0.0,0,0.0,0,0.0
121,HO Soccer,10253102_HO052.0189_000,HO Soccer One Roll/NC TW-Handschuhe Wei,white,orange,,weiß orange,HO052.0189,,"53% Elastodien, 47% Polyester",Atmungsaktivität;Bequem;Dämpfung;Halt;Haltbarkeit;Leicht;Schutz,high,11ts_iteminfo,10253102,94,3223.16,0,0.0,74,2613.61,14,442.57,5,147.1,1,19.88,0,0.0,0,0.0,0,0.0,0,0.0,24,904.48,6,238.33,18,667.89,26,802.91,7,201.51,1,41.41,3,119.55,3,80.1,5,147.1,0,0.0,0,0.0,0,0.0,1,19.88,0,0.0
117,Elite Sport,10222926_EL30012_000,Elite Sport Black Solo Torwarthandschuh,black,,,black,EL30012,,"90% Elastodien, 10% Polyurethan (thermoplastisch)",Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10222926,59,3217.06,23,1452.92,34,1687.62,2,76.52,0,0.0,0,0.0,1,66.11,4,247.3,8,487.25,10,652.26,4,228.71,3,179.37,11,575.86,16,703.68,2,76.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,P041640-01,PUMA King Aqua Torwarthandschuhe Schwar,black,gold,,"Schwarz, gold",,Außennaht (RC),,,medium,mcp,PUMA King Aqua,105,3214.29,52,1675.38,38,1151.7,15,387.21,0,0.0,0,0.0,8,244.21,9,279.99,20,658.78,15,492.4,7,271.73,7,225.19,11,348.09,13,306.69,4,110.17,6,148.63,5,128.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
131,Sells Goalkeeper,10232233_SGP202133_000,Sells Total Contact Endurance Max Expan,white,black,yellow,white/black/lime (acclimatize (black)),SGP202133,,100% Elastodien,Bequem;Dämpfung;Grip,high,11ts_iteminfo,10232233,38,3209.75,7,603.66,30,2526.97,1,79.12,0,0.0,0,0.0,0,0.0,1,90.87,1,94.99,5,417.8,13,1118.27,9,767.55,6,471.91,2,169.24,1,79.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
118,erima,ETS7221801_465032,Erima Flexinator Ultra Knit TW-Handschu,,,,,,,,,medium,mcp,,171,3208.24,171,3208.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,56.7,158,2924.35,12,227.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
115,adidas,10250181_HN3339_000,adidas Predator GL LGE Torwarthandschuh,orange,black,,sorang/black/black,CB110,Innennaht,"91% Polyester, 8% Elastodien, 1% Nylon",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Elastizität;Grip;Leicht;Schutz,high,11ts_iteminfo,10250181,85,3206.79,0,0.0,34,1627.62,45,1385.58,6,193.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,268.28,17,794.5,12,564.84,2,79.16,17,507.33,18,545.09,8,254.0,1,32.11,0,0.0,3,95.98,2,65.5,0,0.0,0,0.0
130,reusch,R5670905-4126,Reusch Attrakt Fusion NC Torwarthandsch,blue,,,Blau,Reusch Attrakt,Innennaht (NC),,,medium,mcp,Reusch Attrakt Fusion NC,45,3200.09,0,0.0,0,0.0,0,0.0,4,306.32,41,2893.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,306.32,40,2833.03,1,60.74
130,reusch,R5670955-4126,Reusch Attrakt Gold X NC Torwarthandsch,blue,,,Blau,Reusch Attrakt,Innennaht (NC),,,medium,mcp,Reusch Attrakt Gold X NC,56,3177.0,0,0.0,0,0.0,0,0.0,7,395.79,49,2781.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,395.79,46,2625.37,3,155.84
121,HO Soccer,HO511286IT,HO SOCCER First Superlight NC Black T.,black,,,Schwarz,,,,,medium,mcp,HO SOCCER First Superlight NC Black T.,101,3172.75,48,1699.69,29,848.11,20,525.98,4,98.97,0,0.0,10,393.42,5,182.01,7,281.68,26,842.58,16,464.89,4,122.09,5,139.88,4,121.25,2,60.21,2,61.48,6,164.52,10,239.77,4,98.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
131,Sells Goalkeeper,10232232_SGP202125_000,Sells Wrap XC Competition Roll Fingers,white,black,,white/black //  outlast a35 (white),SGP202125,,100% Elastodien,Bequem;Dämpfung;Grip;Haltbarkeit,high,11ts_iteminfo,10232232,31,3162.29,15,1539.87,15,1548.65,1,73.77,0,0.0,0,0.0,0,0.0,2,231.57,8,820.87,5,487.43,7,745.91,2,211.58,6,591.16,0,0.0,0,0.0,0,0.0,0,0.0,1,73.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
125,NIKE,10240057_DV3108_524,Nike Phantom Elite Torwarthandschuhe Ge,purple,black,gold,dark raisin/black/metallic copper,DV3108,,"67% Elastodien, 20% Polyester, 13% Polyurethan (thermoplastisch)",Atmungsaktivität;Ballkontrolle;Bequem;Dämpfung;Elastizität;Grip;Haltbarkeit;Leicht,high,11ts_iteminfo,10240057,35,3159.48,4,387.77,28,2576.24,2,115.34,1,80.13,0,0.0,0,0.0,0,0.0,0,0.0,4,387.77,17,1647.31,4,388.45,6,462.02,1,78.46,1,62.06,0,0.0,1,53.28,0,0.0,0,0.0,1,80.13,0,0.0,0,0.0,0,0.0,0,0.0
121,HO Soccer,10271328_510294_000,HO Soccer Ghotta Special Edition TW-Han,white,blue,,"Weiß, Blau",,,,,medium,mcp,HO Soccer Ghotta Special Edition TW-Han,49,3150.92,0,0.0,27,1829.25,20,1217.24,2,104.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1065.64,12,763.61,3,233.81,3,174.39,11,623.25,3,185.79,1,56.23,0,0.0,1,48.2,0,0.0,0,0.0,0,0.0
115,adidas,10369808_JY6298_JY6298,adidas Predator Pro Promo Torwarthandsc,black,black,,black/black/lucred,IR915,Innennaht,100% Gummi,Bequem;Dämpfung;Haltbarkeit;Grip,high,11ts_iteminfo,10369808,35,3149.23,0,0.0,0,0.0,0,0.0,0,0.0,35,3149.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,2973.49,2,175.74
129,rehab,RH1001-628,rehab Master CG2 NC,white,grey,,"Weiß, Grau",rehab Master,Innennaht (NC),,,medium,mcp_rehab,rehab Master CG2 NC,180,3147.47,41,775.4,36,690.36,42,679.98,57,947.21,4,54.52,0,0.0,2,49.98,18,335.44,21,389.98,12,255.67,14,254.03,0,0.0,10,180.66,9,170.82,5,64.33,10,174.5,18,270.33,21,358.21,16,231.76,9,160.63,11,196.61,4,54.52,0,0.0
125,NIKE,10295703_FZ4558_628,Nike Dynamic Fit TW-Handschuhe Rot F628,red,,,sunset pulse/pink foam /black,FZ4558,Hybrid,"50% Elastodien, 47% Polyester, 3% Polyurethan (thermoplastisch)",Bequem;Dämpfung;Leicht,high,11ts_iteminfo,10295703,76,3146.83,0,0.0,0,0.0,64,2748.64,12,398.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,51.02,39,1843.65,24,853.97,2,74.39,7,215.24,1,34.82,2,73.74,0,0.0,0,0.0
121,HO Soccer,10271481_520262_000,HO Soccer Touch Negative Vision TW-Hand,black,white,,Schwarz Weiss,520262,Innennaht,100% Elastodien,,high,11ts_iteminfo,10271481,117,3139.25,0,0.0,96,2668.44,12,307.23,0,0.0,9,163.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,1170.83,55,1497.61,5,139.11,2,50.83,3,82.4,2,34.89,0,0.0,0,0.0,0,0.0,0,0.0,9,163.58,0,0.0
