ParentSKU,Marke,MCP_Basisfarbe,Desc_Basisfarbe,Desc_colors,Revenue,Status
R5670975-4126,reusch,blue,,,630.19,no_color_in_text
R3370870-701,reusch,,,,629.99,no_description
EL9933771,Elite Sport,red,,,629.78,no_color_in_text
UA1279426-731,Under Armour,yellow,,,628.68,no_color_in_text
P000002-REP,reusch,,,,628.4,no_description
ETSGK3509_000,adidas,yellow,,,627.89,no_description
U1124,uhlsport,yellow,,,625.69,no_color_in_text
NCK4794-100,NIKE,black,white,white,622.57,found
ETS3772215_484,reusch,yellow,,,621.6,no_description
U1121-02,uhlsport,white,,,616.03,no_color_in_text
ETS3870815_290,reusch,blue,,,615.58,no_description
ETSCW3300_010,NIKE,black,,,613.46,no_color_in_text
R5070835-7083,reusch,black,,,611.58,no_color_in_text
EL9930831,Elite Sport,grey,,,609.51,no_color_in_text
10373888_1011402_01,uhlsport,white,,,607.7,no_color_in_text
HO520022,HO Soccer,green,,,607.56,no_description
HO510651,HO Soccer,yellow,,,605.65,no_color_in_text
EL4004760,Elite Sport,black,,,604.03,no_color_in_text
10372206_5670397_1103,reusch,white,,,603.65,no_color_in_text
P000012-REC,reusch,,,,597.48,no_description
KSU1131-01,uhlsport,black,,,597.05,no_color_in_text
P000012-WAO,reusch,,,,590.4,no_description
NCK4804-644,NIKE,red,red,red,589.35,found
P041653-02,Puma,yellow,,,588.81,no_color_in_text
P041469-22,Puma,black,,,588.14,no_color_in_text
NPGS262-060,NIKE,grey,,,587.44,no_color_in_text
U1155,uhlsport,blue,,,586.64,no_color_in_text
10351569_042124_01,Puma,red,,,585.29,no_color_in_text
ETSFS0422_000,adidas,white,white,white,581.07,found
ADY2618,adidas,yellow,,,577.12,no_color_in_text
OG1-CONTRA-B-HYL-SL,One Glove,black,,,575.88,no_color_in_text
R3170807-701,reusch,,,,574.22,no_description
10373883_1011397_01,uhlsport,black,,,572.03,no_color_in_text
R5170320-4010,reusch,white,,,566.0,no_description
R5070263-2199,reusch,yellow,,,560.26,no_color_in_text
ETS3670900_767,reusch,black,,,557.65,no_description
R5170235-3002,reusch,red,,,555.52,no_description
NCK4874-430,NIKE,blue,,,554.98,no_color_in_text
HO510748,HO Soccer,yellow,,,549.4,no_color_in_text
HO0520305,HO Soccer,black,,,546.41,no_description
TEA3B0Z39030,Erreà,white,,,538.39,no_color_in_text
R3770975-484,reusch,yellow,,,533.56,no_color_in_text
U1308-01,uhlsport,red,,,532.7,no_description
U1116,uhlsport,yellow,,,530.12,no_color_in_text
R3970193-7040,reusch,yellow,,,529.08,no_color_in_text
P000031-REB,reusch,,,,528.78,no_description
HO510740,HO Soccer,black,,,526.93,no_color_in_text
HO510755,HO Soccer,green,,,525.12,no_color_in_text
ETS1011008_01,uhlsport,yellow,,,523.23,no_description
HO511254IT,HO Soccer,white,,,520.29,no_description
ETS1011006_01,uhlsport,yellow,,,511.17,no_description
ADY2615,adidas,black,,,511.1,no_color_in_text
NGS3377-490,NIKE,blue,,,509.79,no_color_in_text
ETS2553_024,JAKO,white,,,508.29,no_description
AFH7298,adidas,white,,,506.19,no_color_in_text
HO510675,HO Soccer,,green,green,505.37,found
U1142,uhlsport,yellow,,,503.59,no_color_in_text
U1077,uhlsport,black,,,490.48,no_color_in_text
NPGS262-100,NIKE,white,,,486.64,no_color_in_text
P000003-REO,reusch,,,,471.94,no_description
10373885_1011400_01,uhlsport,black,,,471.22,no_color_in_text
AFH7301,adidas,white,,,470.3,no_color_in_text
P041649-02,Puma,yellow,,,467.55,no_color_in_text
HO510816,HO Soccer,green,,,466.52,no_color_in_text
TFA2I1Z07720,Erreà,yellow,,,465.53,no_description
ETSFS0410_000,adidas,black,,,465.48,no_color_in_text
10383927_KA7795,adidas,blue,,,462.98,no_color_in_text
R3570900-770,reusch,,,,462.74,no_description
P000012-KEY,reusch,,,,462.37,no_color_in_text
10383932_JY6305,adidas,blue,,,459.55,no_color_in_text
NPGS265-696,NIKE,red,,,458.44,no_color_in_text
ETS1000170_01,uhlsport,black,,,457.36,no_description
P041625-01,Puma,red,,,456.21,no_color_in_text
R000041-REP,reusch,,,,453.01,no_description
ETS3770956_494,reusch,,,,452.8,no_description
R3970089-583,reusch,yellow,,,451.59,no_color_in_text
HO510643,HO Soccer,pink,,,450.73,no_color_in_text
NGS3884-492,NIKE,blue,,,449.86,no_color_in_text
SGP1412,Sells Goalkeeper,black,,,446.0,no_color_in_text
HO510844,HO Soccer,orange,blue,blue/yellow/orange,444.71,found
KSP10050,KEEPERsport,,,,443.32,no_description
U1120,uhlsport,yellow,,,435.88,no_color_in_text
RH1000-612,rehab,grey,grey,grey/yellow,433.05,found
U0364-01,uhlsport,red,,,431.56,no_description
NGS0356-060,NIKE,yellow,,,431.17,no_color_in_text
10351392_042121_01,Puma,red,,,426.17,no_color_in_text
HO50-0806,HO Soccer,black,,,423.41,no_color_in_text
TFA0Q0Z07720,Erreà,yellow,,,421.62,no_color_in_text
NPGS277-100,NIKE,white,,,421.03,no_color_in_text
10373764_042121_03,Puma,black,,,418.58,no_color_in_text
HO511100,HO Soccer,blue,,,417.27,no_color_in_text
R3570606-302,reusch,,,,417.05,no_description
RH1000-627,rehab,grey,grey,grey/pink,416.99,found
AFH7300,adidas,black,,,416.43,no_color_in_text
U0551-01,uhlsport,red,,,413.94,no_description
10295812_5470250_7740,reusch,black,,,413.1,no_description
R5072955-7083,reusch,black,,,411.46,no_color_in_text
ETS5172215_4010,reusch,blue,,,410.31,no_description
R3470800-344,reusch,,,,408.11,no_color_in_text
10180330_5160931_7701_7701,reusch,black,,,407.82,no_description
R3870812-290,reusch,black,,,406.92,no_description
U1084,uhlsport,red,,,404.08,no_color_in_text
E7220705,erima,yellow,,,403.17,no_color_in_text
ETSX5070235_7700,reusch,black,,,402.99,no_description
P041651-02,Puma,yellow,,,400.82,no_color_in_text
10351562_042138_01,Puma,red,,,400.56,no_color_in_text
8FP9041-KEY,reusch,,,,400.45,no_description
NPGS266-100,NIKE,white,,,399.95,no_color_in_text
U1023,uhlsport,yellow,yellow,yellow,397.54,found
P000008-KEOA2B,reusch,,,,395.46,no_description
ETS5170400_3001,reusch,red,,,394.47,no_description
HO510806,HO Soccer,yellow,,,391.01,no_color_in_text
U1022,uhlsport,yellow,yellow,yellow,389.67,found
U1088,uhlsport,yellow,,,386.14,no_color_in_text
U1122,uhlsport,yellow,,,382.89,no_color_in_text
ETSFS0395_000,adidas,black,black,black,382.15,found
R3870136-290,reusch,blue,,,380.63,no_color_in_text
ETS1011162_001,uhlsport,yellow,,,379.98,no_color_in_text
HO0515135IT,HO Soccer,blue,,,379.28,no_description
U0170,uhlsport,blue,,,377.25,no_color_in_text
ETS5170700_7700,reusch,black,,,377.06,no_color_in_text
KS337-064,2XU,orange,,,375.86,no_description
U1104,uhlsport,yellow,,,375.39,no_color_in_text
U1121-03,uhlsport,yellow,,,374.32,no_color_in_text
10383957_KA7789,adidas,blue,,,371.83,no_color_in_text
U1052-02,uhlsport,red,,,371.12,no_color_in_text
U1054-022,uhlsport,red,,,370.82,no_color_in_text
P041469-21,Puma,red,,,369.36,no_color_in_text
AFJ5921,adidas,green,,,368.78,no_color_in_text
ETS1011159_001,uhlsport,,,,368.6,no_description
NCK4804-430,NIKE,blue,,,368.02,no_color_in_text
P041470-22,Puma,black,,,363.4,no_color_in_text
R3870956-236,reusch,black,,,362.87,no_description
EL9930992,Elite Sport,blue,,,362.28,no_color_in_text
KSP10030,KEEPERsport,,,,361.66,no_description
U1099,uhlsport,black,,,360.6,no_color_in_text
R5070935-4949,reusch,black,,,360.04,no_color_in_text
UA1305519-002,Under Armour,black,,,359.27,no_color_in_text
ETS1000191_01,uhlsport,black,,,358.05,no_description
R3970237-583,reusch,yellow,,,356.61,no_color_in_text
ETS21022U_HPQ,Umbro,white,,,355.3,no_description
P041639-01,Puma,black,,,354.16,no_color_in_text
EL9930589,Elite Sport,black,,,350.24,no_color_in_text
R3970755-775,reusch,,,,348.81,no_description
ETS1011025_01,uhlsport,yellow,,,343.0,no_description
E722402,erima,white,,,342.73,no_color_in_text
U0189,uhlsport,grey,,,340.97,no_color_in_text
NCK4757-100,NIKE,white,white,white,339.3,found
NXT-PRO-CONTRA-B-HYL,One Glove,black,,,338.11,no_color_in_text
ETSFS0402_000,adidas,green,,,337.5,no_description
U0369-01,uhlsport,black,,,334.75,no_description
P041629-01,Puma,red,,,333.14,no_color_in_text
U1092-02,uhlsport,white,,,333.03,no_color_in_text
NCK4871-492,NIKE,blue,,,325.17,no_color_in_text
KS0KSP041282-01,Puma,,,,324.81,no_description
U1054-02,uhlsport,red,,,323.74,no_color_in_text
10372218_5670399_7080,reusch,black,,,323.16,no_color_in_text
NPGS262-696,NIKE,red,,,320.47,no_color_in_text
U1038,uhlsport,yellow,,,320.4,no_color_in_text
ETS5170909_1100,reusch,white,,,318.56,no_description
R3972510-588,reusch,yellow,,,318.55,no_description
ETS3970956_883,reusch,yellow,,,317.88,no_description
ETSGH1744_000,adidas,black,,,315.7,no_color_in_text
NGS3373-100,NIKE,white,,,311.1,no_color_in_text
U1085,uhlsport,red,,,309.53,no_color_in_text
P000041-REP,reusch,,,,307.1,no_description
ETS1011156_01,uhlsport,yellow,,,304.08,no_description
HO0520427,HO Soccer,black,,,300.96,no_description
ETSGS0371_060,NIKE,yellow,,,299.37,no_description
P041513-01,Puma,red,,,299.21,no_color_in_text
HO510850,HO Soccer,yellow,,,296.66,no_description
U1115,uhlsport,yellow,,,296.52,no_color_in_text
P041662-02,Puma,yellow,,,295.72,no_color_in_text
NCK4871-430,NIKE,blue,,,294.45,no_color_in_text
P000041-REC,reusch,,,,294.3,no_description
ETSGP8623_000,adidas,black,,,294.14,no_description
P000005-REO,reusch,,,,291.43,no_description
U1040,uhlsport,yellow,,,291.26,no_color_in_text
ETS1011172_001,uhlsport,yellow,,,290.86,no_color_in_text
ETS1000124_01,uhlsport,black,,,290.49,no_description
P000002-KEW,reusch,,,,287.55,no_description
R3770135-494,reusch,,,,286.65,no_description
P041664-02,Puma,yellow,,,284.62,no_color_in_text
HO510665,HO Soccer,black,,,283.24,no_description
P041474-21,Puma,red,,,282.44,no_color_in_text
ETSFS0406_000,adidas,green,,,281.63,no_description
HO51-0504,HO Soccer,brown,,,281.45,no_color_in_text
ETSGK3507_000,adidas,yellow,,,279.59,no_description
NXT-ADV-DOUBTK,One Glove,red,,,277.1,no_color_in_text
HO510853,HO Soccer,black,black,black,275.13,found
U1031,uhlsport,black,,,274.77,no_color_in_text
P041470-01,Puma,white,,,273.85,no_color_in_text
HO511101,HO Soccer,green,,,271.66,no_color_in_text
KSP10051,KEEPERsport,,,,270.84,no_description
NB00136,New Balance,red,,,270.14,no_description
EL9931869,Elite Sport,black,,,269.44,no_color_in_text
P000012-KEO,reusch,,,,267.25,no_description
8FP9927-MAGNC,reusch,,,,266.75,no_description
R5299212-1015,reusch,,,,266.39,no_description
ETSFS0403_000,adidas,green,,,266.39,no_color_in_text
P041477-21,Puma,red,,,263.63,no_color_in_text
ETS1000189_01,uhlsport,black,,,259.91,no_description
P041478-21,Puma,red,,,258.06,no_color_in_text
ETS1011053_002,uhlsport,,,,256.65,no_description
R3770956-494,reusch,blue,,,256.61,no_color_in_text
NCW2938-073,NIKE,black,silver,silver,255.17,found
R5072900-7083,reusch,black,,,254.87,no_description
ETS1000548_01,uhlsport,yellow,,,251.16,no_description
R5070320-7083,reusch,black,,,250.15,no_color_in_text
ETS2527_000,Derbystar,black,,,249.42,no_description
U0185,uhlsport,white,,,248.92,no_color_in_text
ETS5070961_000_2199,reusch,yellow,,,248.06,no_description
R3570102-770,reusch,,,,246.15,no_description
R3872812-290,reusch,black,,,245.49,no_description
ETS1011097_01,uhlsport,black,,,245.12,no_description
10322186_5570025_2025,reusch,yellow,,,243.57,no_description
ETS5170735_7700_2199,reusch,black,,,243.27,no_description
HO510785,HO Soccer,black,,,243.13,no_color_in_text
ETS21021U_HPQ,Umbro,white,,,241.63,no_description
HO511098,HO Soccer,green,,,240.91,no_color_in_text
NCK4760-100,NIKE,white,white,white,240.87,found
R5672210-7783,reusch,black,,,240.54,no_color_in_text
U0188,uhlsport,white,,,236.31,no_color_in_text
ETS1011168_02,uhlsport,black,,,236.03,no_color_in_text
10372043_JY6296_JY6296,adidas,blue,,,234.23,no_color_in_text
ETSCW5803_845,NIKE,orange,,,233.91,no_color_in_text
MP0005-REUSCH,reusch,,,,232.6,no_description
ETS5170230_4010,reusch,blue,,,232.16,no_description
P041628-01,Puma,red,,,228.57,no_color_in_text
NCK4810-100,NIKE,white,white,white,228.57,found
KS337-615,2XU,blue,,,227.79,no_description
U0137-02,uhlsport,yellow,,,227.28,no_description
ETS5170130_4010,reusch,blue,,,227.02,no_description
P000008-KEO,reusch,,,,226.91,no_description
HO510742,HO Soccer,pink,,,225.67,no_color_in_text
ETS5070235_7700,reusch,black,,,223.96,no_description
P040812-12,Puma,,,,223.29,no_description
ETS21106U_KE3,Umbro,black,,,222.44,no_description
R3770340-191,reusch,,,,221.78,no_description
ETSGM2361_000,adidas,blue,,,221.5,no_description
NGS3887-010,NIKE,black,,,221.31,no_color_in_text
RH1000-614,rehab,black,,,220.88,no_color_in_text
SGP151613,Sells Goalkeeper,blue,,,219.1,no_color_in_text
SGP151617,Sells Goalkeeper,white,,,218.69,no_color_in_text
ETS3672202_767,reusch,black,,,217.89,no_description
U1172-02,uhlsport,black,,,217.72,no_color_in_text
AFJ5989,adidas,white,,,214.43,no_color_in_text
R3670773-406,reusch,blue,,,214.3,no_color_in_text
P000002-WAB,reusch,,,,213.69,no_description
HO0515201IT,HO Soccer,green,,,211.99,no_description
ETS1011106_01,uhlsport,yellow,,,211.0,no_description
P041469-01,Puma,white,,,208.76,no_color_in_text
ETSGK3510_000,adidas,yellow,,,208.39,no_description
KSP041674-01,Puma,white,,,206.77,no_color_in_text
R3972593-7040,reusch,black,,,203.31,no_color_in_text
NPGS265-060,NIKE,grey,,,203.19,no_color_in_text
R5199451-4949,reusch,,,,202.64,no_description
R3970904-101,reusch,black,,,201.76,no_color_in_text
U1103,uhlsport,blue,,,201.63,no_color_in_text
R5070739-7052,reusch,yellow,,,198.9,no_color_in_text
HO0515133IT,HO Soccer,yellow,,,195.75,no_description
ADY2592,adidas,black,black,black,191.8,found
U1140-03,uhlsport,orange,,,191.14,no_color_in_text
U0161,uhlsport,blue,,,190.72,no_color_in_text
ETSFS0425_000,adidas,white,,,190.24,no_color_in_text
ETS041701_001,Puma,white,black,black,188.72,found
ACW5582,adidas,yellow,,,188.52,no_color_in_text
P041662-03,Puma,black,,,187.35,no_color_in_text
U0174,uhlsport,blue,,,185.99,no_color_in_text
NCK4899-440,NIKE,blue,,,184.34,no_color_in_text
HO0520473,HO Soccer,blue,,,182.7,no_description
ETSFS0409_000,adidas,black,,,182.53,no_color_in_text
UA1279429-731,Under Armour,yellow,,,182.08,no_color_in_text
ETSGS0356_043,NIKE,red,,,181.72,no_description
ETS041480_001,Puma,,,,179.29,no_description
ETS1011077_001,uhlsport,,,,178.93,no_description
NCW2940-073,NIKE,black,silver,silver,177.79,found
E7222007,erima,yellow,,,176.88,no_color_in_text
R5070900-7083,reusch,black,,,176.17,no_color_in_text
U1146,uhlsport,yellow,,,175.08,no_color_in_text
10271502_520242_000,HO Soccer,yellow,,,173.7,no_description
P041649-03,Puma,black,,,173.52,no_color_in_text
HO510749,HO Soccer,yellow,,,172.92,no_color_in_text
ETS2538_004,JAKO,white,,,172.86,no_description
P000008-KEOA2W,reusch,,,,171.96,no_description
R3870835-236,reusch,yellow,,,171.65,no_color_in_text
R5070808-7701,reusch,black,,,169.63,no_description
E7221902,erima,black,,,167.88,no_color_in_text
U1094,uhlsport,red,,,165.94,no_color_in_text
R3870235-296,reusch,orange,,,165.88,no_color_in_text
10322210_5570439_1126,reusch,black,,,164.52,no_description
R5070715-7700,reusch,black,,,164.52,no_color_in_text
RH1006-421,rehab,white,red,red/blue/white,163.95,found
EL9930008,Elite Sport,black,,,163.86,no_color_in_text
ETSFS0393_000,adidas,green,,,163.66,no_description
U1165-04,uhlsport,blue,,,160.28,no_color_in_text
R5070235-4949,reusch,yellow,,,159.07,no_description
SGP151618,Sells Goalkeeper,black,,,158.39,no_color_in_text
AFH7294,adidas,red,,,156.63,no_color_in_text
HO510635,HO Soccer,yellow,,,153.12,no_color_in_text
R3870237-296,reusch,blue,,,152.8,no_color_in_text
TAF0Q0Z02500,Erreà,black,,,152.34,no_color_in_text
ETSGS0371_410,NIKE,blue,,,151.66,no_description
U1009,uhlsport,yellow,,,151.55,no_description
ETS2523_000,Derbystar,grey,,,151.24,no_description
U1080,uhlsport,white,,,151.1,no_color_in_text
R3670822-783,reusch,red,,,150.67,no_description
EL993064,Elite Sport,yellow,,,149.88,no_color_in_text
ETS1000188_01,uhlsport,white,,,148.9,no_description
R3870955-296,reusch,orange,,,148.38,no_color_in_text
P041439-22,Puma,red,,,147.54,no_color_in_text
ETS3870130_290,reusch,blue,,,146.93,no_description
ETS1011165_02,uhlsport,black,,,144.96,no_color_in_text
ETS1000192_01,uhlsport,black,,,144.48,no_description
U1053-03,uhlsport,black,,,143.4,no_color_in_text
U1087,uhlsport,red,,,142.59,no_color_in_text
10373766_042124_02,Puma,blue,,,141.45,no_color_in_text
HO510663,HO Soccer,blue,,,140.94,no_color_in_text
ETSGM1621_000,adidas,blue,,,140.15,no_description
TFA2I1Z00310,Erreà,black,,,139.3,no_description
U1019,uhlsport,black,,,138.87,no_color_in_text
R3870993-296,reusch,blue,,,137.56,no_color_in_text
ETS3870954_296,reusch,blue,,,137.56,no_description
ETSSGP181913_000,Sells Goalkeeper,yellow,,,135.84,no_description
ETS3870450_121,reusch,white,,,133.96,no_description
ETSGI6378_000,adidas,white,,,133.35,no_description
P041440-22,Puma,red,,,132.41,no_color_in_text
P000008-MAG,reusch,,,,131.06,no_description
HO515009,HO Soccer,white,,,131.05,no_description
ADY2603,adidas,black,,,130.94,no_color_in_text
R3570263-777,reusch,,,,130.47,no_description
NGS3381-486,NIKE,white,,,129.36,no_color_in_text
U1073,uhlsport,blue,,,128.69,no_color_in_text
R3970912-1148,reusch,white,,,128.21,no_color_in_text
R3570970-777,reusch,,,,128.09,no_color_in_text
ETS1011062_001,uhlsport,grey,,,126.9,no_description
R3970235-583,reusch,yellow,,,126.75,no_color_in_text
ETSGS0382_043,NIKE,grey,,,125.37,no_description
ETS3870950_296,reusch,blue,,,125.08,no_description
ETS1011155_001,uhlsport,,,,124.94,no_description
SGP151640,Sells Goalkeeper,yellow,,,124.13,no_color_in_text
R5172510-4011,reusch,blue,,,124.11,no_description
HO510655,HO Soccer,white,,,123.93,no_color_in_text
U1058,uhlsport,grey,,,123.76,no_color_in_text
EL993024,Elite Sport,black,black,black,123.53,found
R3670906-767,reusch,black,,,122.6,no_color_in_text
U1155-02,uhlsport,black,,,122.56,no_color_in_text
U1056,uhlsport,grey,,,121.61,no_color_in_text
RH1006-041,rehab,red,,,121.31,no_description
P000012-REG,reusch,,,,120.92,no_description
UA1293142-731,Under Armour,yellow,,,120.8,no_color_in_text
R3872955-296,reusch,blue,,,120.68,no_color_in_text
R3470844-234,reusch,,,,116.35,no_description
R5160566-7783,reusch,black,,,116.09,no_description
HO0515173IT,HO Soccer,yellow,,,114.87,no_description
ETS2510_000,Derbystar,yellow,,,114.85,no_description
ETS3872230_296,reusch,blue,,,114.47,no_description
ETS510671_000,HO Soccer,,,,114.37,no_description
ETS041662_004,Puma,black,,,114.07,no_color_in_text
ETS1011109_001,uhlsport,white,,,113.36,no_description
R5070935-7041,reusch,black,,,112.87,no_description
ETS1011022_01,uhlsport,,,,112.71,no_description
R3870835-296,reusch,orange,,,112.28,no_color_in_text
U1065,uhlsport,yellow,,,112.26,no_color_in_text
EL9930534,Elite Sport,black,,,109.72,no_color_in_text
8FP9024-KEY,reusch,,,,109.67,no_description
U1071,uhlsport,blue,,,109.66,no_color_in_text
P041478-01,Puma,black,,,109.63,no_color_in_text
U0173,uhlsport,white,,,108.85,no_description
U1180,uhlsport,black,,,106.7,no_color_in_text
10294110_5470955_4411,reusch,,,,106.56,no_description
U0182-02,uhlsport,yellow,,,105.23,no_description
R5299211-1015,reusch,,,,104.92,no_description
ETS1000173_01,uhlsport,black,,,104.16,no_description
U1090,uhlsport,grey,,,103.98,no_color_in_text
P041627-05,Puma,yellow,,,103.94,no_color_in_text
R5070730-7052,reusch,yellow,,,103.53,no_color_in_text
U1176-01,uhlsport,yellow,,,103.24,no_color_in_text
ETS3870059_999,reusch,,,,103.17,no_description
P041477-01,Puma,black,,,102.84,no_color_in_text
ETS5070930_4949,reusch,yellow,,,102.71,no_description
R3899213-296,reusch,,,,102.46,no_description
10351386_042088_11,Puma,,,,102.02,no_color_in_text
P000031-REG,reusch,,,,101.83,no_description
E722401,erima,white,,,100.9,no_color_in_text
R3870135-296,reusch,orange,,,100.73,no_color_in_text
R3970835-583,reusch,yellow,,,100.71,no_color_in_text
UA1328414-001,Under Armour,black,,,100.09,no_color_in_text
U1050,uhlsport,grey,,,98.36,no_color_in_text
P000008-KEODEL,reusch,,,,98.28,no_description
U1067-02,uhlsport,red,,,97.5,no_color_in_text
R5070904-4949,reusch,blue,,,96.83,no_color_in_text
ETS1000554_01,uhlsport,yellow,,,96.27,no_description
ETS1011063_001,uhlsport,grey,,,95.85,no_description
ETS510669_000,HO Soccer,black,,,95.59,no_description
RH1000-601,rehab,grey,grey,grey/green,95.57,found
ETSFS0401_000,adidas,black,,,94.22,no_color_in_text
ETS21063U_HPQ,Umbro,white,,,93.22,no_description
ETS2554_024,JAKO,turquoise,,,92.63,no_description
R5070145-7700,reusch,black,,,92.59,no_color_in_text
8FP9041-KEO,reusch,,,,92.32,no_description
P000011-RAO,reusch,,,,92.23,no_description
U1051,uhlsport,grey,,,91.8,no_color_in_text
ETS3870993_296,reusch,,,,91.77,no_description
U0168,uhlsport,white,,,91.66,no_color_in_text
R3870935-296,reusch,orange,,,90.57,no_color_in_text
NGS0356-011,NIKE,black,,,88.74,no_color_in_text
U0155,uhlsport,blue,,,88.52,no_description
HO0520482,HO Soccer,black,,,88.26,no_description
R3870959-236,reusch,yellow,,,88.02,no_color_in_text
WA-5,Sells Goalkeeper,red,,,87.88,no_color_in_text
R5099351-7083,reusch,,,,87.62,no_description
R3970239-883,reusch,,,,87.4,no_description
ETS1011068_001,uhlsport,yellow,,,87.33,no_description
ETS1011173_001,uhlsport,yellow,,,87.29,no_description
NB00056,New Balance,green,,,86.8,no_description
R5270139-6006,reusch,blue,,,86.8,no_description
ETS1011127_01,uhlsport,yellow,,,86.38,no_description
ETS5070978_4959,reusch,blue,,,85.2,no_description
ETS1011118_01,uhlsport,,,,85.02,no_description
ETS1000163_01,uhlsport,red,,,84.35,no_description
R5099352-7083,reusch,,,,84.11,no_description
SGP1414,Sells Goalkeeper,white,,,83.96,no_color_in_text
HO510724,HO Soccer,green,,,83.51,no_color_in_text
ETS1011161_001,uhlsport,black,,,83.23,no_description
R3470902-233,reusch,,,,83.22,no_description
HO51116308,HO Soccer,yellow,yellow,yellow,82.54,found
ETS1000134_01,uhlsport,red,,,82.33,no_description
U1060-02,uhlsport,red,,,82.29,no_color_in_text
U1050-02,uhlsport,red,,,81.93,no_color_in_text
ETS5170000_2001,reusch,yellow,,,81.93,no_description
ETS041471_021,Puma,black,,,81.22,no_description
R5099353-2199,reusch,,,,81.02,no_description
ETSGH1745_000,adidas,black,,,80.29,no_description
R3770330-601,reusch,,,,78.89,no_description
NXT-PRO-CONTRA-W-NGT,One Glove,white,,,78.74,no_color_in_text
R3870239-296,reusch,blue,,,78.69,no_color_in_text
U0174-02,uhlsport,red,,,78.66,no_description
NCK4874-100,NIKE,white,,,78.5,no_description
ETS1011146_001,uhlsport,yellow,,,78.25,no_description
HO510807,HO Soccer,blue,,,77.7,no_color_in_text
HO510714,HO Soccer,green,,,77.59,no_color_in_text
HO0520480,HO Soccer,grey,,,76.14,no_description
HO510779,HO Soccer,orange,orange,orange,75.71,found
U1075,uhlsport,blue,,,74.88,no_color_in_text
EL9933580,Elite Sport,black,,,74.55,no_color_in_text
U1082-04,uhlsport,white,,,74.55,no_color_in_text
R3072815-210,reusch,,,,74.13,no_description
ETS041662_005,Puma,pink,,,73.91,no_color_in_text
HO0515202IT,HO Soccer,grey,,,73.87,no_description
NXT-PRO-CONTRA-B-NGT,One Glove,black,,,73.73,no_color_in_text
P041470-03,Puma,blue,,,72.48,no_color_in_text
8FP9041-KEA,reusch,,,,71.23,no_description
U0163,uhlsport,red,,,71.19,no_description
U1021-03,uhlsport,yellow,yellow,yellow,71.19,found
R5070963-2199,reusch,yellow,,,70.78,no_color_in_text
EL9931340,Elite Sport,green,,,70.41,no_color_in_text
ADY2598,adidas,black,,,69.7,no_color_in_text
ETSGK3505_000,adidas,yellow,,,69.12,no_description
AFN1485,adidas,black,,,68.25,no_color_in_text
ETS1011125_01,uhlsport,yellow,,,68.0,no_description
ETS041475_001,Puma,white,,,66.26,no_description
R3870059-999,reusch,black,,,66.14,no_color_in_text
ABS1533,adidas,yellow,,,65.57,no_color_in_text
P000008-KEODUO,reusch,,,,65.53,no_description
SGP151609,Sells Goalkeeper,white,,,65.53,no_color_in_text
P000009-REC,reusch,,,,65.5,no_description
ETSGS3884_100,NIKE,,,,65.18,no_description
ETS1000161_01,uhlsport,black,,,65.08,no_description
HO510676,HO Soccer,,,,65.04,no_color_in_text
EL993170,Elite Sport,yellow,yellow,yellow,64.71,found
R5070938-7083,reusch,black,,,64.51,no_color_in_text
RH1000-107,rehab,red,,,63.69,no_color_in_text
U0171-02,uhlsport,,,,63.68,no_description
ETS1000129_01,uhlsport,red,,,63.08,no_description
ETSFS0398_000,adidas,green,,,63.04,no_color_in_text
R3870958-236,reusch,yellow,,,63.03,no_color_in_text
ETS2536_01,JAKO,red,,,62.45,no_description
ETS3670200_767,reusch,black,,,61.48,no_description
ETSGS0387_430,NIKE,white,,,60.78,no_description
U1014,uhlsport,red,,,60.5,no_color_in_text
ETS1011034_01,uhlsport,black,,,60.42,no_description
P041472-01,Puma,white,,,60.16,no_color_in_text
EL993160,Elite Sport,white,blue,blue,59.02,found
NPGS267-696,NIKE,red,,,59.02,no_color_in_text
UA1279427-001,Under Armour,yellow,,,59.02,no_description
ETS3870959_236,reusch,,,,58.98,no_description
ETS5172239_4010,reusch,blue,,,58.96,no_description
ETS2678_000,Derbystar,white,,,58.48,no_description
HO510619,HO Soccer,yellow,,,57.31,no_color_in_text
HO0520103,HO Soccer,yellow,,,56.25,no_description
WA-4,Sells Goalkeeper,white,,,55.33,no_color_in_text
SGP1438,Sells Goalkeeper,,,,55.32,no_description
U1053-02,uhlsport,red,,,54.84,no_color_in_text
P041216-32,Puma,black,,,54.84,no_color_in_text
SGP151622,Sells Goalkeeper,blue,,,53.41,no_color_in_text
NCK4871-644,NIKE,red,red,red,53.28,found
ETS1011074_001,uhlsport,,,,53.28,no_description
HO0510837,HO Soccer,yellow,,,53.19,no_description
AFP7919,adidas,white,,,53.03,no_color_in_text
ETS5070005_4949,reusch,,,,52.9,no_description
10372217_5670206_1089,reusch,white,,,52.56,no_color_in_text
ETSGI6382_000,adidas,black,,,52.36,no_description
U1126,uhlsport,yellow,,,52.35,no_description
ETS1011011_01,uhlsport,,,,51.13,no_description
HO510731,HO Soccer,black,,,51.07,no_color_in_text
ETSGS3376_100,NIKE,white,,,50.67,no_description
P041632-01,Puma,red,,,50.38,no_color_in_text
NGS3373-490,NIKE,blue,,,49.52,no_color_in_text
EL9932149,Elite Sport,black,,,49.48,no_color_in_text
EL993007,Elite Sport,white,,,49.18,no_color_in_text
EL993012,Elite Sport,white,,,49.18,no_color_in_text
