Marke,ParentSKU,ProductName,Revenue_total,Kategorie_Code,Kategorie,MCP_Name,MCP_Type,MCP_Brand,MCP_Color_keys,MCP_Color_labels,MCP_Collection,MCP_Gender,MCP_Sleeve_length,MCP_Pants_cut,MCP_Padding,MCP_Fit,MCP_Leg_type,MCP_Neckline,MCP_Feature_textile,MCP_Mesh_inset,MCP_Extra,MCP_resolved
erima,E3151802,Erima Rio 2.0 Short,325.31,1002,Torwarthosen,Erima Rio 2.0 Short,configurable,erima,orange,Orange,,Herren,,short,,,,,"comfortable, lightweight, sweat-management, durability",,drawstring,true
NIKE,N869628-719,Nike Promo GK-Short (yellow),324.33,1002,Torwarthosen,Nike Promo GK-Short (yellow),configurable,NIKE,yellow,Gelb,,,,short,,,,,,,,true
adidas,AJ5885,adidas Parma 16 Short Kids,323.59,1002,Torwarthosen,adidas Parma 16 Short Kids,configurable,adidas,yellow,Gelb,,,,short,,normal,wide,,"breathability, comfortable, individual-fit, lightweight, sweat-management, elasticity, climalite, durability",,drawstring,true
uhlsport,U3805-01,Uhlsport Division II Shirt s/s,320.87,1001,Torwarttrikots,Uhlsport Division II Shirt s/s,configurable,uhlsport,"black, white","Schwarz, Weiß",,"Herren, Damen",short-sleeve,short,,loose,,round-neck,"breathability, comfortable, lightweight, sweat-management",,,true
HO Soccer,HO50-5555,HO Soccer Trouser,317.85,1002,Torwarthosen,HO Soccer Trouser,configurable,HO SOCCER,,,,,,long,with-padding,,,,,,,true
adidas,ACV6352,adidas AdiPro 18 Torwarttrikot langarm,306.71,1001,Torwarttrikots,adidas AdiPro 18 GK-Shirt l/s,configurable,adidas,"white, green","Weiß, Grün",,Herren,long-sleeve,long,,,,,,,,true
KEEPERsport,KS60062K-906,KEEPERsport PP AntiAbrasion Hose Kids S,305.27,1002,Torwarthosen,KEEPERsport Underpants PowerPadded AntiAbrasion Kids,configurable,KEEPERsport,black,Schwarz,KEEPERsport PowerPadded,,,long,hip,,,,,,,true
KEEPERsport,KS204J,KEEPERsport GK Pants Panther 3/4 Junior,304.8,1002,Torwarthosen,KEEPERsport GK Pants BasicPadded 3/4 Jun Panther,configurable,KEEPERsport,black,Schwarz,KEEPERsport Panther,,,three-quarter,with-padding,,,,,,,true
Derbystar,ETS6673_200,Derbystar Manu Torwarthose Schwarz F200,303.57,1002,Torwarthosen,Derbystar Manu GK-Pants,configurable,Derbystar,black,Schwarz,,"Herren, Damen",,,"hip, knee",normal,zipper,,"breathability, comfortable, sweat-management, cushioning, hold",,,true
KEEPERsport,KS611-032,KEEPERsport GK Set Panther Promo,303.3,1009,Torwartset,,,,,,,,,,,,,,,,,false
Derbystar,ETS6677_200,Derbystar Uwe Torwarthose Short Schwarz,302.14,1002,Torwarthosen,Derbystar Uwe GK-Pants Short,configurable,Derbystar,black,Schwarz,,Herren,,,hip,loose,,,"breathability, comfortable, sweat-management, protection",,,true
adidas,AZ5395,adidas Revigo 17 Torwarttrikot Grün Wei,300.43,1001,Torwarttrikots,adidas Revigo 17 GK-Shirt,configurable,adidas,"white, green","Weiß, Grün",,Herren,long-sleeve,short,,normal,,v-neck,"breathability, lightweight, sweat-management",,,true
adidas,ETSGJ7683,adidas Condivo 21 Torwartshort Kids Ora,292.98,1002,Torwarthosen,adidas Condivo GK 21 Short Jun. (orange),configurable,adidas,orange,Orange,,,,,,,,,,,,true
Erreà,TU250L0-040/L,Erreà Ermes Sottomaglia (verde),291.62,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
adidas,AFI4578,adidas Condivo 20 Short,279.23,1002,Torwarthosen,adidas Condivo 20 Short,configurable,adidas,"yellow, blue","Gelb, Blau",,Herren,,short,,,,,"breathability, lightweight, sweat-management, climalite",,,true
adidas,ADP3139,adidas AdiPro 19 GK-Shirt l/s,278.95,1001,Torwarttrikots,adidas AdiPro 19 GK-Shirt l/s,configurable,adidas,blue,Blau,,Herren,long-sleeve,long,,,,round-neck,"breathability, comfortable, sweat-management",,,true
NIKE,N919785-547,Nike Promo Torwartshort Lila F547,277.14,1002,Torwarthosen,Nike Promo GK-Shorts,configurable,NIKE,purple,purple,,Herren,,short,,loose,,,"comfortable, individual-fit, lightweight, sweat-management, durability, dri-fit",,drawstring,true
NIKE,N869628-406,Nike Promo GK-Short (blue),275.74,1002,Torwarthosen,Nike Promo GK-Short (blue),configurable,NIKE,blue,Blau,,,,short,,,,,,,,true
NIKE,N894512-719,Nike Gardien II Torwarttrikot kurzarm G,273.74,1001,Torwarttrikots,Nike Gardien II GK-Shirt s/s,configurable,NIKE,yellow,Gelb,,Herren,short-sleeve,short,,,,v-neck,,,,true
HO Soccer,HO0505555,HO Soccer Pant Full Logo,264.33,1002,Torwarthosen,HO Soccer Pant Full Logo,configurable,HO SOCCER,,,,,long-sleeve,long,with-padding,,,,,,,true
Puma,P703453-05,PUMA FINAL evoKNIT Torwarttrikot Grün W,263.24,1001,Torwarttrikots,PUMA FINAL evoKNIT GK-Shirt,configurable,PUMA,"white, green","Weiß, Grün",,Herren,short-sleeve,short,,tight,,round-neck,drycell,laterally,,true
uhlsport,ETS1005618_01,Uhlsport Anatomic Torwarthose F01,262.85,1002,Torwarthosen,,,,,,,,,,,,,,,,,false
KEEPERsport,KS210-048,KEEPERsport GK Undershorts Eagle (grey),261.63,1005,Torwart Unterziehhosen,KEEPERsport GK Undershorts Eagle (grey),configurable,KEEPERsport,grey,Grau,,,,short,,,,,,,,true
adidas,AZ5396,adidas Revigo 17 Torwarttrikot Gelb Grü,258.96,1001,Torwarttrikots,adidas Revigo 17 GK-Shirt,configurable,adidas,"yellow, green","Gelb, Grün",,Herren,long-sleeve,long,,normal,,v-neck,"breathability, lightweight, sweat-management",,,true
Hummel,ETS131198_2001,Hummel Torwarthose Basic gepolstert Kid,257.83,1002,Torwarthosen,Hummel GK-Pants Basic Kids,configurable,Hummel,"black, white","Schwarz, Weiß",,,,,,,,,,,,true
NIKE,N725887-100,Nike Park II Knit (white),255.89,1002,Torwarthosen,Nike Park II Short,configurable,NIKE,white,Weiß,,,,short,,thin,wide,,"breathability, comfortable, lightweight, sweat-management",general,drawstring,true
Erreà,TUM0B0L1200/S,Erreà Daryl sottomaglia lupetto,255.76,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
KEEPERsport,KS210-315,KEEPERsport Undershorts Eagle (green),255.24,1005,Torwart Unterziehhosen,KEEPERsport Undershorts Eagle (green),configurable,KEEPERsport,green,Grün,,,,short,,,,,,,,true
KEEPERsport,KS417-615,KEEPERsport GK Undershirt Tiger 3/4 LTD,251.5,1004,Torwart Unterziehshirts,KEEPERsport GK Undershirt Tiger 3/4 LTD,configurable,KEEPERsport,blue,Blau,,,,three-quarter,with-padding,,,,,,,true
KEEPERsport,KS430-456,KEEPERsport GK Shirt GuKra5 l/s (blue),250.28,1001,Torwarttrikots,KEEPERsport GK Shirt GuKra5 l/s (blue),configurable,KEEPERsport,blue,Blau,KEEPERsport GuKra,,,long,,,,,,,,true
KEEPERsport,KS613-615,KEEPERsport GK Set Eagle s/s (blue),247.91,1009,Torwartset,KEEPERsport GK Set Eagle s/s (blue),configurable,KEEPERsport,blue,Blau,KEEPERsport Eagle,,,short,,,,,,,,true
adidas,ETSFT1454_000,adidas Tierro Torwartshort Schwarz,245.57,1002,Torwarthosen,,,,,,,,,,,,,,,,,false
HO Soccer,HO506044-16,HO SOCCER Covenant ElbowPad (lime),245.14,1009,Torwartset,HO SOCCER Covenant ElbowPad,configurable,HO SOCCER,yellow,Gelb,,,,,,,,,,,,true
NIKE,N869626-406,Nike Promo GK-Jersey l/s (blue),244.52,1001,Torwarttrikots,Nike Promo GK-Jersey l/s (blue),configurable,NIKE,blue,Blau,,,,long,,,,,,,,true
NIKE,ETSCJ6072_702,Nike Dri-FIT Park IV TW-Shirt langarm K,244.0,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
KEEPERsport,KS431-999,KEEPERsport Shirt Eagle (black/orange),243.27,1001,Torwarttrikots,KEEPERsport GK Shirt Eagle s/s (black/orange),configurable,KEEPERsport,"black, orange","Schwarz, Orange",,,short-sleeve,short,,,,,,,,true
adidas,ACV6351,adidas AdiPro 18 GK-Shirt l/s,240.3,1001,Torwarttrikots,adidas AdiPro 18 GK-Shirt l/s,configurable,adidas,"yellow, grey","Gelb, Grau",adidas AdiPro,Herren,long-sleeve,long,,,,v-neck,,,,true
erima,E4141806,Erima Elemental Torwarttrikot Orange Bl,240.03,1001,Torwarttrikots,Erima Elemental GK-Shirt,configurable,erima,"blue, orange","Blau, Orange",,Herren,long-sleeve,long,with-padding,,,round-neck,"breathability, lightweight, sweat-management",,,true
NIKE,N919771-719,Nike Gardien II Promo Torwarttrikot lan,237.39,1001,Torwarttrikots,Nike Promo GK-Shirt l/s,configurable,NIKE,"yellow, black","Gelb, Schwarz",Nike promo,Herren,long-sleeve,long,,normal,,round-neck,"breathability, comfortable, lightweight, sweat-management, durability, dri-fit, cooling",laterally,,true
NIKE,N480050-010,Nike Padded Goalie Pant Torwarthose lan,236.46,1002,Torwarthosen,Nike Padded Goalie GK-Pants,configurable,NIKE,black,Schwarz,,Herren,,long,with-padding,,,,,,,true
Erreà,TU250L0-012/S,Erreà Ermes Sottomaglia (nero),235.75,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
NIKE,NCI1028-719,Nike Promo TW-Trikot kurzarm Gelb F719,235.15,1001,Torwarttrikots,Nike Promo GK-Shirt s/s,configurable,NIKE,yellow,Gelb,Nike promo,Herren,short-sleeve,short,,,,round-neck,"breathability, comfortable, lightweight, sweat-management",,,true
uhlsport,ETS1005617_01,Uhlsport Standard Torwarthose Schwarz F,235.02,1002,Torwarthosen,,,,,,,,,,,,,,,,,false
NIKE,N898043-398,Nike Gardien II Torwarttrikot langarm G,233.64,1001,Torwarttrikots,Nike Gardien II GK-Shirt l/s,configurable,NIKE,"green, pink","Grün, Pink",,Herren,long-sleeve,long,,,,round-neck,,,,true
NIKE,NCI1041-739,Nike Promo TW-Short Gold F739,230.71,1002,Torwarthosen,Nike Promo TW-Short,configurable,NIKE,gold,gold,,Herren,,short,,,,,"breathability, comfortable, lightweight, sweat-management, cooling",,drawstring,true
Hummel,ETS031198_2001,Hummel Torwarthose Basic gepolstert Sch,225.64,1002,Torwarthosen,Hummel GK-Pants Basic,configurable,Hummel,"black, white","Schwarz, Weiß",,Herren,,long,"hip, knee",,,,,,,true
Erreà,TU250L0-020/L,Erreà Ermes Sottomaglia (rosso),224.75,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
KEEPERsport,KS210-002,KEEPERsport Undershorts Eagle (yellow),220.73,1005,Torwart Unterziehhosen,KEEPERsport Undershorts Eagle (yellow),configurable,KEEPERsport,yellow,Gelb,,,,short,,,,,,,,true
KEEPERsport,KS613-023,KEEPERsport GK Set GuKra4 Camo,220.54,1009,Torwartset,,,,,,,,,,,,,,,,,false
HO Soccer,HO506044-03,HO SOCCER Covenant ElbowPad (blue),219.21,1009,Torwartset,HO SOCCER Covenant ElbowPad,configurable,HO SOCCER,blue,Blau,,,,,,,,,,,,true
uhlsport,ETS1005203_002,Uhlsport Offense 23 Torwartset Kids LA,219.07,1001,Torwarttrikots,uhlsport Offense 23 GK-Set Kids LA,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,,long-sleeve,long,"elbow, hip, knee",,tight,round-neck,"breathability, comfortable, lightweight, sweat-management, durability, cushioning",,drawstring,true
KEEPERsport,KS424-023,KEEPERsport GK Undershirt Eagle Camo,217.55,1004,Torwart Unterziehshirts,KEEPERsport GK Undershirt Eagle Camo,configurable,KEEPERsport,green,Grün,,,,long,,,,,,,,true
HO Soccer,HO0505581,HO SOCCER Underwear Protek Short,216.9,1005,Torwart Unterziehhosen,HO SOCCER Underwear Protek Short,configurable,HO SOCCER,,,,,short-sleeve,short,,,,,,,,true
Erreà,TU250L0-030/S,Erreà Ermes Sottomaglia (giallo),216.36,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
NIKE,NCI1028-406,Nike Promo TW-Trikot kurzarm Blau F406,213.67,1001,Torwarttrikots,Nike Promo GK-Shirt s/s,configurable,NIKE,blue,Blau,Nike promo,Herren,short-sleeve,short,,,,round-neck,"breathability, comfortable, lightweight, sweat-management",,,true
KEEPERsport,KS01KS215,KEEPERsport GK Pant 3/4 Eagle REGskin,212.38,1002,Torwarthosen,KEEPERsport GK Pant 3/4 Eagle REGskin,configurable,KEEPERsport,,,,,,,,,,,,,,true
adidas,ADP3137J,adidas AdiPro 19 Torwarttrikot lang Kid,212.16,1001,Torwarttrikots,adidas AdiPro 19 Jersey Jun. (green),configurable,adidas,green,Grün,,,,long,,,,,,,,true
Erreà,TDP0A0Z-012/L,Erreà Orfeo Sottopantaloncino,211.87,1005,Torwart Unterziehhosen,,,,,,,,,,,,,,,,,false
reusch,R3818530_7700,Reusch CS Femur Short Padded,211.06,1002,Torwarthosen,Reusch CS Femur Short Padded JUNIOR,configurable,REUSCH,black,Schwarz,,,,,,,,,,,,true
NIKE,NCI1028-043,Nike Promo TW-Trikot kurzarm Grau F043,210.07,1001,Torwarttrikots,Nike Promo GK-Shirt s/s,configurable,NIKE,grey,Grau,Nike promo,Herren,short-sleeve,short,,,,round-neck,"breathability, comfortable, lightweight, sweat-management",,,true
Erreà,TU250L0-040/S,Erreà Ermes Sottomaglia (verde),205.2,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
adidas,ADP3138,adidas AdiPro 19 Torwarttrikot langarm,202.98,1001,Torwarttrikots,adidas AdiPro 19 GK-Shirt l/s,configurable,adidas,black,Schwarz,,Herren,long-sleeve,long,,,,round-neck,"breathability, comfortable, sweat-management",,,true
KEEPERsport,KS202,KEEPERsport GK Pants Eagle 3/4,201.58,1002,Torwarthosen,KEEPERsport GK Pants Eagle 3/4,configurable,KEEPERsport,black,Schwarz,KEEPERsport Eagle,,,three-quarter,,,,,,,,true
NIKE,ETS588418_739,Nike Park Goalie II Torwarttrikot Gelb,201.19,1001,Torwarttrikots,Nike Park Goalie II GK-Shirt,configurable,NIKE,"yellow, black","Gelb, Schwarz",,Herren,long-sleeve,,elbow,,,round-neck,"breathability, lightweight, sweat-management, dri-fit",,,true
NIKE,N869628-547,Nike Promo GK-Short (purple),200.51,1002,Torwarthosen,Nike Promo GK-Short (purple),configurable,NIKE,violet,Violett,,,,short,,,,,,,,true
adidas,AFI4553,adidas Regista 20 Shirt s/s,200.33,1001,Torwarttrikots,adidas Regista 20 Shirt s/s,configurable,adidas,"black, white","Schwarz, Weiß",,Herren,,short,,,,v-neck,"breathability, lightweight, sweat-management",,,true
Erreà,TU250L0-009/S,Erreà Ermes Sottomaglia (blu scuro),199.79,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
adidas,AZ5399,adidas Assita 17 Torwarttrikot Blau Wei,197.7,1001,Torwarttrikots,adidas Assita 17 GK-Shirt,configurable,adidas,"white, blue","Weiß, Blau",,Herren,long-sleeve,long,"with-padding, elbow",,,round-neck,"breathability, sweat-management",,,true
adidas,ABK0348,adidas Tiro 17 Training Pants,195.15,1002,Torwarthosen,adidas Tiro 17 Training Pants,configurable,adidas,"black, white","Schwarz, Weiß",adidas Tiro,Herren,,long,,tight,tight,,"breathability, comfortable, lightweight, sweat-management",,,true
Erreà,TU250L0-070/L,Erreà Ermes Sottomaglia (blu),193.59,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
NIKE,N588441-803,Nike Park Goalie II Torwarttrikot Kids,193.53,1001,Torwarttrikots,Nike Park Goalie II GK-Shirt Kids,configurable,NIKE,"black, orange","Schwarz, Orange",NIKE Park,,long-sleeve,long,"with-padding, elbow",,,round-neck,"breathability, lightweight, sweat-management, dri-fit",,,true
uhlsport,ETS1005642_01,Uhlsport Bionikframe Tank Top Schwarz F,192.87,1001,Torwarttrikots,uhlsport Bionikframe Tank Top,configurable,uhlsport,black,Schwarz,,Herren,sleeveless,,,tight,,round-neck,"comfortable, elasticity, durability",,,true
KEEPERsport,KS430-315,KEEPERsport Shirt GuKra5 (green),192.75,1001,Torwarttrikots,KEEPERsport Shirt GuKra5 (green),configurable,KEEPERsport,green,Grün,KEEPERsport GuKra,,,long,,,,,,,,true
erima,ETS4090701_000,Erima Torwartshort Hose kurz Schwarz,192.57,1002,Torwarthosen,Erima GK-Shorts Pants,configurable,erima,black,Schwarz,,Herren,,,hip,normal,,,"breathability, comfortable, sweat-management, durability, cushioning",,,true
Puma,P703442-08,PUMA LIGA Torwarttrikot Blau Schwarz F0,189.7,1001,Torwarttrikots,PUMA LIGA GK-Shirt,configurable,PUMA,"black, blue","Schwarz, Blau",,Herren,long-sleeve,long,,normal,,round-neck,drycell,laterally,,true
KEEPERsport,KS431-064,KEEPERsport GK Shirt Eagle s/s (orange),188.95,1001,Torwarttrikots,KEEPERsport GK Shirt Eagle s/s (orange),configurable,KEEPERsport,orange,Orange,,,,short,,,,,,,,true
Puma,P702089-36,PUMA Stadium GK Shirt Torwarttrikot Ora,188.29,1001,Torwarttrikots,PUMA Stadium GK Shirt GK-Shirt,configurable,PUMA,"orange, grey","Orange, Grau",,Herren,,long,,,,,,,,true
HO Soccer,HO50-5564,HO Soccer Logo pantaloncino,187.27,1002,Torwarthosen,HO Soccer Logo pantaloncino,configurable,HO SOCCER,black,Schwarz,,,,short,with-padding,,,,,,,true
adidas,AZ5388,adidas Revigo 17 Torwarttrikot Kids Rot,186.29,1001,Torwarttrikots,adidas Revigo 17 GK-Shirt Kids,configurable,adidas,"red, white","Rot, Weiß",,,long-sleeve,long,with-padding,tight,,round-neck,"breathability, lightweight, sweat-management, durability",,,true
KEEPERsport,KS613-032,KEEPERsport GK Set GuKra4 l/s,184.63,1009,Torwartset,KEEPERsport GK Set GuKra4 l/s,configurable,KEEPERsport,"black, blue","Schwarz, Blau",,,,long,,,,,,,,true
adidas,ABK5439,adidas Tiro 17 Shirt s/s,184.48,1001,Torwarttrikots,adidas Tiro 17 Shirt s/s,configurable,adidas,"white, blue","Weiß, Blau",,Herren,short-sleeve,short,,normal,,v-neck,"breathability, lightweight, sweat-management, climacool",,,true
reusch,R5014500-7701,REUSCH RAINCOAT PADDED,182.75,1003,Torwart Trainingsoberteile,REUSCH RAINCOAT PADDED,configurable,REUSCH,black,Schwarz,,,,long,with-padding,,,,,,,true
Under Armour,UA1268260,Under Armour Alter Ego Iron Man s/s,180.86,1004,Torwart Unterziehshirts,Under Armour Iron Man Competition Shortsleeve,configurable,UNDER ARMOUR,,,UNDER ARMOUR Alter Ego,,,short,,,,,,,,true
NIKE,NBV6863-329,Nike League Knit II Short Kids,178.68,1002,Torwarthosen,Nike League Knit II Short Kids,configurable,NIKE,"black, green","Schwarz, Grün",,,,short,,thin,,,"breathability, comfortable, lightweight, sweat-management, elasticity, durability, dri-fit",,drawstring,true
KEEPERsport,KS422-034,KEEPERsport GK Shirt GuKra4 s/s (blue),177.15,1001,Torwarttrikots,KEEPERsport GK Shirt GuKra4 s/s (blue),configurable,KEEPERsport,blue,Blau,,,,short,,,,,,,,true
adidas,AM62095,Adidas Promo GK-Jersey s/s (yellow),172.87,1001,Torwarttrikots,Adidas Promo GK-Jersey s/s (yellow),configurable,adidas,yellow,Gelb,,,,short,,,,,,,,true
uhlsport,ETS1005616_02,Uhlsport Score Torwartset Rot Grau F02,171.4,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
Hummel,ETS205280_6102,Hummel Core GK Torwarttrikotset Grün F6,171.36,1001,Torwarttrikots,Hummel Core GK Torwarttrikotset,configurable,Hummel,"black, green","Schwarz, Grün",,Herren,long-sleeve,,,,wide,,"breathability, comfortable, lightweight, sweat-management",,,true
NIKE,N919785-719,Nike Promo Torwartshort Gelb F719,169.61,1002,Torwarthosen,Nike Promo GK-Shorts,configurable,NIKE,yellow,Gelb,,Herren,,short,,loose,,,"comfortable, individual-fit, lightweight, sweat-management, durability, dri-fit",,drawstring,true
NIKE,ETSCJ6072_010,Nike Dri-FIT Park IV TW-Shirt langarm K,169.08,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
NIKE,N894516-398,Nike Park III Goalie GK-Shirt Kids,167.96,1001,Torwarttrikots,Nike Park III Goalie GK-Shirt Kids,configurable,NIKE,"black, green","Schwarz, Grün",NIKE Park,,long-sleeve,long,,,,round-neck,"breathability, lightweight, sweat-management, durability",,,true
Erreà,TFS0A0L02500,Errea Spyder 3.0 Set (schwarz/weiß),166.97,1001,Torwarttrikots,Errea Spyder 3.0 Set (schwarz/weiß),configurable,Errea,,,,,,long,,,,,,,,true
adidas,AZ5401,adidas Assita 17 Torwarttrikot Schwarz,166.3,1001,Torwarttrikots,adidas Assita 17 GK-Shirt,configurable,adidas,black,Schwarz,,Herren,long-sleeve,long,"with-padding, elbow",,,round-neck,"breathability, sweat-management",,,true
KEEPERsport,KS460-024,keeperBATTLE Hoodie (black),166.26,1003,Torwart Trainingsoberteile,keeperBATTLE Hoodie (black),configurable,KEEPERsport,,,,,,,,,,,,,,true
JAKO,ETS8939K_08,JAKO Striker Torwartshort Kids Schwarz,165.5,1002,Torwarthosen,JAKO Striker GK-Shorts Kids,configurable,Jako,black,Schwarz,,,,,hip,,tight,,,,drawstring,true
NIKE,N869626-547,Nike Promo GK-Jersey l/s (purple),163.86,1001,Torwarttrikots,Nike Promo GK-Jersey l/s (purple),configurable,NIKE,violet,Violett,,,,long,,,,,,,,true
Puma,P702089-35,PUMA Stadium GK Shirt Torwarttrikot Gra,163.75,1001,Torwarttrikots,PUMA Stadium GK Shirt GK-Shirt,configurable,PUMA,"orange, grey","Orange, Grau",,Herren,,long,,,,,,,,true
uhlsport,U5204-14,uhlsport Offense 23 Torwartset KA Orang,162.64,1001,Torwarttrikots,uhlsport Offense 23 GK-Set KA,configurable,uhlsport,"black, orange","Schwarz, Orange",,,long-sleeve,short,"with-padding, elbow, hip, knee",,tight,round-neck,"breathability, comfortable, individual-fit, lightweight, sweat-management, durability, cushioning",,drawstring,true
KEEPERsport,KS431-002,KEEPERsport Shirt Eagle (fluoyellow),162.2,1001,Torwarttrikots,KEEPERsport Shirt Eagle (fluoyellow),configurable,KEEPERsport,yellow,Gelb,,,,short,,,,,,,,true
KEEPERsport,KS422-001,KEEPERsport GK Shirt GuKra4 s/s (white),162.19,1001,Torwarttrikots,KEEPERsport GK Shirt GuKra4 s/s (white),configurable,KEEPERsport,white,Weiß,,,,short,,,,,,,,true
KEEPERsport,KS01KS411-11,KEEPERsport Jersey GuKra3 s/s,162.1,1001,Torwarttrikots,KEEPERsport Jersey GuKra3 s/s,configurable,KEEPERsport,,,,,,,,,,,,,,true
uhlsport,U5527-01,Uhlsport Anatomic Torwart Longshorts F0,161.86,1002,Torwarthosen,uhlsport Anatomic Goalkeeper 3/4,configurable,uhlsport,black,Schwarz,,Herren,,three-quarter,with-padding,,,,,,,true
erima,ETS4090701K_000,Erima Torwartshort Hose kurz Kids Schwa,160.23,1002,Torwarthosen,Erima GK-Shorts Pants Kids,configurable,erima,black,Schwarz,,,,,hip,normal,,,"breathability, comfortable, sweat-management, durability, cushioning",,,true
uhlsport,ETS1005612K_07,Uhlsport Tower Torwartshirt Langarm Kid,160.21,1001,Torwarttrikots,uhlsport Tower Torwartshirt l/s Kids,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,,long-sleeve,,,,,round-neck,,,,true
Puma,P703455-07,PUMA FINAL evoKNIT Torwartshort Gelb Sc,159.75,1002,Torwarthosen,PUMA FINAL evoKNIT GK-Shorts,configurable,PUMA,"yellow, black","Gelb, Schwarz",,Herren,,short,,,,,drycell,,,true
uhlsport,U5611-02,Uhlsport Eliminator Torwarttrikot langa,158.33,1001,Torwarttrikots,uhlsport Eliminator GK-Shirt l/s,configurable,uhlsport,"white, blue","Weiß, Blau",uhlsport Eliminator,Herren,long-sleeve,long,,normal,,v-neck,"breathability, lightweight, sweat-management, durability",,,true
uhlsport,ETS1002146_08,Uhlsport Score Ziptop Sweatshirt Blau G,156.14,1003,Torwart Trainingsoberteile,uhlsport Score Ziptop Sweatshirt,configurable,uhlsport,"yellow, blue","Gelb, Blau",,Herren,long-sleeve,,,tight,,stand-up-collar,comfortable,,,true
adidas,AZ5393,adidas Revigo 17 Torwarttrikot Weiss Sc,155.74,1001,Torwarttrikots,adidas Revigo 17 GK-Shirt,configurable,adidas,"black, white","Schwarz, Weiß",,Herren,long-sleeve,long,,normal,,v-neck,"breathability, lightweight, sweat-management",,,true
Erreà,TU750L-01/S,Erreà Polaris Sottomaglia,155.47,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
uhlsport,U2146-07,Uhlsport Score Ziptop Sweatshirt Schwar,154.31,1003,Torwart Trainingsoberteile,uhlsport Score Ziptop Sweatshirt,configurable,uhlsport,"yellow, black","Gelb, Schwarz",,Herren,long-sleeve,,,tight,,stand-up-collar,comfortable,,,true
HO Soccer,HO50-5038-21,HO Soccer completo portiere (fucsia),153.97,1009,Torwartset,HO Soccer completo portiere (fucsia),configurable,HO SOCCER,,,,,,short,,,,,,,,true
Puma,P703453-07,PUMA FINAL evoKNIT Torwarttrikot Gelb S,153.21,1001,Torwarttrikots,PUMA FINAL evoKNIT GK-Shirt,configurable,PUMA,"yellow, black","Gelb, Schwarz",,Herren,short-sleeve,short,,tight,,round-neck,drycell,laterally,,true
uhlsport,U2056-01,Uhlsport Protection Underwear Shirt LS,153.02,1004,Torwart Unterziehshirts,,,,,,,,,,,,,,,,,false
KEEPERsport,KS212J,KEEPERsport TW-Unterziehhose Tiger Kids,152.88,1005,Torwart Unterziehhosen,KEEPERsport Undershorts Tiger Kids,configurable,KEEPERsport,"black, white","Schwarz, Weiß",KEEPERsport Tiger,,,short,"with-padding, hip",,,,"breathability, comfortable, elasticity, protection, cushioning",general,,true
Puma,ETS703442_010,PUMA LIGA Torwarttrikot Lila Weiss F10,152.24,1001,Torwarttrikots,PUMA LIGA GK-Shirt,configurable,PUMA,"white, purple","Weiß, purple",,Herren,long-sleeve,,,normal,,round-neck,drycell,laterally,,true
KEEPERsport,KS230-048,KEEPERsport GK Short GuKra4 (grey),149.77,1002,Torwarthosen,KEEPERsport GK Short GuKra4 (grey),configurable,KEEPERsport,grey,Grau,,,,short,,,,,,,,true
adidas,ETSAJ5880_000,adidas Parma 16 Short,149.47,1002,Torwarthosen,adidas Parma 16 Short Kids,configurable,adidas,"black, white","Schwarz, Weiß",,,,,,normal,wide,,"breathability, comfortable, individual-fit, lightweight, sweat-management, elasticity, climalite, durability",,drawstring,true
NIKE,N725901-657,Nike Laser III Short,148.97,1002,Torwarthosen,Nike Laser III Short,configurable,NIKE,"red, white","Rot, Weiß",,Herren,,short,,tight,wide,,"breathability, comfortable, individual-fit, lightweight, sweat-management, dri-fit",general,drawstring,true
NIKE,N869628-043,Nike Promo GK-Short (grey),146.39,1002,Torwarthosen,Nike Promo GK-Short (grey),configurable,NIKE,grey,Grau,,,,short,,,,,,,,true
adidas,ETSFI4198_000,adidas AdiPro 20 TW-Trikot langarm Kids,144.0,1001,Torwarttrikots,,,,,,,,,,,,,,,,,false
uhlsport,U5203-14,Uhlsport Offense 23 Torwartset Kids LA,141.36,1001,Torwarttrikots,uhlsport Offense 23 GK-Set Kids LA,configurable,uhlsport,"black, orange","Schwarz, Orange",,,long-sleeve,long,"with-padding, elbow, hip, knee",,tight,round-neck,"breathability, comfortable, lightweight, sweat-management, durability, cushioning",,drawstring,true
NIKE,NCI1039-406,Nike Promo TW-Trikot langarm Blau F406,140.14,1001,Torwarttrikots,Nike Promo GK-Shirt l/s,configurable,NIKE,blue,Blau,,Herren,long-sleeve,long,,,,round-neck,"breathability, comfortable, sweat-management, durability",,,true
