Marke,ParentSKU,ProductName,Revenue_total,Kategorie_Code,Kategorie,MCP_Name,MCP_Type,MCP_Brand,MCP_Color_keys,MCP_Color_labels,MCP_Collection,MCP_Gender,MCP_Sleeve_length,MCP_Pants_cut,MCP_Padding,MCP_Fit,MCP_Leg_type,MCP_Neckline,MCP_Feature_textile,MCP_Mesh_inset,MCP_Extra,MCP_resolved
uhlsport,ETS1005601K_001,uhlsport Torwarttight Short Kids,2155.01,1005,Torwart Unterziehhosen,uhlsport Torwarttight Short Kids,configurable,uhlsport,black,Schwarz,,,,short,hip,tight,,,"comfortable, lightweight, elasticity",,drawstring,true
uhlsport,U5622-01,Uhlsport Basic GK Pant,2137.24,1002,Torwarthosen,Uhlsport Basic GK Pant,configurable,uhlsport,black,Schwarz,,,,,,,,,,,,true
KEEPERsport,KS50007-633,KEEPERsport GK Shirt Premier s/s,2127.45,1001,Torwarttrikots,KEEPERsport GK Shirt Premier s/s,configurable,KEEPERsport,black,Schwarz,,Herren,short-sleeve,,,thin,,round-neck,"breathability, comfortable, lightweight, sweat-management",general,,true
rehab,RH6002-615,Rehab Torwart Unterziehhose Grau F615,2073.04,1005,Torwart Unterziehhosen,Rehab Goalkeeper Underpants,configurable,rehab goalkeeping,grey,Grau,,Herren,,long,"with-padding, hip, knee",,,,"breathability, comfortable, sweat-management, protection",,,true
KEEPERsport,KS60063K-903,KEEPERsport PP AA ThermoSkin Underwear,2072.4,1005,Torwart Unterziehhosen,KEEPERsport Underpants PowerPadded ThermoSkin Kids,configurable,KEEPERsport,black,Schwarz,"KEEPERsport PowerPadded, KEEPERsport Thermoskin",,,long,hip,compression,,,warm,,drawstring,true
KEEPERsport,KS60021-011,KEEPERsport Unterziehose PP,2040.5,1002,Torwarthosen,KEEPERsport Unterziehose PP,configurable,KEEPERsport,black,Schwarz,,Herren,,short,hip,,,,"breathability, comfortable, lightweight, durability",,drawstring,true
adidas,ETSGJ7689,adidas Condivo GK 21 Short (orange),2035.28,1002,Torwarthosen,adidas Condivo GK 21 Short (orange),configurable,adidas,orange,Orange,,,,,,,,,,,,true
NIKE,NBV6711-406,Nike Gardien III Torwarttrikot langarm,2016.1,1001,Torwarttrikots,Nike Gardien III GK-Shirt l/s,configurable,NIKE,blue,Blau,NIKE Gardien,Herren,long-sleeve,long,,loose,,stand-up-collar,"breathability, comfortable, sweat-management, dri-fit",,,true
HO Soccer,HO50_5099_7935,HO Soccer Set Premier 3/4 lime,2012.24,1009,Torwartset,HO Soccer Set Premier 3/4 lime,configurable,HO SOCCER,green,Grün,,,,,,,,,,,,true
KEEPERsport,KS70001-633,KEEPERsport GK-Shirt Set LS,2011.15,1009,Torwartset,KEEPERsport GK-Shirt Set LS,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",,Herren,long-sleeve,,hip,thin,,round-neck,"breathability, lightweight, sweat-management",,drawstring,true
rehab,RH6001-615,Rehab Torwart Unterziehshort Grau F615,1985.47,1005,Torwart Unterziehhosen,Rehab Goalkeeper Undershorts,configurable,rehab goalkeeping,grey,Grau,,Herren,,short,"with-padding, hip",,,,"breathability, comfortable, sweat-management, protection",,,true
reusch,R3818530-704,Reusch CS Femur Short Torwarthose kurz,1975.16,1002,Torwarthosen,Reusch CS Femur Short GK-Pants,configurable,REUSCH,"black, green","Schwarz, Grün",,Herren,,short,"with-padding, hip",tight,,,,general,drawstring,true
HO Soccer,HO505580,HO SOCCER Underwear Protek Trousers,1965.07,1005,Torwart Unterziehhosen,HO SOCCER Underwear Protek Trousers,configurable,HO SOCCER,black,Schwarz,,,,long,with-padding,,,,,,,true
adidas,AFS0172,adidas Tierro Torwartshort Kids Schwarz,1948.57,1002,Torwarthosen,adidas Tierro GK-Shorts Kids,configurable,adidas,black,Schwarz,Adidas Tierro,,,short,hip,,wide,,"breathability, comfortable, elasticity, durability, cushioning",,drawstring,true
NIKE,NCJ6072-010,Nike Dri-FIT Park IV TW-Shirt langarm K,1935.81,1001,Torwarttrikots,Nike Park IV GK-Shirt l/s Kids,configurable,NIKE,"black, white","Schwarz, Weiß",NIKE Park,,long-sleeve,long,,tight,,round-neck,,back,,true
KEEPERsport,KS60007-632,KEEPERsport Undershort PowerPads Hero,1933.6,1005,Torwart Unterziehhosen,KEEPERsport Undershort PowerPads Hero,configurable,KEEPERsport,black,Schwarz,,,,short,"with-padding, hip",,,,,,,true
KEEPERsport,KS50007-116,KEEPERsport Torwarttrikot Premier Rot F,1928.01,1001,Torwarttrikots,KS50007-116,configurable,KEEPERsport,red,Rot,,,,short,,,,,,,,true
NIKE,NCI1039-545,Nike Promo TW-Trikot langarm Lila F545,1909.77,1001,Torwarttrikots,Nike Promo GK-Shirt l/s,configurable,NIKE,purple,purple,,Herren,long-sleeve,long,,,,round-neck,"breathability, comfortable, sweat-management, durability",,,true
Puma,ETS657037_001,PUMA Goalkeeper Pant Torwarthose Kids S,1887.39,1002,Torwarthosen,PUMA Goalkeeper GK-Pants Kids,configurable,PUMA,black,Schwarz,,,,long,"hip, knee",,,,"breathability, comfortable, sweat-management, elasticity, protection, durability, cushioning",,drawstring,true
KEEPERsport,KS60015-111,KEEPERsport Torwart 3/4 Unterziehhose P,1884.45,1005,Torwart Unterziehhosen,KEEPERsport Underpants PowerPadded Unte,configurable,KEEPERsport,"black, white","Schwarz, Weiß",,Herren,,three-quarter,with-padding,,,,,,,true
HO Soccer,HO50_5099_7948,HO Soccer Set Premier 3/4 verde,1845.02,1009,Torwartset,HO Soccer Set Premier 3/4 verde,configurable,HO SOCCER,green,Grün,,,,,,,,,,,,true
adidas,AFI4196,adidas AdiPro 20 Torwarttrikot langarm,1828.52,1001,Torwarttrikots,adidas AdiPro 20 GK-Shirt l/s,configurable,adidas,"grey, green","Grau, Grün",adidas AdiPro,Herren,long-sleeve,long,,normal,,,"breathability, comfortable, sweat-management, climalite",,,true
HO Soccer,HO50_5045_4398,HO Soccer Set Premier arancione,1797.11,1009,Torwartset,HO Soccer Set Premier arancione,configurable,HO SOCCER,orange,Orange,,,,,,,,,,,,true
KEEPERsport,KS50008-116,KEEPERsport GK Shirt s/s,1771.59,1001,Torwarttrikots,KEEPERsport GK Shirt s/s,configurable,KEEPERsport,red,Rot,,,short-sleeve,short,,thin,,round-neck,"breathability, comfortable, lightweight, sweat-management, durability",general,,true
KEEPERsport,KS40002-999,KEEPERsport Training Raintop,1748.7,1003,Torwart Trainingsoberteile,KEEPERsport Training Raintop,configurable,KEEPERsport,"black, white","Schwarz, Weiß",,Herren,long-sleeve,,,,,stand-up-collar,"breathability, comfortable, lightweight, wind-deflector, durability, water-protection",,,true
adidas,ETSGG3764,adidas Condivo GK 21 Short (yellow),1719.41,1002,Torwarthosen,adidas Condivo GK 21 Short (yellow),configurable,adidas,yellow,Gelb,,,,,,,,,,,,true
rehab,RH7000-511,rehab Goalkeeper Set #Confusion,1707.19,1009,Torwartset,rehab GK Set #Confusion,configurable,rehab goalkeeping,green,Grün,,,long-sleeve,long,,,,round-neck,,,,true
adidas,ADP3137,adidas AdiPro 19 Torwarttrikot langarm,1691.77,1001,Torwarttrikots,adidas AdiPro 19 GK-Shirt l/s,configurable,adidas,green,Grün,,Herren,long-sleeve,long,,,,round-neck,"breathability, comfortable, sweat-management",,,true
KEEPERsport,KS30001-999,KEEPERsport Training Torwartshort Premi,1673.53,1002,Torwarthosen,KEEPERsport Training GK-Shorts Premier BP,configurable,KEEPERsport,"black, white","Schwarz, Weiß",,Herren,,short,"with-padding, hip",,,,"breathability, comfortable, individual-fit, lightweight, sweat-management, durability, cushioning",,drawstring,true
KEEPERsport,KS50008-425,KEEPERsport GKSix Hero s/s (blue),1654.53,1001,Torwarttrikots,KEEPERsport GK Shirt s/s,configurable,KEEPERsport,blue,Blau,,,short-sleeve,short,,thin,,round-neck,"breathability, comfortable, lightweight, sweat-management, durability",general,,true
NIKE,NBV6714-477,Nike Gardien III Torwarttrikot kurzarm,1653.98,1001,Torwarttrikots,Nike Gardien III GK-Shirt s/s,configurable,NIKE,blue,Blau,,Herren,short-sleeve,short,,loose,,stand-up-collar,"breathability, comfortable, sweat-management, dri-fit",,,true
HO Soccer,HO0505587,HO SOCCER Underwear 3/4 Raven,1642.93,1005,Torwart Unterziehhosen,HO SOCCER Underwear 3/4 Raven,configurable,HO SOCCER,,,,,,three-quarter,,,,,,,,true
KEEPERsport,KS70006K-910,KEEPERSport Torwarttrikot Set Kids Oran,1641.53,1009,Torwartset,KEEPERsport GK-Training s/s Set + Shorts Junior,configurable,KEEPERsport,"black, orange","Schwarz, Orange",,,short-sleeve,short,,loose,wide,round-neck,,,,true
adidas,AFI4198,adidas AdiPro 20 TW-Trikot langarm Kids,1633.42,1001,Torwarttrikots,adidas AdiPro 20 GK-Shirt l/s Kids,configurable,adidas,"green, purple","Grün, purple",adidas AdiPro,,long-sleeve,long,,normal,,,"breathability, comfortable, sweat-management, climalite",,,true
adidas,AFI4208,adidas AdiPro 20 Torwarttrikot Grau,1624.63,1001,Torwarttrikots,adidas AdiPro 20 GK-Jersey s/s (grey),configurable,adidas,grey,Grau,adidas AdiPro,Herren,,short,,,,v-neck,,,,true
KEEPERsport,KS60014-111,KEEPERsport Undershirt PowerPadded 3/4,1602.59,1004,Torwart Unterziehshirts,KEEPERsport Undershirt PowerPadded 3/4 JUNOR,configurable,KEEPERsport,black,Schwarz,,,,three-quarter,"with-padding, elbow",,,,,,,true
KEEPERsport,KS40007-633,KEEPERsport Torwarttrikot Premier LS Ki,1598.24,1001,Torwarttrikots,KEEPERsport GK-Shirt Premier l/s,configurable,KEEPERsport,black,Schwarz,,Herren,long-sleeve,,,thin,,round-neck,"breathability, comfortable, sweat-management",general,,true
NIKE,NBV6711-803,Nike Gardien III Torwarttrikot langarm,1578.98,1001,Torwarttrikots,Nike Gardien III GK-Shirt l/s,configurable,NIKE,orange,Orange,,Herren,long-sleeve,long,,loose,,stand-up-collar,"breathability, comfortable, sweat-management, dri-fit",,,true
rehab,RH7002-414,rehab Goalkeeper Set #Confusion,1570.29,1009,Torwartset,rehab GK Set #Confusion,configurable,rehab goalkeeping,blue,Blau,,,short-sleeve,short,,,,round-neck,,,,true
KEEPERsport,KS50005-999,KEEPERsport GK Shirt Prime s/s,1569.72,1001,Torwarttrikots,KS50005-999,configurable,KEEPERsport,black,Schwarz,,,,short,,,,,,,,true
adidas,AZ11474,adidas Tierro 13 Torwarthose lang Schwa,1560.96,1002,Torwarthosen,adidas Tierro 13 GK-Pants,configurable,adidas,"black, white","Schwarz, Weiß",Adidas Tierro,Herren,,long,"with-padding, hip, knee",,,,"breathability, sweat-management, climalite, protection, cushioning, hold",,drawstring,true
reusch,R5018205_7702,Reusch Contest II Short,1535.39,1002,Torwarthosen,Reusch Contest II Short,configurable,REUSCH,"black, silver","Schwarz, silver",,,,,,,,,,,,true
rehab,RH6001-999,Rehab Torwart Unterziehshort Kids Schwa,1525.52,1005,Torwart Unterziehhosen,Rehab Goalkeeper Undershorts,configurable,rehab goalkeeping,black,Schwarz,,Herren,,short,"with-padding, hip",,,,"breathability, comfortable, sweat-management, protection",,,true
adidas,AFI4199,adidas AdiPro 20 TW-Trikot langarm Kids,1511.84,1001,Torwarttrikots,adidas AdiPro 20 GK-Shirt l/s Kids,configurable,adidas,"yellow, blue","Gelb, Blau",,,long-sleeve,long,,normal,,,"breathability, comfortable, sweat-management, climalite",,,true
adidas,ETSGN5795_000,adidas Squadra 21 GK-Shirt,1491.07,1001,Torwarttrikots,adidas Squadra 21 GK-Shirt,configurable,adidas,"yellow, black","Gelb, Schwarz",Adidas squadra,Herren,long-sleeve,,elbow,waisted,,round-neck,"breathability, comfortable, elasticity, durability, grip, hold",,,true
KEEPERsport,KS20002-999,KEEPERsport Training Torwarthose Basic,1475.96,1002,Torwarthosen,KEEPERsport Training GK-Pants Basic Padded,configurable,KEEPERsport,"black, white","Schwarz, Weiß",,Herren,,long,"with-padding, hip, knee",,tight,,"breathability, comfortable, individual-fit, lightweight, sweat-management, durability, cushioning",,drawstring,true
KEEPERsport,KS70006K-906,KEEPERsport Torwarttrikot Set Kids Gelb,1475.69,1009,Torwartset,KEEPERsport GK-Shirt Set Junior,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",,,short-sleeve,short,,,wide,round-neck,"breathability, comfortable, lightweight, sweat-management, durability",,drawstring,true
HO Soccer,HO50_5099_7952,HO Soccer Set Premier 3/4 arancione,1469.22,1009,Torwartset,HO Soccer Set Premier 3/4 arancione,configurable,HO SOCCER,orange,Orange,,,,,,,,,,,,true
JAKO,ETS8935_08,JAKO Profi Torwarthose Schwarz F08,1417.71,1002,Torwarthosen,JAKO Pro GK-Pants,configurable,Jako,black,Schwarz,,Herren,,,"hip, knee",,,,individual-fit,,drawstring,true
KEEPERsport,KS60005-999,KEEPERsport Undershorts UnPadded,1409.99,1005,Torwart Unterziehhosen,KEEPERsport Undershorts UnPadded,configurable,KEEPERsport,black,Schwarz,KEEPERsport UnPadded,,,short,,,,,,,,true
adidas,AZ5398,adidas Assita 17 Torwarttrikot Orange,1396.5,1001,Torwarttrikots,adidas Assita 17 GK-Shirt,configurable,adidas,orange,Orange,,Herren,long-sleeve,long,"with-padding, elbow",,,round-neck,"breathability, sweat-management",,,true
NIKE,NBV6714-398,Nike Gardien III Torwarttrikot kurzarm,1387.9,1001,Torwarttrikots,Nike Gardien III GK-Shirt s/s,configurable,NIKE,green,Grün,,Herren,short-sleeve,short,,loose,,stand-up-collar,"breathability, comfortable, sweat-management, dri-fit",,,true
NIKE,NBV6714-803,Nike Gardien III Torwarttrikot kurzarm,1351.68,1001,Torwarttrikots,Nike Gardien III GK-Shirt s/s,configurable,NIKE,orange,Orange,,Herren,short-sleeve,short,,loose,,stand-up-collar,"breathability, comfortable, sweat-management, dri-fit",,,true
adidas,ETSGN6944_000,adidas Squadra 21 GK-Shirt,1351.55,1001,Torwarttrikots,adidas Squadra 21 GK-Shirt,configurable,adidas,blue,Blau,Adidas squadra,Herren,long-sleeve,,elbow,waisted,,round-neck,"breathability, comfortable, elasticity, durability, grip, hold",,,true
KEEPERsport,KS60000-999,KEEPERsport Undershirt UnPadded l/s,1317.33,1004,Torwart Unterziehshirts,KEEPERsport Undershirt UnPadded l/s,configurable,KEEPERsport,black,Schwarz,KEEPERsport UnPadded,,,long,,,,,,,,true
KEEPERsport,KS60061K-907,KEEPERsport BasicPadded Hose Kids Schwa,1316.64,1002,Torwarthosen,KEEPERsport Underpants BasicPadded Kids,configurable,KEEPERsport,"black, green","Schwarz, Grün",KEEPERsport BasicPadded,,,long,"hip, knee",,,,,,,true
reusch,R5118500-7700,Reusch Compression Soft Padded Torwarts,1303.54,1002,Torwarthosen,reusch COMPRESSION SHORT SOFT PADDED,configurable,REUSCH,black,Schwarz,,,,,,,,,,,,true
KEEPERsport,KS620-456,KEEPERsport GK Set Panther (blue),1302.6,1009,Torwartset,KEEPERsport GK Set Panther (blue),configurable,KEEPERsport,blue,Blau,,,,long,with-padding,,,,,,,true
KEEPERsport,KS40009-991,KEEPERsport Basic Hoodie l/s (b/w),1285.72,1003,Torwart Trainingsoberteile,KEEPERsport Basic Hoodie l/s (b/w),configurable,KEEPERsport,"black, white","Schwarz, Weiß",,,long-sleeve,,,,,,,,,true
KEEPERsport,KS60050-901,KEEPERsport AntiAbrasion Underwear Shor,1271.57,1005,Torwart Unterziehhosen,KEEPERsport Undershorts AntiAbrasion,configurable,KEEPERsport,,,,,,short,,,,,,,,true
uhlsport,ETS1005643_01,Uhlsport Bionikframe RES Longtight Schw,1261.42,1002,Torwarthosen,uhlsport Bionikframe RES Longtight,configurable,uhlsport,black,Schwarz,,Herren,,,,tight,tight,,"comfortable, elasticity, durability, cushioning",,,true
rehab,RH7002-615,rehab Goalkeeper Set #YourArmour,1253.82,1009,Torwartset,rehab Goalkeeper Set #YourArmour,configurable,rehab goalkeeping,grey,Grau,,,,short,,,,,,,,true
uhlsport,ETS1005640_01,Uhlsport Bionikframe Unpadded TW-Short,1244.18,1002,Torwarthosen,uhlsport Bionikframe Unpadded TW-Short,configurable,uhlsport,black,Schwarz,,Herren,,short,,compression,,,"durability, kompression",,,true
rehab,RH7000-012,rehab Goalkeeper Set #BombTag,1232.51,1009,Torwartset,rehab Goalkeeper Set #BombTag,configurable,rehab goalkeeping,black,Schwarz,,,,long,with-padding,,,,,,,true
NIKE,NCJ6072-463,Nike Park IV GK-Shirt l/s Kids,1231.94,1001,Torwarttrikots,Nike Park IV GK-Shirt l/s Kids,configurable,NIKE,blue,Blau,NIKE Park,,long-sleeve,long,,tight,,round-neck,,back,,true
adidas,ETSGK9805_000,adidas Squadra 21 GK-Shirt,1224.75,1001,Torwarttrikots,adidas Squadra 21 GK-Shirt,configurable,adidas,"black, orange","Schwarz, Orange",Adidas squadra,Herren,long-sleeve,,elbow,waisted,,round-neck,"breathability, comfortable, elasticity, durability, grip, hold",,,true
adidas,AFI4574,adidas Condivo 20 Short,1209.55,1002,Torwarthosen,adidas Condivo 20 Short,configurable,adidas,"black, orange","Schwarz, Orange",,Herren,,short,,,,,"breathability, lightweight, sweat-management, climalite",,,true
KEEPERsport,KS70008K-109,KEEPERsport Torwart Trikot Set Kids Ora,1199.54,1009,Torwartset,KEEPERsport GK Match Set Junior,configurable,KEEPERsport,"black, orange","Schwarz, Orange",KEEPERsport PowerPadded,,long-sleeve,"short, long",elbow,,,round-neck,,,,true
HO Soccer,HO0505599,HO SOCCER Short Impact Shield,1128.53,1005,Torwart Unterziehhosen,HO SOCCER Short Impact Shield,configurable,HO SOCCER,,,,,,short,,,,,,,,true
adidas,AFI4207,adidas AdiPro 20 GK-Jersey s/s (yellow),1126.52,1001,Torwarttrikots,adidas AdiPro 20 GK-Jersey s/s (yellow),configurable,adidas,yellow,Gelb,adidas AdiPro,,,short,,,,v-neck,,,,true
Puma,ETS657039_001,PUMA Goalkeeper Short Torwartshort Kids,1103.24,1002,Torwarthosen,PUMA Goalkeeper Short GK-Shorts Kids,configurable,PUMA,black,Schwarz,,,,,hip,,wide,,"breathability, comfortable, sweat-management, protection, durability",,drawstring,true
HO Soccer,HO0505588,HO SOCCER Underwear Short Raven,1100.05,1005,Torwart Unterziehhosen,HO SOCCER Underwear Short Raven,configurable,HO SOCCER,,,,,,short,,,,,,,,true
adidas,AFI4202,adidas Adipro 20 Torwarttrikot langarm,1091.36,1001,Torwarttrikots,adidas Adipro 20 GK-Shirt l/s Kids,configurable,adidas,"black, orange","Schwarz, Orange",,,long-sleeve,long,,normal,,,"breathability, comfortable, sweat-management, climalite",,,true
KEEPERsport,KS70008K-558,KEEPERsport Torwart Trikot Set Kids Grü,1081.36,1009,Torwartset,KEEPERsport GK Match Set Junior,configurable,KEEPERsport,"black, green","Schwarz, Grün",KEEPERsport PowerPadded,,long-sleeve,"short, long",elbow,,,round-neck,,,,true
adidas,ADP3140J,adidas AdiPro 19 Jersey Jun. (orange),1074.65,1001,Torwarttrikots,adidas AdiPro 19 Jersey Jun. (orange),configurable,adidas,orange,Orange,,,,long,,,,,,,,true
rehab,RH6000-615,Rehab Torwart Unterziehshirt Kids Grau,1065.82,1004,Torwart Unterziehshirts,Rehab Goalkeeper Undershirt,configurable,rehab goalkeeping,grey,Grau,,Herren,long-sleeve,long,"with-padding, elbow",,,,"breathability, comfortable, sweat-management, protection",,,true
NIKE,NCJ6072-702,Nike Dri-FIT Park IV TW-Shirt langarm K,1053.4,1001,Torwarttrikots,Nike Park IV GK-Shirt l/s Kids,configurable,NIKE,yellow,Gelb,NIKE Park,,long-sleeve,long,,tight,,round-neck,,back,,true
NIKE,NCI1039-043,Nike Promo TW-Trikot langarm Grau F043,1018.46,1001,Torwarttrikots,Nike Promo GK-Shirt l/s,configurable,NIKE,grey,Grau,,Herren,long-sleeve,long,,,,round-neck,"breathability, comfortable, sweat-management, durability",,,true
KEEPERsport,KS70006K-907,KEEPERsport Torwarttrikot Set Kids Grün,1012.66,1009,Torwartset,KEEPERsport GK-Shirt Set Junior,configurable,KEEPERsport,"black, green","Schwarz, Grün",,,short-sleeve,short,,,wide,round-neck,"breathability, comfortable, lightweight, sweat-management, durability",,drawstring,true
KEEPERsport,KS40016K-374,KEEPERsport GK RainSkin Sweatshirt Kids,1012.35,1003,Torwart Trainingsoberteile,KEEPERsport GK Top RainSkin Kids,configurable,KEEPERsport,"black, blue","Schwarz, Blau",KEEPERsport RainSkin,,long-sleeve,,,,,stand-up-collar,,,,true
KEEPERsport,KS205,KEEPERsport GK Undershorts Eagle NeoSkin,1012.34,1005,Torwart Unterziehhosen,KEEPERsport GK Undershorts Eagle NeoSkin,configurable,KEEPERsport,black,Schwarz,KEEPERsport Eagle,,,short,,,,,,,,true
NIKE,NCJ6072-819,Nike Park IV GK-Shirt l/s Kids,1006.05,1001,Torwarttrikots,Nike Park IV GK-Shirt l/s Kids,configurable,NIKE,orange,Orange,NIKE Park,,long-sleeve,long,,tight,,round-neck,,back,,true
adidas,AFI4203,adidas AdiPro 20 GK-Jersey s/s (red),999.05,1001,Torwarttrikots,adidas AdiPro 20 GK-Jersey s/s (red),configurable,adidas,red,Rot,adidas AdiPro,,,short,,,,v-neck,,,,true
KEEPERsport,KS60055K-906,KEEPERsport PowerPadded 3/4 Hose Kids S,996.59,1002,Torwarthosen,KEEPERsport Underpants PowerPadded 3/4 Kids,configurable,KEEPERsport,black,Schwarz,KEEPERsport PowerPadded,,,three-quarter,"hip, knee",,,,,,,true
KEEPERsport,KS70008K-406,KEEPERsport Torwart Trikot Set Kids Bla,985.83,1009,Torwartset,KEEPERsport GK Match Set Junior,configurable,KEEPERsport,"black, blue","Schwarz, Blau",KEEPERsport PowerPadded,,long-sleeve,"short, long",elbow,,,round-neck,,,,true
reusch,R5113700-4010,REUSCH COMPRESSION SHIRT PADDED,973.76,1004,Torwart Unterziehshirts,REUSCH COMPRESSION SHIRT PADDED,configurable,REUSCH,"black, blue","Schwarz, Blau",,,,,,,,,,,,true
KEEPERsport,KS40007-116,KEEPERsport GKSix Premier l/s (red),972.53,1001,Torwarttrikots,KEEPERsport GKSix Premier l/s (red),configurable,KEEPERsport,red,Rot,,,,long,with-padding,,,,,,,true
KEEPERsport,KS216,KEEPERsport GK Undershorts Tiger 3/4,968.81,1005,Torwart Unterziehhosen,KEEPERsport GK Undershorts Tiger 3/4,configurable,KEEPERsport,black,Schwarz,KEEPERsport Tiger,,,three-quarter,with-padding,,,,,,,true
adidas,AZ11471,adidas Tierro 13 Torwarthose kurz Schwa,967.9,1002,Torwarthosen,adidas Tierro 13 GK-Pants,configurable,adidas,"black, white","Schwarz, Weiß",Adidas Tierro,Herren,,short,"with-padding, hip",normal,wide,,"breathability, lightweight, climalite, cushioning, hold",,drawstring,true
KEEPERsport,KS620-163,KEEPERsport Set Panther #KsMasterpiece,963.02,1009,Torwartset,KEEPERsport Set Panther #KsMasterpiece,configurable,KEEPERsport,white,Weiß,,,,three-quarter,with-padding,,,,,,,true
uhlsport,U5616-01,Uhlsport Score Torwartset Grün F01,958.67,1001,Torwarttrikots,uhlsport Score GK-Set,configurable,uhlsport,green,Grün,,Herren,short-sleeve,,with-padding,,,round-neck,,,,true
KEEPERsport,KS60028-406,KEEPERsport Unterziehose Unpadded Blau,946.08,1002,Torwarthosen,KEEPERsport Unterziehose Unpadded,configurable,KEEPERsport,blue,Blau,KEEPERsport UnPadded,Herren,,short,,tight,tight,,"breathability, lightweight, sweat-management, durability",,,true
HO Soccer,HO505045-BLUE,HO-Soccer Set Premier (blue/black),941.13,1009,Torwartset,HO-Soccer Set Premier (blue/black),configurable,HO SOCCER,"black, blue","Schwarz, Blau",,,,,,,,,,,,true
adidas,AFI4575,adidas Condivo 20 Short,935.83,1002,Torwarthosen,adidas Condivo 20 Short,configurable,adidas,"black, green","Schwarz, Grün",,Herren,,short,,,,,"breathability, lightweight, sweat-management, climalite",,,true
rehab,RH3003-004,rehab GK Shorts,924.87,1002,Torwarthosen,rehab GK Shorts,configurable,rehab goalkeeping,"yellow, black","Gelb, Schwarz",,,,short,,,,,,,,true
KEEPERsport,KS40009-999,KEEPERsport Basic Hoodie l/s (black),920.91,1003,Torwart Trainingsoberteile,KEEPERsport Basic Hoodie l/s (black),configurable,KEEPERsport,black,Schwarz,,,,,,,,,,,,true
KEEPERsport,KS50016K-374,KEEPERsport GK RainSkin T-Shirt Kids Sc,913.13,1003,Torwart Trainingsoberteile,KEEPERsport GK Top RainSkin s/s Kids,configurable,KEEPERsport,"black, blue","Schwarz, Blau",KEEPERsport RainSkin,,short-sleeve,,,,,stand-up-collar,,,,true
NIKE,ETSCJ6072_052,Nike Park IV TW-Trikot langarm Kids Gra,894.34,1001,Torwarttrikots,Nike Park IV GK-Shirt l/s Kids,configurable,NIKE,grey,Grau,NIKE Park,,long-sleeve,,,tight,,round-neck,,back,,true
Puma,P703442-07,PUMA LIGA Torwarttrikot Gelb Schwarz F0,886.49,1001,Torwarttrikots,PUMA LIGA GK-Shirt,configurable,PUMA,"yellow, black","Gelb, Schwarz",,Herren,long-sleeve,long,,normal,,round-neck,drycell,laterally,,true
adidas,ETSGT8419_000,adidas Condivo 21 GK-Shirt l/s,847.49,1001,Torwarttrikots,adidas Condivo 21 GK-Shirt l/s,configurable,adidas,black,Schwarz,Adidas condivo,Herren,long-sleeve,,,,,v-neck,"breathability, comfortable, lightweight, sweat-management",,,true
KEEPERsport,KS70008K-006,KEEPERsport Torwart Trikot Set Kids Gel,838.64,1009,Torwartset,KEEPERsport GK Match Set Junior,configurable,KEEPERsport,"yellow, black","Gelb, Schwarz",KEEPERsport PowerPadded,,long-sleeve,"short, long",elbow,,,round-neck,,,,true
KEEPERsport,KS409,KEEPERsport GK Sweater Panther,819.57,1003,Torwart Trainingsoberteile,KEEPERsport GK Sweater Panther,configurable,KEEPERsport,black,Schwarz,KEEPERsport Panther,,,,with-padding,,,,,,,true
Select,ETS56420_111,Select Torwart-Thermohose Schwarz F111,815.88,1002,Torwarthosen,Select Torwart-Thermohose,configurable,Select,black,Schwarz,,"Herren, Damen",,short,hip,tight,tight,,"breathability, comfortable, protection, durability",,,true
Hummel,ETS010816_2001,Hummel Essential Padded Torwartshort Sc,784.83,1002,Torwarthosen,Hummel Essential Padded GK-Shorts,configurable,Hummel,black,Schwarz,,Herren,,short,hip,,,,,,,true
KEEPERsport,KS60006-011,KEEPERsport Undershorts BasicPadded,781.51,1005,Torwart Unterziehhosen,KEEPERsport Undershorts BasicPadded,configurable,KEEPERsport,yellow,Gelb,,,,short,"with-padding, hip",,,,,,,true
adidas,AFI4204,adidas AdiPro 20 GK-Jersey s/s (green),772.04,1001,Torwarttrikots,adidas AdiPro 20 GK-Jersey s/s (green),configurable,adidas,green,Grün,,,,short,,,,,,,,true
Puma,P703772-40,PUMA CUP Torwarttrikot langarm Kids Lil,769.73,1001,Torwarttrikots,PUMA Cup GK-Jersey l/s Junior (violet),configurable,PUMA,violet,Violett,,,,long,,,,,,,,true
KEEPERsport,KS620-002,KEEPERsport GK Set Panther (yellow),748.86,1009,Torwartset,KEEPERsport GK Set Panther (yellow),configurable,KEEPERsport,yellow,Gelb,,,,,with-padding,,,,,,,true
reusch,R3818530-783,Reusch CS Femur Short Torwarthose kurz,736.17,1002,Torwarthosen,Reusch CS Femur Short GK-Pants,configurable,REUSCH,"black, orange","Schwarz, Orange",,Herren,,short,"with-padding, hip",tight,,,,general,drawstring,true
Puma,P703453-08,PUMA FINAL evoKNIT Torwarttrikot Blau S,733.49,1001,Torwarttrikots,PUMA FINAL evoKNIT GK-Shirt,configurable,PUMA,"black, blue","Schwarz, Blau",,Herren,short-sleeve,short,,tight,,round-neck,drycell,laterally,,true
