Marke_Code,Marke,ParentSKU,ProductName,Kategorie_Code,Kategorie,Resolution_hint,Extracted_ID,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2
115,adidas,10246658_HL0022_000,adidas Tiro 23 Pro Tight Torwarthose Sc,1002,Torwarthosen,11ts_direct,10246658,110,5811.55,0,0.0,78,4110.18,32,1701.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,534.44,15,886.43,28,1423.84,25,1265.47,17,911.87,7,406.93,5,249.84,3,132.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
115,adidas,AFT1456,adidas Tierro 3/4 Torwarthose Schwarz,1002,Torwarthosen,legacy,,224,5788.69,175,4516.3,49,1272.39,0,0.0,0,0.0,0,0.0,17,456.07,38,860.79,79,2146.76,41,1052.68,28,771.93,18,426.67,3,73.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS30006-991,KEEPERsport Pant BasicPadded Premier 3/4,1002,Torwarthosen,dash_pattern,KS30006-991,385,5783.39,227,2954.56,76,1382.92,63,1090.54,18,344.33,1,11.04,26,469.47,41,696.87,111,1089.93,49,698.29,18,304.56,18,362.25,17,330.76,23,385.35,12,229.07,23,407.56,17,285.33,11,168.58,9,172.1,5,97.81,3,52.37,1,22.05,1,11.04,0,0.0
122,KEEPERsport,KS30004-999,KEEPERsport Pant BasicPadded 3/4 RegSkin,1002,Torwarthosen,dash_pattern,KS30004-999,165,5725.51,121,4421.53,18,624.83,9,298.09,9,242.61,8,138.45,27,962.41,26,947.02,54,2046.43,14,465.67,7,255.92,7,248.32,1,26.91,3,93.68,3,94.34,3,89.9,0,0.0,3,113.85,1,26.64,0,0.0,5,140.31,3,75.66,8,138.45,0,0.0
115,adidas,10210245_HB1625_000,adidas Condivo 22 Torwartshort Schwarz,1002,Torwarthosen,11ts_direct,10210245,198,5249.28,136,3554.69,61,1677.84,1,16.75,0,0.0,0,0.0,0,0.0,5,111.23,94,2410.76,37,1032.7,27,831.93,26,633.89,8,212.02,0,0.0,1,16.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
115,adidas,10210246_HB1627_000,adidas Condivo 22 Torwartshort Orange,1002,Torwarthosen,11ts_direct,10210246,195,4695.74,113,2822.74,77,1784.02,5,88.98,0,0.0,0,0.0,3,75.54,13,433.23,70,1622.19,27,691.78,25,651.8,28,602.92,17,376.68,7,152.62,2,33.25,1,17.64,1,13.77,1,24.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
115,adidas,10210248_HB1629_000,adidas Condivo 22 Torwartshort Blau,1002,Torwarthosen,11ts_direct,10210248,176,4660.57,129,3471.25,41,1097.37,3,54.04,3,37.91,0,0.0,0,0.0,10,272.64,83,2256.52,36,942.09,27,695.5,10,282.27,4,119.6,0,0.0,2,34.55,1,19.49,0,0.0,0,0.0,0,0.0,1,13.65,1,13.65,1,10.61,0,0.0,0,0.0
115,adidas,10210247_HB1628_000,adidas Condivo 22 Torwartshort Grau,1002,Torwarthosen,11ts_direct,10210247,173,4622.37,134,3649.94,34,884.49,5,87.94,0,0.0,0,0.0,18,550.34,26,596.72,46,1268.23,44,1234.65,20,551.43,12,284.91,2,48.15,0,0.0,5,87.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
115,adidas,AFS0170,adidas Tierro Torwarthose Kids Schwarz,1002,Torwarthosen,legacy,,161,4533.43,129,3622.38,32,911.05,0,0.0,0,0.0,0,0.0,11,354.33,14,423.56,36,949.11,68,1895.38,30,853.46,2,57.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,Puma,ETS657038_001,PUMA Goalkeeper Short Torwartshort Schw,1002,Torwarthosen,legacy,,208,4521.87,34,606.08,38,916.53,63,1388.11,59,1282.23,14,328.92,6,108.71,5,87.14,17,294.9,6,115.33,6,145.08,4,87.52,16,416.42,12,267.51,10,201.35,10,183.4,24,565.23,19,438.13,13,277.56,5,108.43,18,397.52,23,498.72,13,307.83,1,21.09
129,rehab,RH2000-615,rehab Goalkeeper Pants (grey),1002,Torwarthosen,dash_pattern,RH2000-615,366,4426.52,85,1046.62,231,2831.25,42,437.78,7,98.62,1,12.25,13,191.47,1,14.28,35,404.0,36,436.87,79,957.46,74,1032.82,41,448.13,37,392.84,11,122.39,10,80.27,19,208.89,2,26.23,2,29.3,0,0.0,1,17.95,4,51.37,1,12.25,0,0.0
136,uhlsport,10237121_1005638_003,Uhlsport Bionikframe Padded TW-Short Sc,1002,Torwarthosen,11ts_direct,10237121,88,4271.26,11,581.68,67,3300.52,9,359.94,1,29.12,0,0.0,0,0.0,0,0.0,0,0.0,11,581.68,23,1234.59,7,370.4,28,1294.78,9,400.75,4,195.06,4,135.06,1,29.82,0,0.0,0,0.0,0,0.0,1,29.12,0,0.0,0,0.0,0,0.0
129,rehab,RH3002K-451,Rehab Goalkeeper 3/4 Trainingshose Kids,1002,Torwarthosen,dash_pattern,RH3002K-451,189,4266.79,0,0.0,0,0.0,0,0.0,170,3834.4,19,432.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,641.08,70,1609.2,38,869.91,35,714.21,17,388.7,2,43.69
115,adidas,10210244_HB1624_000,adidas Condivo 22 Torwartshort Türkis,1002,Torwarthosen,11ts_direct,10210244,153,4253.03,142,3981.0,10,259.22,1,12.81,0,0.0,0,0.0,0,0.0,3,87.03,106,2915.23,33,978.74,3,99.79,6,129.92,0,0.0,1,29.51,0,0.0,0,0.0,0,0.0,1,12.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
234,JAKO,ETS8936_08,JAKO Striker Torwarthose Schwarz F08,1002,Torwarthosen,legacy,,171,4178.75,8,190.42,37,935.82,24,636.89,90,2085.19,12,330.43,1,25.46,4,85.02,1,34.12,2,45.82,7,170.78,7,176.84,13,340.89,10,247.31,8,216.13,0,0.0,7,170.95,9,249.81,31,733.77,15,338.5,19,480.47,25,532.45,12,330.43,0,0.0
