Marke,ParentSKU,ProductName,Kategorie_Code,Kategorie,ItemID,Producer,ProducerArticleNumber,Variant,Herstellermodell,Marketingperiode,LaunchDate,ArticleGroup,CanonicalCategoryId,Color1,Color2,Color3,HerstellerFarbbezeichnung,Active,SapMaterialNumber,Produktgruppe,Produktart,Serie,Aermellaenge,Textillaenge,Passform,Ausschnitt,Material_1,Material_1_pct,Material_2,Material_2_pct,Mesh_Einsaetze,Extras,Technologien
NIKE,10295158_FD7482_719,Nike Gardien V Torwarttrikot Gelb F719,1001,Torwarttrikots,10295158,Nike,FD7482,Nike_T_MEN,FD7482,,2024-04-22,103070,65,gelb,gold,schwarz,tour yellow/university gold/black,true,FD7482-719,,Torhüter - Trikots,Gardien,Kurzarm,,,Rundhals,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Haltbarkeit;Leicht;Schweißableitend;Dri-FIT
adidas,10296401_IS5352_000,adidas Torwarttrikot Langarm Grün,1001,Torwarttrikots,10296401,adidas,IS5352,Adi_T_US,KMC64,222211,2024-09-20,103070,65,gruen,,,teagrn,true,IS5352,Torhüter,Torhüter - Trikots,Tiro,Langarm,,schmal,Rundhals,,,,,allgemein,,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
adidas,10296402_IS5335_000,adidas Torwarttrikot Langarm Rosa,1001,Torwarttrikots,10296402,adidas,IS5335,Adi_T_US,KMC64,222211,2024-10-28,103070,65,rosa,,,terema,true,IS5335,Torhüter,Torhüter - Trikots,Tiro,Langarm,,schmal,Rundhals,,,,,allgemein,,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
uhlsport,10298425_1005305K_043,uhlsport Prediction Torwarttrikot Kids,1001,Torwarttrikots,10298425,uhlsport,1005305,Uhl_T_TEX,1005305K,222204,2024-09-26,103070,65,blau,,,fluo blau,true,1005305-043,Trikots,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schweißableitend
NIKE,10322619_FD7482_329,Nike Gardien V Torwarttrikot Grün F329,1001,Torwarttrikots,10322619,Nike,FD7482,Nike_T_MEN,FD7482,222212,2025-06-11,103070,65,gruen,gruen,,green spark/pine green/white,true,FD7482-329,,Torhüter - Trikots,Gardien,Kurzarm,,,Rundhals,,,,,allgemein,,Atmungsaktivität;Bequem;Haltbarkeit;Leicht;Schweißableitend;Dri-FIT
adidas,10328559_JC6209_JC6209,adidas Squadra 25 Torwarttrikot Rosa,1001,Torwarttrikots,10328559,adidas,JC6209,Adi_T_US,KUI52,222211,2025-02-13,103070,65,rosa,schwarz,,flapnk/black,true,JC6209-JC6209,Trikots,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,AEROREADY;Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
adidas,10328560_JG1129_JG1129,adidas Squadra 25 Torwarttrikot Gelb,1001,Torwarttrikots,10328560,adidas,JG1129,Adi_T_US,KUI52,222211,2025-02-13,103070,65,gelb,schwarz,,pullim/black,true,JG1129-JG1129,Trikots,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,AEROREADY;Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
adidas,10328561_JG1130_JG1130,adidas Squadra 25 Torwarttrikot Orange,1001,Torwarttrikots,10328561,adidas,JG1130,Adi_T_US,KUI52,222211,2025-02-12,103070,65,orange,schwarz,,seimor/black,true,JG1130-JG1130,Trikots,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,100,,,,,AEROREADY;Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
JAKO,10337180_8946_365,JAKO River Torwarttrikot Kids Rot F365,1001,Torwarttrikots,10337180,JAKO,8946,Jako_T_KID,8946K,222209,2025-03-12,103070,65,rot,,,coral,true,8946-365,Trikots,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem
JAKO,10339344_8946K_251,JAKO River Torwarttrikot Kids Grün F251,1001,Torwarttrikots,10339344,JAKO,8946K,Jako_T_KID,8946K,222209,2025-06-26,103070,65,gruen,,,minze,true,8946K-251,Trikots,Langarm-Trikots,,Langarm,,,Rundhals,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem
NIKE,10369421_HV8305_324,Nike Gardien VI Torwarttrikot Kids Grün,1001,Torwarttrikots,10369421,Nike,HV8305,Nike_T_KID,HV8305,222212,2026-01-26,103070,65,gruen,weiss,,stadium green/white,true,HV8305-324,Torhüter,Torhüter - Trikots,Gardien,Kurzarm,,,,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369422_HV8305_507,Nike Gardien VI Torwarttrikot Kids Lila,1001,Torwarttrikots,10369422,Nike,HV8305,Nike_T_KID,HV8305,222212,2026-01-26,103070,65,lila,weiss,,wild grape/white,true,HV8305-507,Torhüter,Torhüter - Trikots,Gardien,Kurzarm,,,,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369442_HV8306_010,Nike Gardien VI Torwarttrikot Langarm S,1001,Torwarttrikots,10369442,Nike,HV8306,Nike_T_MEN,HV8306,222212,2026-01-26,103070,65,schwarz,weiss,,black/white,true,HV8306-010,Torhüter,Torhüter - Trikots,Gardien,Langarm,,,,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369443_HV8306_324,Nike Gardien VI GK-Shirt l/s,1001,Torwarttrikots,10369443,Nike,HV8306,Nike_T_MEN,HV8306,222212,2026-01-26,103070,65,gruen,weiss,,stadium green/white,true,HV8306-324,Torhüter,Torhüter - Trikots,Gardien,Langarm,,,,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369444_HV8306_507,Nike Gardien VI Torwarttrikot Langarm L,1001,Torwarttrikots,10369444,Nike,HV8306,Nike_T_MEN,HV8306,222212,2026-01-26,103070,65,lila,weiss,,wild grape/white,true,HV8306-507,Torhüter,Torhüter - Trikots,Gardien,Langarm,,,,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369482_HV8301_010,Nike Gardien VI Torwarttrikot Schwarz F,1001,Torwarttrikots,10369482,Nike,HV8301,Nike_T_MEN,HV8301,222212,2026-01-26,103070,65,schwarz,weiss,,black/white,true,HV8301-010,Trikots,Torhüter - Trikots,Gardien,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369483_HV8301_324,Nike Gardien VI Torwarttrikot Grün F324,1001,Torwarttrikots,10369483,Nike,HV8301,Nike_T_MEN,HV8301,222212,2026-01-26,103070,65,gruen,weiss,,stadium green/white,true,HV8301-324,Trikots,Torhüter - Trikots,Gardien,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369484_HV8301_507,Nike Gardien VI Torwarttrikot Lila F507,1001,Torwarttrikots,10369484,Nike,HV8301,Nike_T_MEN,HV8301,222212,2026-01-26,103070,65,lila,weiss,,wild grape/white,true,HV8301-507,Trikots,Torhüter - Trikots,Gardien,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
NIKE,10369485_HV8301_718,Nike Gardien VI Torwarttrikot Gelb F718,1001,Torwarttrikots,10369485,Nike,HV8301,Nike_T_MEN,HV8301,222212,2026-01-26,103070,65,gelb,schwarz,,lightening/black,true,HV8301-718,Trikots,Torhüter - Trikots,Gardien,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,allgemein,,Atmungsaktivität;Bequem;Dri-FIT;Haltbarkeit;Schweißableitend
adidas,10370728_KC5359_KC5359,adidas Tiro 26 Torwarttrikot Kids Orang,1001,Torwarttrikots,10370728,adidas,KC5359,Adi_T_KID,D9261,222211,2026-01-13,103070,65,orange,,,tmssor,true,KC5359,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370729_KC5360_KC5360,adidas Tiro 26 Torwarttrikot Kids Grün,1001,Torwarttrikots,10370729,adidas,KC5360,Adi_T_KID,D9261,222211,2026-01-13,103070,65,gruen,,,limbur,true,KC5360,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370730_KC5361_KC5361,adidas Tiro 26 Torwarttrikot Kids Gelb,1001,Torwarttrikots,10370730,adidas,KC5361,Adi_T_KID,D9261,222211,2026-01-13,103070,65,gelb,,,byello,true,KC5361,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370731_KC5362_KC5362,adidas Tiro 26 Torwarttrikot Kids Rosa,1001,Torwarttrikots,10370731,adidas,KC5362,Adi_T_KID,D9261,222211,2026-01-13,103070,65,rosa,,,flapnk,true,KC5362,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370732_KC5365_KC5365,adidas Tiro 26 Torwarttrikot Kids Schwa,1001,Torwarttrikots,10370732,adidas,KC5365,Adi_T_KID,D9261,222211,2026-01-13,103070,65,schwarz,,,black,true,KC5365,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370828_KF5954_KF5954,adidas Tierro 26 Torwartshort Schwarz,1002,Torwarthosen,10370828,adidas,KF5954,Adi_T_US,IR902,222211,2026-01-15,103071,67,schwarz,,,black,true,KF5954,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Schweißableitend
adidas,10370851_KF5955_KF5955,adidas Tierro 26 Torwarthose Schwarz,1002,Torwarthosen,10370851,adidas,KF5955,Adi_T_US,O3038,222211,2026-01-16,103071,66,schwarz,,,black,true,KF5955,Torhüter,Torhüter - Hosen,Tierro,,Lang,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370878_KC5345_KC5345,adidas Tiro 26 Torwartshort Orange,1002,Torwarthosen,10370878,adidas,KC5345,Adi_T_US,SU005,222211,2026-01-16,103071,67,orange,,,tmssor,true,KC5345,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370879_KC5346_KC5346,adidas Tiro 26 Torwartshort Grün,1002,Torwarthosen,10370879,adidas,KC5346,Adi_T_US,SU005,222211,2026-01-16,103071,67,gruen,,,limbur,true,KC5346,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370880_KC5347_KC5347,adidas Tiro 26 Torwartshort Gelb,1002,Torwarthosen,10370880,adidas,KC5347,Adi_T_US,SU005,222211,2026-01-16,103071,67,gelb,,,byello,true,KC5347,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370881_KC5348_KC5348,adidas Tiro 26 Torwartshort Rosa,1002,Torwarthosen,10370881,adidas,KC5348,Adi_T_US,SU005,222211,2026-01-16,103071,67,rosa,,,flapnk,true,KC5348,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10370954_JZ9225_JZ9225,adidas Baselayer Torwarthose Kids Schwa,1002,Torwarthosen,10370954,adidas,JZ9225,Adi_T_KID,YY626,222211,2026-01-23,103071,9531,schwarz,,,black,true,JZ9225,Hosen,Torhüter - Hosen,,,Lang,,,Polyester,83,Elastodien,17,,Kordelzug,Atmungsaktivität;Bequem;Haltbarkeit
adidas,10371030_KB5240_KB5240,adidas Tiro 26 GK-Shirt l/s Kids,1001,Torwarttrikots,10371030,adidas,KB5240,Adi_T_KID,TP746,222211,2026-01-16,103070,65,gruen,,,limbur,true,KB5240,Torhüter,Torhüter - Trikots,,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371031_KB5241_KB5241,adidas Tiro 26 Torwarttrikot Langarm Ki,1001,Torwarttrikots,10371031,adidas,KB5241,Adi_T_KID,TP746,222211,2026-01-16,103070,65,gelb,,,byello,true,KB5241,Torhüter,Torhüter - Trikots,,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371032_KB5242_KB5242,adidas Tiro 26 Torwarttrikot Langarm Ki,1001,Torwarttrikots,10371032,adidas,KB5242,Adi_T_KID,TP746,222211,2026-01-16,103070,65,rosa,,,flapnk,true,KB5242,Torhüter,Torhüter - Trikots,,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371033_KB5245_KB5245,adidas Tiro 26 Torwarttrikot Langarm Ki,1001,Torwarttrikots,10371033,adidas,KB5245,Adi_T_KID,TP746,222211,2026-01-16,103070,65,schwarz,,,black,true,KB5245,Torhüter,Torhüter - Trikots,,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371048_KF5962_KF5962,adidas Tierro 26 Torwartshort Kids Schw,1002,Torwarthosen,10371048,adidas,KF5962,Adi_T_KID,DD354,222211,2026-01-13,103071,67,schwarz,,,black,true,KF5962,Torhüter,Shorts,Tierro,,Kurz,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Schweißableitend
adidas,10371055_KC5466_KC5466,adidas Tiro 26 Torwartshort Kids Orange,1002,Torwarthosen,10371055,adidas,KC5466,Adi_T_KID,IH791,222211,2026-01-15,103071,67,orange,,,tmssor,true,KC5466,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,allgemein,Kordelzug,climacool;Atmungsaktivität;Bequem;Schweißableitend
adidas,10371056_KC5467_KC5467,adidas Tiro 26 Torwartshort Kids Grün,1002,Torwarthosen,10371056,adidas,KC5467,Adi_T_KID,IH791,222211,2026-01-15,103071,67,gruen,,,limbur,true,KC5467,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,allgemein,Kordelzug,climacool;Atmungsaktivität;Bequem;Schweißableitend
adidas,10371057_KC5468_KC5468,adidas Tiro 26 Torwartshort Kids Schwar,1002,Torwarthosen,10371057,adidas,KC5468,Adi_T_KID,IH791,222211,2026-01-15,103071,67,schwarz,,,black,true,KC5468,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,allgemein,Kordelzug,climacool;Atmungsaktivität;Bequem;Schweißableitend
adidas,10371058_KC5470_KC5470,adidas Tiro 26 Torwartshort Kids Rosa,1002,Torwarthosen,10371058,adidas,KC5470,Adi_T_KID,IH791,222211,2026-01-15,103071,67,rosa,,,flapnk,true,KC5470,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,allgemein,Kordelzug,climacool;Atmungsaktivität;Bequem;Schweißableitend
adidas,10371059_KC5471_KC5471,adidas Tiro 26 Torwartshort Kids Gelb,1002,Torwarthosen,10371059,adidas,KC5471,Adi_T_KID,IH791,222211,2026-01-15,103071,67,gelb,,,byello,true,KC5471,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,allgemein,Kordelzug,climacool;Atmungsaktivität;Bequem;Schweißableitend
adidas,10371096_KC5358_KC5358,adidas Tiro 26 Torwarttrikot Kurzarm Sc,1001,Torwarttrikots,10371096,adidas,KC5358,Adi_T_US,HQ049,222211,2026-01-14,103070,65,schwarz,,,black,true,KC5358,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371102_JZ9224_JZ9224,adidas Baselayer Torwarthose Schwarz,1002,Torwarthosen,10371102,adidas,JZ9224,Adi_T_US,DVL53,222211,2026-01-13,103071,9531,schwarz,,,black,true,JZ9224,Torhüter,Torhüter - Hosen,,,Lang,eng,,Polyester,83,Elastodien,17,,Kordelzug,Atmungsaktivität;Bequem;Halt
adidas,10371136_KB5248_KB5248,adidas Tiro 26 Torwarttrikot Langarm Or,1001,Torwarttrikots,10371136,adidas,KB5248,Adi_T_US,QG677,222211,2026-01-16,103070,65,orange,,,tmssor,true,KB5248,Trikots,Langarm-Trikots,,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371137_KB5249_KB5249,adidas Tiro 26 Torwarttrikot Langarm Gr,1001,Torwarttrikots,10371137,adidas,KB5249,Adi_T_US,QG677,222211,2026-01-16,103070,65,gruen,,,limbur,true,KB5249,Trikots,Langarm-Trikots,,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371138_KB5250_KB5250,adidas Tiro 26 Torwarttrikot Langarm Ge,1001,Torwarttrikots,10371138,adidas,KB5250,Adi_T_US,QG677,222211,2026-01-16,103070,65,gelb,,,byello,true,KB5250,Trikots,Langarm-Trikots,,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371139_KB5251_KB5251,adidas Tiro 26 Torwarttrikot Langarm Ro,1001,Torwarttrikots,10371139,adidas,KB5251,Adi_T_US,QG677,222211,2026-01-16,103070,65,rosa,,,flapnk,true,KB5251,Trikots,Langarm-Trikots,,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371140_KB5254_KB5254,adidas Tiro 26 Torwarttrikot Langarm Sc,1001,Torwarttrikots,10371140,adidas,KB5254,Adi_T_US,QG677,222211,2026-01-16,103070,65,schwarz,,,black,true,KB5254,Trikots,Langarm-Trikots,,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371162_KB5239_KB5239,adidas Tiro 26 Torwarttrikot Langarm Ki,1001,Torwarttrikots,10371162,adidas,KB5239,Adi_T_KID,TP746,222211,2026-01-16,103070,65,orange,,,tmssor,true,KB5239,Torhüter,Torhüter - Trikots,,Langarm,Normal,normal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371213_KC5352_KC5352,adidas Tiro 26 Torwarttrikot Kurzarm Or,1001,Torwarttrikots,10371213,adidas,KC5352,Adi_T_US,HQ049,222211,2026-01-14,103070,65,orange,,,tmssor,true,KC5352,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371214_KC5353_KC5353,adidas Tiro 26 Torwarttrikot Kurzarm Gr,1001,Torwarttrikots,10371214,adidas,KC5353,Adi_T_US,HQ049,222211,2026-01-14,103070,65,gruen,,,limbur,true,KC5353,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371215_KC5354_KC5354,adidas Tiro 26 Torwarttrikot Kurzarm Ge,1001,Torwarttrikots,10371215,adidas,KC5354,Adi_T_US,HQ049,222211,2026-01-14,103070,65,gelb,,,byello,true,KC5354,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371216_KC5355_KC5355,adidas Tiro 26 Torwarttrikot Kurzarm Pi,1001,Torwarttrikots,10371216,adidas,KC5355,Adi_T_US,HQ049,222211,2026-01-14,103070,65,rosa,,,flapnk,true,KC5355,Torhüter,Torhüter - Trikots,,Kurzarm,Normal,schmal,Rundhals,Polyester,100,,,,,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10371235_KA1678_KA1678,adidas Goalkeeper Baselayer Longsleeve,1001,Torwarttrikots,10371235,adidas,KA1678,Adi_T_KID,DL980,222211,2026-01-13,103070,9531,schwarz,,,black,true,KA1678,Torhüter,Langarm-Shirts,,Langarm,Normal,eng,Rundhals,Polyester,83,Elastodien,17,,,Atmungsaktivität;Bequem
adidas,10371247_KA1677_KA1677,adidas Goalkeeper Baselayer Longsleeve,1001,Torwarttrikots,10371247,adidas,KA1677,Adi_T_US,ZQ112,222211,2026-01-26,103070,9531,schwarz,,,black,true,KA1677,Torhüter,Torhüter - Trikots,,Langarm,,,Rundhals,Polyester,83,Elastodien,17,,,Atmungsaktivität;Bequem;Haltbarkeit;Leicht;Schweißableitend
adidas,10371251_KF5961_KF5961,adidas Tierro 26 Torwarthose Kids Schwa,1002,Torwarthosen,10371251,adidas,KF5961,Adi_T_KID,MMU70,222211,2026-01-16,103071,66,schwarz,,,black,true,KF5961,Torhüter,Torhüter - Hosen,Tierro,,Lang,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
adidas,10372003_KC5351_KC5351,adidas Tiro 26 Competition Torwartshort,1002,Torwarthosen,10372003,adidas,KC5351,Adi_T_US,SU005,,2026-01-16,103071,67,schwarz,,,black,true,KC5351,Torhüter,Torhüter - Hosen,,,Kurz,normal,,Polyester,100,,,,Kordelzug,climacool;Atmungsaktivität;Bequem;Kühlend;Schweißableitend
