Marke,ParentSKU,ProductName,Kategorie_Code,Kategorie,ItemID,Producer,ProducerArticleNumber,Variant,Herstellermodell,Marketingperiode,LaunchDate,ArticleGroup,CanonicalCategoryId,Color1,Color2,Color3,HerstellerFarbbezeichnung,Active,SapMaterialNumber,Produktgruppe,Produktart,Serie,Aermellaenge,Textillaenge,Passform,Ausschnitt,Material_1,Material_1_pct,Material_2,Material_2_pct,Mesh_Einsaetze,Extras,Technologien
uhlsport,10080388_1005614_11,Uhlsport Goal Torwarttrikot Gelb Schwar,1001,Torwarttrikots,10080388,uhlsport,1005614,Uhl_T_TEX,1005614,222204,2017-06-21,103070,65,gelb,schwarz,,lite fluo gelb/schwarz,true,1005614-11,,Torhüter - Trikots,,Langarm,,,,,,,,,,
erima,10081980_4100701_000,Erima Torwarthose Schwarz,1002,Torwarthosen,10081980,Erima,4100701,Erim_T_TEX,4100701,222208,2018-04-03,103071,66,schwarz,,,schwarz,true,4100701,Torhüter,Torhüter - Hosen,,,,,,Polyester,100,,,,,
Derbystar,10099839_6677_200,Derbystar Uwe Torwarthose Short Kids Sc,1002,Torwarthosen,10099839,Derbystar,6677,Adi_T_KID,6677K,222182,2018-11-07,103071,66,schwarz,,,black,true,6677-200K,Torhüter,Torhüter - Hosen,,,Kurz,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schutz;Schweißableitend
Derbystar,10099861_6680_200,Derbystar Kai Pro II Torwarthose Schwar,1002,Torwarthosen,10099861,Derbystar,6680,Adi_T_US,6680,222182,2018-11-07,103071,66,schwarz,,,black,true,6680-200,Torhüter,Torhüter - Hosen,,,Lang,locker,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Haltbarkeit;Leicht;Schutz
Derbystar,10099864_6681_200,Derbystar Nico Pro II Torwarthose Kids,1002,Torwarthosen,10099864,Derbystar,6681,Adi_T_KID,6681K,222182,2018-11-07,103071,66,schwarz,,,black,true,6681-200K,Torhüter,Torhüter - Hosen,,,Lang,locker,,Polyester,80,Baumwolle,20,,Kordelzug,Atmungsaktivität;Bequem;Haltbarkeit;Leicht;Schutz
uhlsport,10101455_1005612_05,uhlsport Tower GK-Shirt l/s,1001,Torwarttrikots,10101455,uhlsport,1005612,Uhl_T_TEX,1005612,222204,2018-04-26,103070,65,grau,gruen,,dark grau melange/fluo gr,true,1005612-05,Torhüter,Torhüter - Trikots,Tower,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schutz;Schweißableitend
Derbystar,10159176_6059_082,Derbystar Hyper Torwarttrikot langarm B,1001,Torwarttrikots,10159176,Derbystar,6059,Der_T_Men,6059,222182,2021-08-10,103070,65,blau,schwarz,,blue,true,6059-82,Torhüter,Trikots,Hyper,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Elastizität;Halt;Haltbarkeit
Derbystar,10159187_6059_420,Derbystar Hyper Torwarttrikot langarm G,1001,Torwarttrikots,10159187,Derbystar,6059,Der_T_Men,6059,222182,2021-08-10,103070,65,gruen,schwarz,,green,true,6059-420,Torhüter,Trikots,Hyper,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Elastizität;Halt;Haltbarkeit
Derbystar,10159188_6059_520,Derbystar Hyper Torwarttrikot langarm G,1001,Torwarttrikots,10159188,Derbystar,6059,Der_T_Men,6059,222182,2021-08-10,103070,65,gelb,schwarz,,yellow,true,6059-520,Torhüter,Trikots,Hyper,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Elastizität;Halt;Haltbarkeit
Derbystar,10159190_6059_720,Derbystar Hyper Torwarttrikot langarm O,1001,Torwarttrikots,10159190,Derbystar,6059,Der_T_Men,6059,222182,2021-09-14,103070,65,orange,schwarz,,orange,true,6059-720,Torhüter,Trikots,Hyper,Langarm,Normal,schmal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Elastizität;Halt;Haltbarkeit
NIKE,10171177_CZ6664_057,Nike Promo TW-Trikot langarm Grau Schwa,1001,Torwarttrikots,10171177,Nike,CZ6664,Nike_T_MEN,CZ6664,222212,2021-08-04,103070,65,grau,schwarz,,ghost/black,true,CZ6664-057,Torhüter,Torhüter - Trikots,Park,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171179_CZ6664_329,Nike Promo TW-Trikot langarm Grün Schwa,1001,Torwarttrikots,10171179,Nike,CZ6664,Nike_T_MEN,CZ6664,222212,2021-08-04,103070,65,gruen,schwarz,,green spark/black,true,CZ6664-329,Torhüter,Torhüter - Trikots,Park,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171181_CZ6664_411,Nike Promo TW-Trikot langarm Blau F411,1001,Torwarttrikots,10171181,Nike,CZ6664,Nike_T_MEN,CZ6664,222212,2021-09-03,103070,65,blau,,,,true,CZ6664-411,Torhüter,Torhüter - Trikots,Park,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171182_CZ6664_528,Nike Promo TW-Trikot langarm Lila F528,1001,Torwarttrikots,10171182,Nike,CZ6664,Nike_T_MEN,CZ6664,222212,2021-08-04,103070,65,lila,weiss,,wild berry/white,true,CZ6664-528,Torhüter,Torhüter - Trikots,Park,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171183_CZ6664_639,Nike Promo TW-Trikot langarm Rosa F639,1001,Torwarttrikots,10171183,Nike,CZ6664,Nike_T_MEN,CZ6664,222212,2021-09-03,103070,65,rosa,,,,true,CZ6664-639,Torhüter,Torhüter - Trikots,Park,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171185_CZ6664_739,Nike Promo TW-Trikot langarm Gelb F739,1001,Torwarttrikots,10171185,Nike,CZ6664,Nike_T_MEN,CZ6664,222212,2021-08-04,103070,65,gelb,schwarz,,university gold/black,true,CZ6664-739,Torhüter,Torhüter - Trikots,Park,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171186_CZ6664_819,Nike Promo TW-Trikot langarm Orange F81,1001,Torwarttrikots,10171186,Nike,CZ6664,Nike_T_MEN,CZ6664,222212,2021-08-04,103070,65,orange,schwarz,,electro orange/black,true,CZ6664-819,Torhüter,Torhüter - Trikots,Park,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171192_CZ6669_329,Nike Promo TW-Trikot kurzarm Grün F329,1001,Torwarttrikots,10171192,Nike,CZ6669,Nike_T_MEN,CZ6669,222212,2021-09-03,103070,65,gruen,,,green,true,CZ6669-329,Torhüter,Torhüter - Trikots,Park,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171194_CZ6669_411,Nike Promo TW-Trikot kurzarm F411,1001,Torwarttrikots,10171194,Nike,CZ6669,Nike_T_MEN,CZ6669,222212,2021-09-15,103070,65,blau,,,blue,true,CZ6669-411,Torhüter,Torhüter - Trikots,Park,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171195_CZ6669_528,Nike Promo TW-Trikot kurzarm Lila F528,1001,Torwarttrikots,10171195,Nike,CZ6669,Nike_T_MEN,CZ6669,222212,2021-09-03,103070,65,lila,,,purple/lilac,true,CZ6669-528,Torhüter,Torhüter - Trikots,Park,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171196_CZ6669_639,Nike Promo TW-Trikot kurzarm F639,1001,Torwarttrikots,10171196,Nike,CZ6669,Nike_T_MEN,CZ6669,222212,2021-09-15,103070,65,rosa,,,pink/rose,true,CZ6669-639,Torhüter,Torhüter - Trikots,Park,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171197_CZ6669_739,Nike Promo TW-Trikot kurzarm Gelb F739,1001,Torwarttrikots,10171197,Nike,CZ6669,Nike_T_MEN,CZ6669,222212,2021-09-03,103070,65,gelb,,,yellow,true,CZ6669-739,Torhüter,Torhüter - Trikots,Park,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171199_CZ6669_819,Nike Promo TW-Trikot kurzarm Orange F81,1001,Torwarttrikots,10171199,Nike,CZ6669,Nike_T_MEN,CZ6669,222212,2021-09-03,103070,65,orange,,,orange,true,CZ6669-819,Torhüter,Torhüter - Trikots,Park,Kurzarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171202_CZ6670_057,Nike Park Torwart Short Grau Schwarz F0,1002,Torwarthosen,10171202,Nike,CZ6670,Nike_T_MEN,CZ6670,222212,2021-09-03,103071,67,grau,schwarz,,ghost/black,true,CZ6670-057,Hosen,Torhüter - Hosen,Park,,,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171203_CZ6670_329,Nike Park Torwart Short Grün F329,1002,Torwarthosen,10171203,Nike,CZ6670,Nike_T_MEN,CZ6670,222212,2021-09-03,103071,67,gruen,schwarz,,green spark/black,true,CZ6670-329,Hosen,Torhüter - Hosen,Park,,,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171205_CZ6670_411,Nike Park Torwart Short Blau F411,1002,Torwarthosen,10171205,Nike,CZ6670,Nike_T_MEN,CZ6670,222212,2021-09-03,103071,67,blau,weiss,,laser blue/white,true,CZ6670-411,Hosen,Torhüter - Hosen,Park,,,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171206_CZ6670_528,Nike Park Torwart Short Lila F528,1002,Torwarthosen,10171206,Nike,CZ6670,Nike_T_MEN,CZ6670,222212,2021-09-03,103071,67,lila,weiss,,wild berry/white,true,CZ6670-528,Hosen,Torhüter - Hosen,Park,,,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171207_CZ6670_639,Nike Park Torwart Short Pink F639,1002,Torwarthosen,10171207,Nike,CZ6670,Nike_T_MEN,CZ6670,222212,2021-09-03,103071,67,pink,schwarz,,psychic pink/black,true,CZ6670-639,Hosen,Torhüter - Hosen,Park,,,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171208_CZ6670_739,Nike Park Torwart Short Gelb F739,1002,Torwarthosen,10171208,Nike,CZ6670,Nike_T_MEN,CZ6670,222212,2021-09-03,103071,67,gelb,schwarz,,university gold/black,true,CZ6670-739,Hosen,Torhüter - Hosen,Park,,,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
NIKE,10171210_CZ6670_819,Nike Park Torwart Short Orange F819,1002,Torwarthosen,10171210,Nike,CZ6670,Nike_T_MEN,CZ6670,222212,2021-09-03,103071,67,orange,,,electro orange/black,true,CZ6670-819,Hosen,Torhüter - Hosen,Park,,,,,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Kühlend;Leicht;Schweißableitend
Hummel,10177762_205280_6140,Hummel Core GK Torwarttrikotset Grün F6,1001,Torwarttrikots,10177762,Hummel,205280,HUMM_T_MEN,205280,222201,2021-08-10,103070,65,gruen,,,evergreen,true,205280-6140,Torhüter,Trikot-Sets,Core,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schweißableitend
Hummel,10177772_205281_6140,Hummel Core GK Torwarttrikotset Kids Gr,1001,Torwarttrikots,10177772,Hummel,205281,HUMM_T_Kid,205281,222201,2021-08-10,103070,65,gruen,,,evergreen,true,205281-140,Torhüter,Trikot-Sets,Core,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schweißableitend
Hummel,10177774_205281_7905,Hummel Core GK Torwarttrikotset Kids Bl,1001,Torwarttrikots,10177774,Hummel,205281,HUMM_T_Kid,205281,222201,2021-08-10,103070,65,blau,,,scuba blue,true,205281-7905,Torhüter,Trikot-Sets,Core,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schweißableitend
Puma,10183432_704933_040,PUMA teamPACER Torwarttrikot langarm Bl,1001,Torwarttrikots,10183432,PUMA,704933,Puma_T_MEN,704933,222210,2021-10-11,103070,65,blau,schwarz,weiss,blue atoll-black-white,true,704933-40,Torhüter,Torhüter - Trikots,,Langarm,,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Leicht
Puma,10183434_704933_042,PUMA teamPACER Torwarttrikot langarm Ge,1001,Torwarttrikots,10183434,PUMA,704933,Puma_T_MEN,704933,222210,2021-07-21,103070,65,gelb,schwarz,weiss,fluo yellow-black-white,true,704933-42,Torhüter,Torhüter - Trikots,,Langarm,,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Leicht
Puma,10183435_704933_043,PUMA teamPACER Torwarttrikot langarm Gr,1001,Torwarttrikots,10183435,PUMA,704933,Puma_T_MEN,704933,222210,2021-12-15,103070,65,grau,schwarz,weiss,smoked pearl-pumablack-white,true,704933-43,Torhüter,Torhüter - Trikots,,Langarm,,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Leicht
Puma,10183437_704939_040,PUMA teamPACER Torwarttrikot langarm Ki,1001,Torwarttrikots,10183437,PUMA,704939,Puma_T_KID,704939,222210,2021-12-16,103070,65,blau,schwarz,weiss,blue atoll-black-white,true,704939-40,Trikots,Torhüter - Trikots,,Langarm,,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Haltbarkeit;Leicht;Schweißableitend
Puma,10183441_704939_042,PUMA teamPACER Torwarttrikot langarm Ki,1001,Torwarttrikots,10183441,PUMA,704939,Puma_T_KID,704939,222210,2023-04-28,103070,65,gelb,schwarz,weiss,fluo yellow-black-white,true,704939-42,Trikots,Torhüter - Trikots,,Langarm,,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Haltbarkeit;Leicht;Schweißableitend
Puma,10183443_704939_043,PUMA teamPACER Torwarttrikot langarm Ki,1001,Torwarttrikots,10183443,PUMA,704939,Puma_T_KID,704939,222210,2021-12-16,103070,65,grau,schwarz,weiss,smoked pearl-pumablack-white,true,704939-43,Trikots,Torhüter - Trikots,,Langarm,,normal,Rundhals,Polyester,100,,,,,Atmungsaktivität;Haltbarkeit;Leicht;Schweißableitend
reusch,10185387_5116215_7702,Reusch Contest II Advance Torwarthose F,1002,Torwarthosen,10185387,Reusch,5116215,Reu_E_Klei,5116215,222202,2022-08-15,103071,66,schwarz,silber,,black / silver,true,5116215-7702,Torhüter,Torhüter - Hosen,,,Lang,eng,,Polyester,100,,,,,Atmungsaktivität;Elastizität;Halt;Leicht
reusch,10185388_5118900_7700,Reusch Compression Torwartshort XRD Sch,1005,Torwart Unterziehhosen,10185388,Reusch,5118900,Reu_E_Klei,5118900,222202,2022-12-21,103071,67,schwarz,,,black,true,5118900-7700,Torhüter,Torhüter - Hosen,,,Kurz,eng,,Polyester,52,Polyurethan (thermoplastisch),40,,Kordelzug,Atmungsaktivität;Individuelle Passform;Schutz;Schweißableitend
G-Form,10206615_GS020201_000,G-Form Impact Liner Short Schwarz,1002,Torwarthosen,10206615,G-Form,GS020201,GF_T_UNI,GS020201,222177,2022-03-17,103071,391,schwarz,,,black,true,GS020201,Torhüter,Torhüter - Hosen,,,,eng,,Nylon,82,Elastodien,18,,,Atmungsaktivität;Bequem;Haltbarkeit;Schutz
G-Form,10206616_GP020201_000,G-Form Impact Baselayer Hose Schwarz,1002,Torwarthosen,10206616,G-Form,GP020201,GF_T_UNI,GP020201,222177,2022-03-25,103071,63,schwarz,,,black,true,GP020201,Hosen,Shorts,,,,eng,,Polyester,100,,,,,Atmungsaktivität;Bequem;Haltbarkeit;Schutz
uhlsport,10207586_1005612_013,Uhlsport Tower Torwarttrikot langarm Sc,1001,Torwarttrikots,10207586,uhlsport,1005612,Uhl_T_TEX,1005612,222204,2022-05-05,103070,65,schwarz,,,schwarz,true,1005612-13,Torhüter,Torhüter - Trikots,Tower,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schutz;Schweißableitend
uhlsport,10207587_1005612K_013,Uhlsport Tower Torwarttrikot langarm Ki,1001,Torwarttrikots,10207587,uhlsport,1005612,Uhl_T_TEX,1005612K,222204,2022-05-05,103070,65,schwarz,,,schwarz,true,1005612-13AA,Torhüter,Torhüter - Trikots,Tower,Langarm,,,Rundhals,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;Schutz;Schweißableitend
uhlsport,10207588_1003667_003,uhlsport Reaction Torwartset Gelb Schwa,1001,Torwarttrikots,10207588,uhlsport,1003667,Uhl_T_TEX,1003667,222204,2022-06-10,103070,65,gelb,schwarz,,fluo gelb/schwarz,true,1003667-03,,,,Langarm,,,,,,,,,,
uhlsport,10207590_1003667K_003,uhlsport Reaction Torwartset Kids Gelb,1001,Torwarttrikots,10207590,uhlsport,1003667,Uhl_T_TEX,1003667K,222204,2023-02-10,103070,65,gelb,schwarz,,fluo gelb/schwarz,true,1003667-03AA,Trikots,Trikot-Sets,,Langarm,Kurz,,Rundhals,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Leicht;Schweißableitend;smartbreathe LITE
uhlsport,10207592_1003667_001,uhlsport Reaction Torwartset Schwarz Gr,1001,Torwarttrikots,10207592,uhlsport,1003667,Uhl_T_TEX,1003667,222204,2022-06-10,103070,65,schwarz,grau,,schwarz/anthra,true,1003667-01AA,,,,Langarm,,,,,,,,,,
uhlsport,10207593_1003667K_001,uhlsport Reaction Torwartset Kids Schwa,1001,Torwarttrikots,10207593,uhlsport,1003667,Uhl_T_TEX,1003667K,222204,2023-02-10,103070,65,schwarz,grau,,schwarz/anthra,true,1003667-01,Trikots,Trikot-Sets,,Langarm,Kurz,,Rundhals,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Leicht;Schweißableitend;smartbreathe LITE
uhlsport,10207595_1003667_002,uhlsport Reaction Torwartset Blau F02,1001,Torwarttrikots,10207595,uhlsport,1003667,Uhl_T_TEX,1003667,222204,2023-02-24,103070,65,blau,,,marine/flou blau,true,1003667-02,,,,Langarm,,,,Polyester,100,,,,Kordelzug,
uhlsport,10207596_1003668_003,Uhlsport Reaction Torwartset Kids Gelb,1001,Torwarttrikots,10207596,uhlsport,1003668,Uhl_T_TEX,1003668,222204,2022-08-15,103070,65,gelb,schwarz,,fluo gelb/schwarz,true,1003668-03,Anzüge,Trainingsanzüge,,Langarm,,schmal,Rundhals,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
uhlsport,10207597_1003668_001,Uhlsport Reaction Torwartset Kids Schwa,1001,Torwarttrikots,10207597,uhlsport,1003668,Uhl_T_TEX,1003668,222204,2022-08-15,103070,65,schwarz,,,schwarz,true,1003668-01,Anzüge,Trainingsanzüge,,Langarm,,schmal,Rundhals,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
uhlsport,10207598_1003668_002,Uhlsport Reaction Torwartset Kids Blau,1001,Torwarttrikots,10207598,uhlsport,1003668,Uhl_T_TEX,1003668,222204,2023-02-24,103070,65,blau,,,marine/flou blau,true,1003668-02,Anzüge,Trainingsanzüge,,Langarm,,schmal,Rundhals,Polyester,100,,,,Kordelzug,Atmungsaktivität;Bequem;Haltbarkeit;Schweißableitend
adidas,10209234_H18814_000,adidas Condivo 22 Torwartshort Rot,1002,Torwarthosen,10209234,adidas,H18814,Adi_T_US,HB1629,222211,2022-04-13,103071,67,rot,,,red,true,H18814,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10209237_H21237_000,adidas Condivo 22 Torwarttrikot langarm,1001,Torwarttrikots,10209237,adidas,H21237,Adi_T_US,HB1616,222211,2022-05-13,103070,65,rot,,,red,true,H21237,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10209238_H21238_000,adidas Condivo 22 Torwarttrikot Rot,1001,Torwarttrikots,10209238,adidas,H21238,Adi_T_US,HB1623,222211,2022-06-02,103070,65,rot,,,red,true,H21238,Torhüter,Torhüter - Trikots,Condivo,Kurzarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10209239_H21239_000,adidas Condivo 22 TW-Trikot langarm Kid,1001,Torwarttrikots,10209239,adidas,H21239,Adi_T_KID,HB1647,222211,2022-03-15,103070,65,rot,schwarz,,red,true,H21239,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10209240_H21241_000,adidas Condivo 22 TW-Trikot langarm Dam,1001,Torwarttrikots,10209240,adidas,H21241,Adi_T_WNS,H21241,222211,2022-08-18,103070,65,rot,schwarz,,red,true,H21241,,Torhüter - Trikots,,Langarm,Lang,normal,V-Ausschnitt,Polyester,100,,,seitlich,,Atmungsaktivität;Bequem;Leicht;Schutz;Wärmend;AEROREADY
adidas,10209241_H21242_000,adidas Condivo 22 Torwartshort Damen Ro,1002,Torwarthosen,10209241,adidas,H21242,Adi_T_WNS,H21242,222211,2022-04-06,103071,67,rot,schwarz,,red,true,H21242,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10209242_H21243_000,adidas Condivo 22 Torwartshort Kids Rot,1002,Torwarthosen,10209242,adidas,H21243,Adi_T_KID,HB1667,222211,2022-03-15,103071,67,rot,schwarz,,red,true,H21243,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Elastizität;Leicht;AEROREADY
adidas,10210234_HB1613_000,adidas Condivo 22 Torwarttrikot langarm,1001,Torwarttrikots,10210234,adidas,HB1613,Adi_T_US,HB1616,222211,2022-05-04,103070,65,tuerkis,,,minrus,true,HB1613,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210235_HB1614_000,adidas Condivo 22 Torwarttrikot langarm,1001,Torwarttrikots,10210235,adidas,HB1614,Adi_T_US,HB1616,222211,2022-03-15,103070,65,grau,,,lgtgre,true,HB1614,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210236_HB1615_000,adidas Condivo 22 Torwarttrikot langarm,1001,Torwarttrikots,10210236,adidas,HB1615,Adi_T_US,HB1616,222211,2022-06-13,103070,65,schwarz,,,black,true,HB1615,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210237_HB1616_000,adidas Condivo 22 Torwarttrikot langarm,1001,Torwarttrikots,10210237,adidas,HB1616,Adi_T_US,HB1616,222211,2022-03-16,103070,65,blau,,,blurus,true,HB1616,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210238_HB1617_000,adidas Condivo 22 Torwarttrikot langarm,1001,Torwarttrikots,10210238,adidas,HB1617,Adi_T_US,HB1616,222211,2022-05-06,103070,65,orange,,,orange,true,HB1617,Torhüter,Torhüter - Trikots,Condivo,Langarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210239_HB1618_000,adidas Condivo 22 Torwarttrikot Türkis,1001,Torwarttrikots,10210239,adidas,HB1618,Adi_T_US,HB1623,222211,2022-08-23,103070,65,tuerkis,,,minrus,true,HB1618,Torhüter,Torhüter - Trikots,Condivo,Kurzarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210240_HB1619_000,adidas Condivo 22 Torwarttrikot Schwarz,1001,Torwarttrikots,10210240,adidas,HB1619,Adi_T_US,HB1623,222211,2022-06-23,103070,65,schwarz,,,black,true,HB1619,Torhüter,Torhüter - Trikots,Condivo,Kurzarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210241_HB1621_000,adidas Condivo 22 Torwarttrikot Orange,1001,Torwarttrikots,10210241,adidas,HB1621,Adi_T_US,HB1623,222211,2022-04-06,103070,65,orange,,,orange,true,HB1621,Torhüter,Torhüter - Trikots,Condivo,Kurzarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210242_HB1622_000,adidas Condivo 22 Torwarttrikot Grau,1001,Torwarttrikots,10210242,adidas,HB1622,Adi_T_US,HB1623,222211,2022-06-02,103070,65,grau,,,lgtgre,true,HB1622,Torhüter,Torhüter - Trikots,Condivo,Kurzarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210243_HB1623_000,adidas Condivo 22 Torwarttrikot Blau,1001,Torwarttrikots,10210243,adidas,HB1623,Adi_T_US,HB1623,222211,2022-08-02,103070,65,blau,,,blurus,true,HB1623,Torhüter,Torhüter - Trikots,Condivo,Kurzarm,,,V-Ausschnitt,Polyester,100,,,,,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210244_HB1624_000,adidas Condivo 22 Torwartshort Türkis,1002,Torwarthosen,10210244,adidas,HB1624,Adi_T_US,HB1629,222211,2022-06-23,103071,67,tuerkis,,,minrus,true,HB1624,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210245_HB1625_000,adidas Condivo 22 Torwartshort Schwarz,1002,Torwarthosen,10210245,adidas,HB1625,Adi_T_US,HB1629,222211,2022-04-13,103071,67,schwarz,,,black,true,HB1625,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
adidas,10210246_HB1627_000,adidas Condivo 22 Torwartshort Orange,1002,Torwarthosen,10210246,adidas,HB1627,Adi_T_US,HB1629,222211,2022-05-17,103071,67,orange,,,orange,true,HB1627,Torhüter,Torhüter - Hosen,Condivo,,Kurz,,,Polyester,100,,,allgemein,Kordelzug,Atmungsaktivität;Bequem;Leicht;AEROREADY
