Marke_Code,Marke,ParentSKU,ProductName,Kategorie_Code,Kategorie,Resolution_hint,Extracted_ID,Units_total,Revenue_total,Units_2022,Revenue_2022,Units_2023,Revenue_2023,Units_2024,Revenue_2024,Units_2025,Revenue_2025,Units_2026,Revenue_2026,Units_2022-Q1,Revenue_2022-Q1,Units_2022-Q2,Revenue_2022-Q2,Units_2022-Q3,Revenue_2022-Q3,Units_2022-Q4,Revenue_2022-Q4,Units_2023-Q1,Revenue_2023-Q1,Units_2023-Q2,Revenue_2023-Q2,Units_2023-Q3,Revenue_2023-Q3,Units_2023-Q4,Revenue_2023-Q4,Units_2024-Q1,Revenue_2024-Q1,Units_2024-Q2,Revenue_2024-Q2,Units_2024-Q3,Revenue_2024-Q3,Units_2024-Q4,Revenue_2024-Q4,Units_2025-Q1,Revenue_2025-Q1,Units_2025-Q2,Revenue_2025-Q2,Units_2025-Q3,Revenue_2025-Q3,Units_2025-Q4,Revenue_2025-Q4,Units_2026-Q1,Revenue_2026-Q1,Units_2026-Q2,Revenue_2026-Q2
122,KEEPERsport,KS60022-011,KEEPERsport Unterziehhose PP 3/4  F011,1005,Torwart Unterziehhosen,dash_pattern,KS60022-011,728,28284.58,398,16236.23,206,7512.61,118,4388.39,6,147.35,0,0.0,84,3726.0,115,4837.29,145,5618.59,54,2054.35,35,1418.39,31,1153.95,95,3320.43,45,1619.84,31,1211.08,16,596.01,47,1751.01,24,830.29,4,100.3,2,47.05,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS60024-991,KEEPERsport Unterziehshirt Unpadded LS,1004,Torwart Unterziehshirts,dash_pattern,KS60024-991,1103,25798.05,294,7275.01,316,7193.37,299,6519.7,192,4760.87,2,49.1,12,200.89,46,1076.76,125,3374.71,111,2622.65,48,1149.27,27,655.29,137,3184.24,104,2204.57,48,1084.44,33,813.75,122,2687.78,96,1933.73,57,1534.92,33,739.23,94,2314.5,8,172.22,2,49.1,0,0.0
122,KEEPERsport,KS60061-907,KEEPERsport Underpants BasicPadded,1005,Torwart Unterziehhosen,dash_pattern,KS60061-907,609,23137.3,0,0.0,0,0.0,0,0.0,392,15120.34,217,8016.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,174,6912.47,218,8207.87,204,7545.05,13,471.91
122,KEEPERsport,KS60028-991,KEEPERsport Unterziehose Unpadded Schwa,1005,Torwart Unterziehhosen,dash_pattern,KS60028-991,1055,20609.67,157,3368.86,355,7241.69,190,3868.43,313,5498.75,40,631.94,8,207.78,42,810.46,51,1247.8,56,1102.82,46,1022.93,33,862.45,151,2852.38,125,2503.93,38,755.31,22,511.66,78,1563.05,52,1038.41,41,858.86,43,753.02,145,2536.29,84,1350.58,37,574.01,3,57.93
122,KEEPERsport,KS60060-901,KEEPERsport Underpants AntiAbrasion,1005,Torwart Unterziehhosen,dash_pattern,KS60060-901,674,18809.42,0,0.0,0,0.0,0,0.0,445,12152.26,229,6657.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,1909.47,388,10242.79,218,6346.85,11,310.31
125,NIKE,NCV0045-010,Nike Gardien Tight GK-Pants,1005,Torwart Unterziehhosen,legacy,,410,17151.98,56,2500.98,67,2824.63,119,5069.65,144,5754.35,24,1002.37,5,182.24,6,275.36,22,1003.72,23,1039.66,12,552.85,10,532.59,26,997.35,19,741.84,16,696.34,8,354.58,44,1944.55,51,2074.18,31,1267.0,28,1102.49,54,2181.27,31,1203.59,23,962.3,1,40.07
122,KEEPERsport,KS60042K-906,KEEPERsport Undershirt PowerPadded Kids,1004,Torwart Unterziehshirts,dash_pattern,KS60042K-906,410,16891.03,0,0.0,0,0.0,0,0.0,327,13482.25,83,3408.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,169.93,121,5490.9,201,7821.42,79,3264.49,4,144.29
122,KEEPERsport,KS60051-907,KEEPERsport Undershorts BasicPadded,1005,Torwart Unterziehhosen,dash_pattern,KS60051-907,523,15886.67,0,0.0,0,0.0,0,0.0,384,11728.24,139,4158.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,184,6169.06,200,5559.18,130,3864.83,9,293.6
129,rehab,RH6003K-201,Rehab GK Underwear Shirt Kids Schwarz,1004,Torwart Unterziehshirts,dash_pattern,RH6003K-201,619,15534.48,0,0.0,0,0.0,160,4465.78,403,9685.36,56,1383.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,1704.23,103,2761.55,59,1444.41,76,1832.89,29,752.33,239,5655.73,56,1383.34,0,0.0
136,uhlsport,U5637-02,Uhlsport Bionikframe Longtight Black Edi,1005,Torwart Unterziehhosen,legacy,,304,15247.16,24,1340.66,63,3180.34,80,4268.71,114,5312.16,23,1145.29,0,0.0,0,0.0,0,0.0,24,1340.66,7,397.22,3,164.4,18,980.71,35,1638.01,12,670.62,16,866.24,31,1661.04,21,1070.81,26,1265.09,15,649.69,43,1947.68,30,1449.7,21,1050.03,2,95.26
122,KEEPERsport,KS60003-999,KEEPERsport Torwart Unterziehshirt PP L,1004,Torwart Unterziehshirts,dash_pattern,KS60003-999,460,14843.47,378,13375.2,27,622.91,36,590.65,19,254.71,0,0.0,135,5081.53,80,2966.01,104,3483.19,59,1844.47,13,348.93,3,70.86,5,87.26,6,115.86,7,172.97,8,105.01,16,186.66,5,126.01,10,156.98,7,72.3,1,9.08,1,16.35,0,0.0,0,0.0
130,reusch,R5117800-7700,reusch COMPRESSION SHORT 3/4 FEMUR,1005,Torwart Unterziehhosen,legacy,,300,14698.88,68,3259.64,51,2728.21,81,3915.82,79,3752.01,21,1043.2,32,1544.46,9,421.85,22,1056.35,5,236.98,0,0.0,6,339.0,31,1679.86,14,709.35,8,425.16,9,456.81,22,1043.24,42,1990.61,19,985.02,20,907.15,30,1408.3,10,451.54,19,951.46,2,91.74
122,KEEPERsport,KS60055K-906,KEEPERsport Underpants PowerPadded 3/4 K,1005,Torwart Unterziehhosen,dash_pattern,KS60055K-906,306,13839.86,0,0.0,0,0.0,0,0.0,237,10483.86,69,3356.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,296.46,72,3737.86,158,6449.54,59,2874.77,10,481.23
122,KEEPERsport,KS60035K-407,KEEPERsport Challenge Unterziehshirt Ki,1004,Torwart Unterziehshirts,dash_pattern,KS60035K-407,470,11098.19,73,1626.09,130,3095.7,226,5344.53,41,1031.87,0,0.0,0,0.0,0,0.0,0,0.0,73,1626.09,35,880.9,4,100.92,1,24.55,90,2089.33,61,1457.05,29,683.41,16,383.12,120,2820.95,30,753.35,10,253.32,1,25.2,0,0.0,0,0.0,0,0.0
123,MC David,MC7741,McDavid Hex Goalkeeper Short,1005,Torwart Unterziehhosen,legacy,,175,10902.75,120,7430.45,52,3310.86,2,121.42,1,40.02,0,0.0,14,866.48,14,904.93,50,3075.38,42,2583.66,15,1037.43,4,259.69,18,1087.79,15,925.95,1,58.36,1,63.06,0,0.0,0,0.0,0,0.0,1,40.02,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS60004-999,KEEPERsport Torwart Unterziehshirt PP C,1004,Torwart Unterziehshirts,dash_pattern,KS60004-999,283,10626.89,235,9259.54,22,756.7,25,599.6,1,11.05,0,0.0,36,1644.85,32,1346.89,84,3251.12,83,3016.68,7,264.59,0,0.0,3,88.23,12,403.88,4,161.48,0,0.0,14,266.74,7,171.38,1,11.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS60063-903,KEEPERsport PP AA ThermoSkin Underwear,1005,Torwart Unterziehhosen,dash_pattern,KS60063-903,190,10446.07,0,0.0,0,0.0,0,0.0,17,1133.59,173,9312.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,1133.59,167,8952.55,6,359.93
122,KEEPERsport,KS60017-633,KEEPERsport Unterziehshort PP Hero F633,1005,Torwart Unterziehhosen,dash_pattern,KS60017-633,253,10332.72,221,9100.96,31,1195.33,1,36.43,0,0.0,0,0.0,64,2892.57,76,3136.39,64,2461.8,17,610.2,11,430.36,2,76.72,8,316.22,10,372.03,0,0.0,0,0.0,1,36.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
122,KEEPERsport,KS60041-907,KEEPERsport BasicPadded Longsleeve Unde,1004,Torwart Unterziehshirts,dash_pattern,KS60041-907,309,10325.26,0,0.0,0,0.0,0,0.0,193,6501.43,116,3823.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,71,2544.18,122,3957.25,112,3695.04,4,128.79
123,MC David,MC7749R,Mc David HEX GK 3/4 Pant Guard 2.0,1005,Torwart Unterziehhosen,legacy,,123,9926.6,0,0.0,31,2558.32,55,4534.92,35,2658.12,2,175.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,505.42,25,2052.9,12,997.46,6,515.22,29,2351.57,8,670.67,0,0.0,0,0.0,15,1126.94,20,1531.18,2,175.24,0,0.0
122,KEEPERsport,KS60024-406,KEEPERsport Unterziehshirt Unpadded LS,1004,Torwart Unterziehshirts,dash_pattern,KS60024-406,607,9803.8,17,385.99,106,2117.35,320,4880.69,164,2419.77,0,0.0,0,0.0,0,0.0,0,0.0,17,385.99,12,272.11,8,191.22,38,729.47,48,924.55,42,832.83,22,476.92,157,2231.7,99,1339.24,63,939.59,34,507.06,64,926.68,3,46.44,0,0.0,0,0.0
